,0,1,2
428,USOpen_HEVC_SFR_396p_900K_604.y4m,200,201
429,USOpen_HEVC_HFR_540p_1900K_604.y4m,400,401
430,USOpen_HEVC_SFR_540p_1100K_604.y4m,200,201
431,USOpen_HEVC_SFR_540p_1900K_604.y4m,200,201
432,USOpen_AVC_HFR_288p_300K_648.y4m,400,401
433,USOpen_AVC_HFR_396p_600K_648.y4m,400,401
434,USOpen_AVC_HFR_396p_900K_648.y4m,400,401
435,USOpen_AVC_HFR_540p_1300K_648.y4m,400,401
436,USOpen_AVC_SFR_288p_200K_648.y4m,200,201
437,USOpen_AVC_SFR_396p_400K_648.y4m,200,201
438,USOpen_AVC_SFR_396p_800K_648.y4m,200,201
439,USOpen_AVC_SFR_540p_1200K_648.y4m,200,201
440,USOpen_AVC_SFR_540p_1800K_648.y4m,200,201
441,USOpen_AVC_SFR_720p_2000K_648.y4m,200,201
442,USOpen_AVC_HFR_540p_1900K_648.y4m,400,401
443,USOpen_AVC_HFR_720p_2200K_648.y4m,400,401
444,USOpen_HEVC_HFR_288p_300K_648.y4m,400,401
445,USOpen_HEVC_HFR_396p_600K_648.y4m,400,401
446,USOpen_HEVC_HFR_720p_2200K_648.y4m,400,401
447,USOpen_HEVC_HFR_396p_900K_648.y4m,400,401
448,USOpen_HEVC_SFR_720p_2200K_648.y4m,200,201
449,USOpen_HEVC_SFR_288p_300K_648.y4m,200,201
450,USOpen_HEVC_HFR_540p_1100K_648.y4m,400,401
451,USOpen_HEVC_SFR_396p_600K_648.y4m,200,201
452,USOpen_HEVC_SFR_396p_900K_648.y4m,200,201
453,USOpen_HEVC_HFR_540p_1900K_648.y4m,400,401
454,USOpen_HEVC_SFR_540p_1100K_648.y4m,200,201
455,USOpen_HEVC_SFR_540p_1900K_648.y4m,200,201
456,Cricket1_AVC_HFR_288p_300K_210.y4m,400,401
457,Cricket1_AVC_SFR_288p_200K_210.y4m,200,201
458,Cricket1_AVC_HFR_396p_600K_210.y4m,400,401
459,Cricket1_AVC_SFR_396p_400K_210.y4m,200,201
460,Cricket1_AVC_SFR_396p_800K_210.y4m,200,201
461,Cricket1_AVC_HFR_396p_900K_210.y4m,400,401
462,Cricket1_AVC_SFR_540p_1200K_210.y4m,200,201
463,Cricket1_AVC_SFR_540p_1800K_210.y4m,200,201
464,Cricket1_AVC_SFR_720p_2000K_210.y4m,200,201
465,Cricket1_AVC_HFR_540p_1300K_210.y4m,400,401
466,Cricket1_HEVC_HFR_288p_300K_210.y4m,400,401
467,Cricket1_HEVC_HFR_396p_600K_210.y4m,400,401
468,Cricket1_AVC_HFR_540p_1900K_210.y4m,400,401
469,Cricket1_AVC_HFR_720p_2200K_210.y4m,400,401
470,Cricket1_HEVC_HFR_396p_900K_210.y4m,400,401
471,Cricket1_HEVC_SFR_288p_300K_210.y4m,200,201
472,Cricket1_HEVC_HFR_540p_1100K_210.y4m,400,401
473,Cricket1_HEVC_SFR_396p_600K_210.y4m,200,201
474,Cricket1_HEVC_HFR_720p_2200K_210.y4m,400,401
475,Cricket1_HEVC_SFR_396p_900K_210.y4m,200,201
476,Cricket1_HEVC_HFR_540p_1900K_210.y4m,400,401
477,Cricket1_HEVC_SFR_540p_1100K_210.y4m,200,201
478,Cricket1_HEVC_SFR_540p_1900K_210.y4m,200,201
479,Cricket1_HEVC_SFR_720p_2200K_210.y4m,200,201
480,Cricket2_AVC_HFR_288p_300K_210.y4m,400,401
481,Cricket2_AVC_HFR_396p_600K_210.y4m,400,401
482,Cricket2_AVC_HFR_396p_900K_210.y4m,400,401
483,Cricket2_AVC_SFR_288p_200K_210.y4m,200,201
484,Cricket2_AVC_HFR_540p_1300K_210.y4m,400,401
485,Cricket2_AVC_SFR_396p_400K_210.y4m,200,201
486,Cricket2_AVC_SFR_396p_800K_210.y4m,200,201
487,Cricket2_AVC_HFR_540p_1900K_210.y4m,400,401
488,Cricket2_AVC_SFR_540p_1200K_210.y4m,200,201
489,Cricket2_HEVC_HFR_288p_300K_210.y4m,400,401
490,Cricket2_AVC_HFR_720p_2200K_210.y4m,400,401
491,Cricket2_AVC_SFR_540p_1800K_210.y4m,200,201
492,Cricket2_HEVC_HFR_396p_600K_210.y4m,400,401
493,Cricket2_AVC_SFR_720p_2000K_210.y4m,200,201
494,Cricket2_HEVC_HFR_396p_900K_210.y4m,400,401
495,Cricket2_HEVC_SFR_288p_300K_210.y4m,200,201
496,Cricket2_HEVC_HFR_540p_1100K_210.y4m,400,401
497,Cricket2_HEVC_SFR_396p_600K_210.y4m,200,201
498,Cricket2_HEVC_HFR_720p_2200K_210.y4m,400,401
499,Cricket2_HEVC_SFR_396p_900K_210.y4m,200,201
500,Cricket2_HEVC_HFR_540p_1900K_210.y4m,400,401
501,Cricket2_HEVC_SFR_540p_1100K_210.y4m,200,201
502,Cricket2_HEVC_SFR_540p_1900K_210.y4m,200,201
503,Cricket2_HEVC_SFR_720p_2200K_210.y4m,200,201
