,video,mos_list,subject_ids,content,codec,fr,res,bitrate
59,Cricket2_AVC_SFR_396p_400K_90,"[32, 31, 11, 32, 11, 28, 29, 11, 48, 31, 26, 25, 17, 43, 21, 20, 51, 38, 29, 45, 31, 22, 10, 24, 22, 24, 47, 40, 50]","['1', '2', '3', '7', '6', '4', '5', '17', '16', '14', '15', '29', '11', '12', '13', '22', '23', '21', '20', '24', '30', '18', '19', '25', '27', '26', '8', '9', '95', '91', '92']",Cricket2_90,AVC,SFR,396p,400
60,EPLNight_AVC_HFR_396p_600K_0,"[32, 5, 39, 30, 29, 9, 36, 25, 38, 46, 41, 54, 28, 41, 23, 28, 33, 39, 30, 26, 31, 36, 50, 38, 25, 30, 25, 51, 31, 47]","['1', '2', '3', '7', '6', '4', '5', '17', '16', '14', '15', '29', '11', '12', '13', '22', '23', '21', '20', '24', '30', '18', '19', '25', '27', '26', '8', '9', '95', '91', '92']",EPLNight_0,AVC,HFR,396p,600
61,USOpen_AVC_HFR_540p_1300K_0,"[59, 30, 35, 66, 65, 44, 41, 37, 68, 86, 57, 74, 87, 79, 70, 22, 51, 56, 61, 62, 49, 49, 47, 51, 44, 56, 25, 46, 73, 88]","['1', '2', '3', '7', '6', '4', '5', '17', '16', '14', '15', '29', '11', '12', '13', '22', '23', '21', '20', '24', '30', '18', '19', '25', '27', '26', '8', '9', '95', '91', '92']",USOpen_0,AVC,HFR,540p,1300
62,EPLNight_AVC_HFR_540p_1300K_0,"[57, 50, 48, 74, 52, 29, 31, 37, 34, 66, 90, 83, 70, 47, 47, 30, 24, 26, 74, 79, 72, 44, 75, 57, 42, 65, 49, 62, 72, 61]","['1', '2', '3', '7', '6', '4', '5', '17', '16', '14', '15', '29', '11', '12', '13', '22', '23', '21', '20', '24', '30', '18', '19', '25', '27', '26', '8', '9', '95', '91', '92']",EPLNight_0,AVC,HFR,540p,1300
63,TNFNFL_HEVC_HFR_396p_600K_0,"[6, 9, 25, 21, 4, 37, 1, 47, 35, 9, 31, 26, 26, 29, 10, 19, 14, 26, 53, 26, 40, 5, 61, 35, 32, 24, 53, 23, 24, 24]","['1', '2', '3', '7', '6', '4', '5', '17', '16', '14', '15', '29', '11', '12', '13', '22', '23', '21', '20', '24', '30', '18', '19', '25', '27', '26', '8', '9', '95', '91', '92']",TNFNFL_0,HEVC,HFR,396p,600
64,USOpen_HEVC_SFR_288p_300K_166,"[26, 33, 37, 28, 10, 34, 1, 32, 46, 12, 24, 23, 36, 15, 24, 12, 35, 22, 25, 21, 33, 32, 67, 43, 43, 33, 10, 12, 37, 28, 27]","['1', '2', '3', '7', '6', '4', '5', '17', '16', '14', '15', '29', '11', '12', '13', '22', '23', '21', '20', '24', '30', '18', '19', '25', '27', '26', '8', '9', '95', '91', '92']",USOpen_166,HEVC,SFR,288p,300
65,TNFF_HEVC_HFR_396p_900K_16,"[48, 1, 23, 36, 46, 6, 28, 14, 37, 56, 45, 33, 25, 22, 24, 23, 20, 34, 49, 45, 84, 38, 25, 51, 43, 43, 32, 48, 51, 45, 53]","['1', '2', '3', '7', '6', '4', '5', '17', '16', '14', '15', '29', '11', '12', '13', '22', '23', '21', '20', '24', '30', '18', '19', '25', '27', '26', '8', '9', '95', '91', '92']",TNFF_16,HEVC,HFR,396p,900
66,USOpen_AVC_SFR_396p_800K_166,"[30, 40, 71, 47, 20, 36, 9, 23, 58, 45, 50, 38, 8, 69, 34, 25, 40, 51, 17, 60, 36, 27, 42, 49, 49, 16, 34, 30, 60, 43]","['1', '2', '3', '7', '6', '4', '5', '17', '16', '14', '15', '29', '11', '12', '13', '22', '23', '21', '20', '24', '30', '18', '19', '25', '27', '26', '8', '9', '95', '91', '92']",USOpen_166,AVC,SFR,396p,800
67,EPLNight_AVC_SFR_396p_800K_0,"[24, 1, 24, 16, 37, 21, 50, 22, 51, 39, 44, 50, 26, 57, 62, 44, 32, 20, 32, 60, 43, 42, 27, 40, 52, 37, 29, 48, 44, 32, 42]","['1', '2', '3', '7', '6', '4', '5', '17', '16', '14', '15', '29', '11', '12', '13', '22', '23', '21', '20', '24', '30', '18', '19', '25', '27', '26', '8', '9', '95', '91', '92']",EPLNight_0,AVC,SFR,396p,800
68,TNFF_AVC_HFR_540p_1900K_16,"[38, 32, 32, 53, 53, 43, 27, 35, 76, 95, 43, 65, 67, 69, 54, 79, 57, 24, 58, 61, 23, 65, 73, 49, 49, 45, 43, 67, 83, 46, 72, 67]","['1', '2', '3', '7', '6', '4', '5', '17', '16', '14', '15', '29', '11', '12', '13', '22', '23', '21', '20', '24', '30', '18', '19', '25', '27', '26', '8', '9', '95', '91', '92']",TNFF_16,AVC,HFR,540p,1900
69,EPLDay_AVC_SFR_540p_1800K_0,"[42, 39, 44, 66, 48, 25, 49, 27, 32, 80, 59, 64, 65, 48, 49, 51, 54, 49, 61, 23, 71, 43, 45, 62, 42, 25, 75, 63, 55, 57]","['1', '2', '3', '7', '6', '4', '5', '17', '16', '14', '15', '29', '11', '12', '13', '22', '23', '21', '20', '24', '30', '18', '19', '25', '27', '26', '8', '9', '95', '91', '92']",EPLDay_0,AVC,SFR,540p,1800
70,Cricket1_HEVC_HFR_288p_300K_86,"[19, 1, 24, 10, 36, 21, 38, 7, 14, 36, 17, 40, 25, 13, 28, 25, 11, 22, 25, 5, 60, 24, 21, 25, 33, 1, 37, 20, 6, 9]","['1', '2', '3', '7', '6', '4', '5', '17', '16', '14', '15', '29', '11', '12', '13', '22', '23', '21', '20', '24', '30', '18', '19', '25', '27', '26', '8', '9', '95', '91', '92']",Cricket1_86,HEVC,HFR,288p,300
71,USOpen_HEVC_HFR_396p_900K_0,"[41, 51, 25, 49, 32, 38, 25, 46, 43, 46, 49, 48, 90, 45, 47, 35, 27, 45, 49, 15, 41, 44, 72, 47, 42, 29, 60, 31, 48, 56]","['1', '2', '3', '7', '6', '4', '5', '17', '16', '14', '15', '29', '11', '12', '13', '22', '23', '21', '20', '24', '30', '18', '19', '25', '27', '26', '8', '9', '95', '91', '92']",USOpen_0,HEVC,HFR,396p,900
72,TNFF_HEVC_HFR_396p_900K_144,"[35, 26, 48, 35, 6, 46, 1, 40, 39, 30, 50, 1, 19, 35, 62, 34, 21, 26, 25, 44, 34, 34, 40, 24, 27, 35, 48, 43, 46, 28]","['1', '2', '3', '7', '6', '4', '5', '17', '16', '14', '15', '29', '11', '12', '13', '22', '23', '21', '20', '24', '30', '18', '19', '25', '27', '26', '8', '9', '95', '91', '92']",TNFF_144,HEVC,HFR,396p,900
73,USOpen_AVC_SFR_540p_1800K_0,"[37, 52, 54, 34, 60, 38, 49, 46, 61, 59, 21, 66, 73, 61, 59, 46, 44, 55, 49, 69, 72, 37, 73, 55, 84, 50, 40, 73, 61, 51, 35]","['1', '2', '3', '7', '6', '4', '5', '17', '16', '14', '15', '29', '11', '12', '13', '22', '23', '21', '20', '24', '30', '18', '19', '25', '27', '26', '8', '9', '95', '91', '92']",USOpen_0,AVC,SFR,540p,1800
74,Cricket2_SRC_SRC_SRC_SRC_90,"[39, 80, 44, 71, 55, 32, 49, 72, 51, 85, 74, 100, 69, 89, 43, 74, 61, 96, 94, 74, 61, 98, 57, 68, 62, 60, 46, 49, 40, 92, 35]","['1', '2', '3', '7', '6', '4', '5', '17', '16', '14', '15', '29', '11', '12', '13', '22', '23', '21', '20', '24', '30', '18', '19', '25', '27', '26', '8', '9', '95', '91', '92']",Cricket2_90,SRC,SRC,SRC,100000
75,EPLDay_HEVC_SFR_396p_900K_8,"[38, 37, 25, 43, 15, 21, 28, 13, 55, 56, 51, 36, 44, 41, 29, 36, 22, 27, 23, 33, 27, 54, 35, 33, 26, 25, 66, 24, 37]","['1', '2', '3', '7', '6', '4', '5', '17', '16', '14', '15', '29', '11', '12', '13', '22', '23', '21', '20', '24', '30', '18', '19', '25', '27', '26', '8', '9', '95', '91', '92']",EPLDay_8,HEVC,SFR,396p,900
76,Cricket2_AVC_HFR_396p_600K_90,"[26, 1, 24, 21, 44, 3, 46, 39, 31, 55, 38, 33, 36, 21, 44, 22, 18, 12, 30, 38, 33, 62, 42, 43, 7, 26, 1, 26, 18, 45, 24]","['1', '2', '3', '7', '6', '4', '5', '17', '16', '14', '15', '29', '11', '12', '13', '22', '23', '21', '20', '24', '30', '18', '19', '25', '27', '26', '8', '9', '95', '91', '92']",Cricket2_90,AVC,HFR,396p,600
77,EPLNight_HEVC_SFR_540p_1100K_0,"[32, 48, 59, 76, 42, 26, 52, 33, 13, 61, 80, 50, 78, 60, 56, 55, 39, 57, 61, 35, 68, 65, 50, 44, 63, 39, 23, 71, 69, 49, 76]","['1', '2', '3', '7', '6', '4', '5', '17', '16', '14', '15', '29', '11', '12', '13', '22', '23', '21', '20', '24', '30', '18', '19', '25', '27', '26', '8', '9', '95', '91', '92']",EPLNight_0,HEVC,SFR,540p,1100
78,Cricket1_AVC_SFR_720p_2000K_86,"[51, 29, 57, 38, 22, 43, 23, 78, 93, 45, 97, 54, 55, 52, 29, 70, 72, 60, 56, 92, 61, 63, 48, 44, 26, 47, 38, 66, 53]","['1', '2', '3', '7', '6', '4', '5', '17', '16', '14', '15', '29', '11', '12', '13', '22', '23', '21', '20', '24', '30', '18', '19', '25', '27', '26', '8', '9', '95', '91', '92']",Cricket1_86,AVC,SFR,720p,2000
79,TNFF_AVC_HFR_396p_600K_16,"[30, 19, 58, 37, 5, 25, 13, 20, 66, 26, 38, 54, 37, 40, 56, 38, 12, 33, 37, 25, 41, 37, 27, 41, 51, 33, 26, 39, 24, 22, 35]","['1', '2', '3', '7', '6', '4', '5', '17', '16', '14', '15', '29', '11', '12', '13', '22', '23', '21', '20', '24', '30', '18', '19', '25', '27', '26', '8', '9', '95', '91', '92']",TNFF_16,AVC,HFR,396p,600
80,EPLDay_HEVC_SFR_540p_1100K_0,"[49, 29, 39, 37, 28, 40, 43, 57, 73, 43, 49, 42, 61, 42, 65, 47, 50, 64, 62, 69, 59, 49, 69, 61, 40, 38, 68, 47, 52, 46]","['1', '2', '3', '7', '6', '4', '5', '17', '16', '14', '15', '29', '11', '12', '13', '22', '23', '21', '20', '24', '30', '18', '19', '25', '27', '26', '8', '9', '95', '91', '92']",EPLDay_0,HEVC,SFR,540p,1100
81,EPLDay_HEVC_SFR_396p_600K_8,"[31, 31, 27, 40, 12, 32, 24, 47, 55, 49, 39, 36, 33, 16, 51, 27, 26, 44, 28, 25, 51, 32, 49, 35, 42, 26, 23, 30, 27, 29]","['1', '2', '3', '7', '6', '4', '5', '17', '16', '14', '15', '29', '11', '12', '13', '22', '23', '21', '20', '24', '30', '18', '19', '25', '27', '26', '8', '9', '95', '91', '92']",EPLDay_8,HEVC,SFR,396p,600
82,EPLDay_HEVC_HFR_540p_1100K_0,"[38, 33, 49, 48, 30, 27, 38, 29, 49, 57, 74, 43, 24, 69, 35, 37, 27, 74, 47, 32, 43, 66, 47, 43, 39, 24, 68, 34, 68, 55]","['1', '2', '3', '7', '6', '4', '5', '17', '16', '14', '15', '29', '11', '12', '13', '22', '23', '21', '20', '24', '30', '18', '19', '25', '27', '26', '8', '9', '95', '91', '92']",EPLDay_0,HEVC,HFR,540p,1100
83,Cricket1_AVC_SFR_540p_1800K_86,"[42, 37, 65, 54, 13, 47, 38, 26, 88, 47, 47, 81, 80, 57, 63, 55, 43, 51, 62, 81, 97, 42, 55, 51, 40, 15, 60, 58, 74, 43]","['1', '2', '3', '7', '6', '4', '5', '17', '16', '14', '15', '29', '11', '12', '13', '22', '23', '21', '20', '24', '30', '18', '19', '25', '27', '26', '8', '9', '95', '91', '92']",Cricket1_86,AVC,SFR,540p,1800
84,TNFNFL_HEVC_SFR_540p_1900K_0,"[50, 48, 36, 62, 51, 26, 29, 35, 36, 89, 54, 55, 85, 63, 46, 47, 37, 43, 73, 73, 73, 65, 54, 71, 50, 49, 60, 24, 60, 74, 40]","['1', '2', '3', '7', '6', '4', '5', '17', '16', '14', '15', '29', '11', '12', '13', '22', '23', '21', '20', '24', '30', '18', '19', '25', '27', '26', '8', '9', '95', '91', '92']",TNFNFL_0,HEVC,SFR,540p,1900
85,EPLDay_HEVC_SFR_720p_2200K_0,"[59, 52, 60, 59, 51, 56, 36, 79, 99, 74, 86, 86, 83, 86, 59, 74, 94, 52, 74, 92, 52, 100, 48, 85, 54, 70, 82, 60, 75, 84]","['1', '2', '3', '7', '6', '4', '5', '17', '16', '14', '15', '29', '11', '12', '13', '22', '23', '21', '20', '24', '30', '18', '19', '25', '27', '26', '8', '9', '95', '91', '92']",EPLDay_0,HEVC,SFR,720p,2200
86,USOpen_HEVC_HFR_720p_2200K_166,"[49, 75, 70, 65, 74, 63, 62, 36, 83, 98, 89, 75, 90, 66, 90, 73, 70, 78, 100, 78, 89, 41, 77, 76, 64, 92, 28, 77, 100, 80]","['1', '2', '3', '7', '6', '4', '5', '17', '16', '14', '15', '29', '11', '12', '13', '22', '23', '21', '20', '24', '30', '18', '19', '25', '27', '26', '8', '9', '95', '91', '92']",USOpen_166,HEVC,HFR,720p,2200
87,TNFF_AVC_SFR_540p_1200K_144,"[27, 51, 44, 58, 52, 28, 34, 5, 41, 72, 47, 55, 38, 5, 46, 27, 37, 21, 32, 49, 32, 59, 50, 34, 44, 48, 43, 43, 27, 41, 50, 54]","['1', '2', '3', '7', '6', '4', '5', '17', '16', '14', '15', '29', '11', '12', '13', '22', '23', '21', '20', '24', '30', '18', '19', '25', '27', '26', '8', '9', '95', '91', '92']",TNFF_144,AVC,SFR,540p,1200
88,USOpen_AVC_SFR_540p_1200K_0,"[30, 63, 41, 74, 50, 48, 35, 37, 64, 70, 84, 72, 75, 64, 57, 73, 44, 42, 41, 71, 49, 64, 44, 63, 58, 63, 25, 64, 37, 50, 38]","['1', '2', '3', '7', '6', '4', '5', '17', '16', '14', '15', '29', '11', '12', '13', '22', '23', '21', '20', '24', '30', '18', '19', '25', '27', '26', '8', '9', '95', '91', '92']",USOpen_0,AVC,SFR,540p,1200
89,Cricket1_HEVC_HFR_396p_900K_86,"[33, 1, 33, 30, 44, 28, 31, 1, 28, 38, 29, 40, 38, 32, 44, 43, 39, 38, 51, 36, 60, 39, 47, 3, 42, 25, 47, 19, 29, 20]","['1', '2', '3', '7', '6', '4', '5', '17', '16', '14', '15', '29', '11', '12', '13', '22', '23', '21', '20', '24', '30', '18', '19', '25', '27', '26', '8', '9', '95', '91', '92']",Cricket1_86,HEVC,HFR,396p,900
90,EPLDay_HEVC_HFR_540p_1100K_8,"[51, 48, 58, 42, 23, 49, 35, 67, 72, 47, 42, 43, 64, 50, 35, 42, 55, 50, 50, 70, 45, 80, 70, 37, 42, 46, 59, 68, 65, 58]","['1', '2', '3', '7', '6', '4', '5', '17', '16', '14', '15', '29', '11', '12', '13', '22', '23', '21', '20', '24', '30', '18', '19', '25', '27', '26', '8', '9', '95', '91', '92']",EPLDay_8,HEVC,HFR,540p,1100
91,TNFNFL_HEVC_SFR_288p_300K_0,"[14, 1, 3, 39, 13, 5, 29, 16, 10, 39, 1, 31, 1, 4, 17, 8, 12, 11, 24, 13, 17, 30, 6, 34, 6, 25, 19, 35, 23, 4, 6]","['1', '2', '3', '7', '6', '4', '5', '17', '16', '14', '15', '29', '11', '12', '13', '22', '23', '21', '20', '24', '30', '18', '19', '25', '27', '26', '8', '9', '95', '91', '92']",TNFNFL_0,HEVC,SFR,288p,300
92,TNFF_HEVC_SFR_396p_600K_16,"[32, 39, 42, 38, 20, 29, 48, 43, 65, 21, 41, 37, 52, 36, 17, 33, 26, 50, 17, 57, 41, 44, 45, 40, 36, 13, 49, 23, 39, 36]","['1', '2', '3', '7', '6', '4', '5', '17', '16', '14', '15', '29', '11', '12', '13', '22', '23', '21', '20', '24', '30', '18', '19', '25', '27', '26', '8', '9', '95', '91', '92']",TNFF_16,HEVC,SFR,396p,600
93,USOpen_AVC_SFR_720p_2000K_0,"[33, 66, 57, 61, 49, 62, 47, 37, 72, 100, 98, 32, 94, 83, 64, 53, 58, 73, 61, 84, 84, 61, 79, 47, 60, 48, 81, 42, 73, 73]","['1', '2', '3', '7', '6', '4', '5', '17', '16', '14', '15', '29', '11', '12', '13', '22', '23', '21', '20', '24', '30', '18', '19', '25', '27', '26', '8', '9', '95', '91', '92']",USOpen_0,AVC,SFR,720p,2000
94,Cricket2_HEVC_SFR_720p_2200K_90,"[40, 52, 54, 40, 44, 27, 37, 34, 88, 95, 65, 73, 48, 91, 68, 63, 52, 65, 75, 90, 58, 63, 47, 71, 28, 47, 51, 37, 61, 55, 66, 55]","['1', '2', '3', '7', '6', '4', '5', '17', '16', '14', '15', '29', '11', '12', '13', '22', '23', '21', '20', '24', '30', '18', '19', '25', '27', '26', '8', '9', '95', '91', '92']",Cricket2_90,HEVC,SFR,720p,2200
95,TNFNFL_HEVC_SFR_540p_1100K_0,"[35, 36, 57, 65, 10, 41, 28, 69, 73, 49, 41, 53, 58, 44, 54, 22, 43, 49, 67, 52, 36, 71, 49, 38, 37, 57, 39, 59, 38]","['1', '2', '3', '7', '6', '4', '5', '17', '16', '14', '15', '29', '11', '12', '13', '22', '23', '21', '20', '24', '30', '18', '19', '25', '27', '26', '8', '9', '95', '91', '92']",TNFNFL_0,HEVC,SFR,540p,1100
96,TNFF_HEVC_SFR_540p_1900K_16,"[54, 26, 46, 58, 59, 51, 56, 24, 68, 95, 78, 49, 95, 74, 54, 75, 59, 49, 58, 60, 94, 91, 49, 92, 74, 50, 62, 14, 83, 69, 65, 81]","['1', '2', '3', '7', '6', '4', '5', '17', '16', '14', '15', '29', '11', '12', '13', '22', '23', '21', '20', '24', '30', '18', '19', '25', '27', '26', '8', '9', '95', '91', '92']",TNFF_16,HEVC,SFR,540p,1900
97,EPLNight_HEVC_SFR_720p_2200K_0,"[47, 68, 81, 64, 41, 48, 49, 72, 79, 79, 71, 48, 84, 83, 63, 61, 73, 82, 100, 91, 81, 60, 80, 70, 64, 49, 68, 84, 78, 84, 71]","['1', '2', '3', '7', '6', '4', '5', '17', '16', '14', '15', '29', '11', '12', '13', '22', '23', '21', '20', '24', '30', '18', '19', '25', '27', '26', '8', '9', '95', '91', '92']",EPLNight_0,HEVC,SFR,720p,2200
98,Cricket2_AVC_HFR_720p_2200K_90,"[43, 64, 56, 53, 48, 27, 45, 45, 39, 70, 63, 66, 64, 62, 30, 51, 39, 61, 86, 63, 48, 93, 51, 55, 23, 44, 23, 75, 52, 61, 46]","['1', '2', '3', '7', '6', '4', '5', '17', '16', '14', '15', '29', '11', '12', '13', '22', '23', '21', '20', '24', '30', '18', '19', '25', '27', '26', '8', '9', '95', '91', '92']",Cricket2_90,AVC,HFR,720p,2200
99,Cricket1_HEVC_SFR_720p_2200K_86,"[52, 58, 44, 51, 30, 29, 60, 82, 92, 56, 85, 73, 60, 66, 56, 57, 62, 88, 72, 84, 66, 80, 95, 85, 28, 49, 30, 93, 41, 74, 55]","['1', '2', '3', '7', '6', '4', '5', '17', '16', '14', '15', '29', '11', '12', '13', '22', '23', '21', '20', '24', '30', '18', '19', '25', '27', '26', '8', '9', '95', '91', '92']",Cricket1_86,HEVC,SFR,720p,2200
100,USOpen_AVC_SFR_540p_1200K_166,"[31, 25, 57, 55, 55, 61, 70, 36, 46, 77, 72, 74, 70, 61, 46, 76, 25, 42, 44, 60, 74, 85, 52, 67, 46, 55, 44, 48, 34, 76, 61]","['1', '2', '3', '7', '6', '4', '5', '17', '16', '14', '15', '29', '11', '12', '13', '22', '23', '21', '20', '24', '30', '18', '19', '25', '27', '26', '8', '9', '95', '91', '92']",USOpen_166,AVC,SFR,540p,1200
101,Cricket2_HEVC_HFR_288p_300K_90,"[13, 1, 11, 1, 23, 1, 37, 8, 10, 55, 22, 39, 2, 26, 29, 6, 22, 18, 4, 27, 20, 39, 28, 16, 57, 27, 31, 4, 26, 26, 17, 28]","['1', '2', '3', '7', '6', '4', '5', '17', '16', '14', '15', '29', '11', '12', '13', '22', '23', '21', '20', '24', '30', '18', '19', '25', '27', '26', '8', '9', '95', '91', '92']",Cricket2_90,HEVC,HFR,288p,300
102,EPLDay_AVC_SFR_540p_1800K_8,"[49, 58, 52, 43, 4, 52, 40, 63, 72, 51, 50, 73, 72, 53, 51, 58, 50, 43, 85, 71, 93, 32, 55, 58, 43, 36, 63, 65, 71, 43]","['1', '2', '3', '7', '6', '4', '5', '17', '16', '14', '15', '29', '11', '12', '13', '22', '23', '21', '20', '24', '30', '18', '19', '25', '27', '26', '8', '9', '95', '91', '92']",EPLDay_8,AVC,SFR,540p,1800
103,TNFF_HEVC_SFR_540p_1900K_144,"[37, 47, 76, 55, 25, 51, 38, 81, 60, 52, 60, 71, 66, 73, 66, 75, 59, 46, 35, 59, 69, 66, 51, 69, 60, 72, 58, 59, 81, 68, 74, 81]","['1', '2', '3', '7', '6', '4', '5', '17', '16', '14', '15', '29', '11', '12', '13', '22', '23', '21', '20', '24', '30', '18', '19', '25', '27', '26', '8', '9', '95', '91', '92']",TNFF_144,HEVC,SFR,540p,1900
104,Cricket1_AVC_SFR_396p_400K_86,"[36, 3, 32, 53, 28, 14, 31, 28, 38, 50, 3, 48, 67, 31, 47, 30, 10, 34, 26, 27, 12, 34, 47, 6, 32, 48, 39, 20, 47, 36]","['1', '2', '3', '7', '6', '4', '5', '17', '16', '14', '15', '29', '11', '12', '13', '22', '23', '21', '20', '24', '30', '18', '19', '25', '27', '26', '8', '9', '95', '91', '92']",Cricket1_86,AVC,SFR,396p,400
105,USOpen_HEVC_SFR_396p_900K_0,"[38, 28, 29, 29, 17, 39, 16, 40, 66, 44, 30, 43, 78, 46, 72, 26, 31, 42, 61, 70, 39, 46, 52, 73, 36, 44, 50, 48, 48, 49, 38]","['1', '2', '3', '7', '6', '4', '5', '17', '16', '14', '15', '29', '11', '12', '13', '22', '23', '21', '20', '24', '30', '18', '19', '25', '27', '26', '8', '9', '95', '91', '92']",USOpen_0,HEVC,SFR,396p,900
106,EPLNight_AVC_SFR_396p_400K_0,"[25, 1, 25, 48, 37, 25, 29, 41, 25, 47, 43, 49, 1, 39, 35, 2, 25, 27, 37, 35, 27, 32, 25, 55, 42, 19, 8, 49, 35, 37, 26]","['1', '2', '3', '7', '6', '4', '5', '17', '16', '14', '15', '29', '11', '12', '13', '22', '23', '21', '20', '24', '30', '18', '19', '25', '27', '26', '8', '9', '95', '91', '92']",EPLNight_0,AVC,SFR,396p,400
107,Cricket1_HEVC_SFR_396p_900K_86,"[43, 33, 61, 51, 45, 29, 26, 50, 58, 52, 49, 28, 23, 42, 25, 45, 46, 51, 51, 58, 36, 56, 13, 39, 18, 27, 46, 47, 45]","['1', '2', '3', '7', '6', '4', '5', '17', '16', '14', '15', '29', '11', '12', '13', '22', '23', '21', '20', '24', '30', '18', '19', '25', '27', '26', '8', '9', '95', '91', '92']",Cricket1_86,HEVC,SFR,396p,900
108,EPLNight_AVC_SFR_540p_1800K_0,"[37, 54, 69, 45, 38, 48, 25, 81, 75, 85, 58, 39, 44, 37, 61, 36, 67, 54, 59, 34, 69, 42, 43, 65, 49, 43, 57, 75, 69, 76]","['1', '2', '3', '7', '6', '4', '5', '17', '16', '14', '15', '29', '11', '12', '13', '22', '23', '21', '20', '24', '30', '18', '19', '25', '27', '26', '8', '9', '95', '91', '92']",EPLNight_0,AVC,SFR,540p,1800
109,USOpen_HEVC_SFR_540p_1100K_0,"[42, 65, 44, 35, 44, 52, 44, 37, 42, 77, 77, 50, 75, 80, 42, 71, 44, 46, 59, 72, 36, 73, 42, 61, 80, 54, 60, 73, 33, 70, 37]","['1', '2', '3', '7', '6', '4', '5', '17', '16', '14', '15', '29', '11', '12', '13', '22', '23', '21', '20', '24', '30', '18', '19', '25', '27', '26', '8', '9', '95', '91', '92']",USOpen_0,HEVC,SFR,540p,1100
110,TNFF_AVC_HFR_396p_600K_144,"[11, 7, 35, 23, 2, 33, 28, 4, 43, 15, 27, 1, 16, 27, 23, 14, 17, 1, 5, 1, 26, 1, 36, 22, 37, 20, 14, 1, 17, 24]","['1', '2', '3', '7', '6', '4', '5', '17', '16', '14', '15', '29', '11', '12', '13', '22', '23', '21', '20', '24', '30', '18', '19', '25', '27', '26', '8', '9', '95', '91', '92']",TNFF_144,AVC,HFR,396p,600
111,EPLNight_AVC_HFR_396p_900K_0,"[27, 10, 36, 32, 46, 3, 8, 30, 37, 41, 60, 50, 15, 46, 46, 42, 30, 25, 74, 46, 36, 31, 61, 52, 27, 38, 39, 60, 46, 28, 75]","['1', '2', '3', '7', '6', '4', '5', '17', '16', '14', '15', '29', '11', '12', '13', '22', '23', '21', '20', '24', '30', '18', '19', '25', '27', '26', '8', '9', '95', '91', '92']",EPLNight_0,AVC,HFR,396p,900
112,TNFNFL_HEVC_HFR_720p_2200K_0,"[41, 18, 62, 80, 26, 66, 27, 46, 67, 87, 79, 73, 52, 69, 35, 37, 48, 49, 72, 80, 70, 85, 73, 59, 46, 63, 72, 62, 76, 46]","['1', '2', '3', '7', '6', '4', '5', '17', '16', '14', '15', '29', '11', '12', '13', '22', '23', '21', '20', '24', '30', '18', '19', '25', '27', '26', '8', '9', '95', '91', '92']",TNFNFL_0,HEVC,HFR,720p,2200
113,TNFF_AVC_SFR_720p_2000K_144,"[44, 63, 72, 47, 27, 45, 26, 63, 71, 46, 51, 63, 66, 56, 94, 41, 22, 40, 61, 95, 65, 35, 73, 65, 62, 47, 60, 70, 78, 70, 89]","['1', '2', '3', '7', '6', '4', '5', '17', '16', '14', '15', '29', '11', '12', '13', '22', '23', '21', '20', '24', '30', '18', '19', '25', '27', '26', '8', '9', '95', '91', '92']",TNFF_144,AVC,SFR,720p,2000
114,EPLNight_HEVC_HFR_540p_1900K_0,"[48, 50, 54, 73, 74, 26, 43, 38, 56, 74, 92, 66, 35, 51, 55, 51, 30, 53, 50, 62, 84, 65, 39, 74, 71, 48, 55, 47, 72, 71, 79, 81]","['1', '2', '3', '7', '6', '4', '5', '17', '16', '14', '15', '29', '11', '12', '13', '22', '23', '21', '20', '24', '30', '18', '19', '25', '27', '26', '8', '9', '95', '91', '92']",EPLNight_0,HEVC,HFR,540p,1900
115,EPLDay_HEVC_SFR_540p_1900K_8,"[73, 59, 81, 69, 61, 62, 42, 84, 80, 83, 62, 68, 90, 85, 72, 75, 63, 71, 72, 99, 86, 71, 72, 62, 55, 89, 100, 69, 76, 64]","['1', '2', '3', '7', '6', '4', '5', '17', '16', '14', '15', '29', '11', '12', '13', '22', '23', '21', '20', '24', '30', '18', '19', '25', '27', '26', '8', '9', '95', '91', '92']",EPLDay_8,HEVC,SFR,540p,1900
116,EPLNight_HEVC_HFR_396p_900K_0,"[33, 56, 59, 46, 33, 24, 12, 49, 59, 60, 50, 33, 62, 33, 27, 16, 33, 22, 49, 27, 42, 39, 46, 52, 41, 38, 39, 50, 46, 62]","['1', '2', '3', '7', '6', '4', '5', '17', '16', '14', '15', '29', '11', '12', '13', '22', '23', '21', '20', '24', '30', '18', '19', '25', '27', '26', '8', '9', '95', '91', '92']",EPLNight_0,HEVC,HFR,396p,900
117,TNFF_HEVC_SFR_720p_2200K_16,"[44, 43, 78, 74, 51, 25, 45, 49, 90, 81, 40, 86, 60, 98, 78, 29, 76, 73, 44, 77, 59, 100, 70, 70, 44, 71, 81, 70, 89, 87]","['1', '2', '3', '7', '6', '4', '5', '17', '16', '14', '15', '29', '11', '12', '13', '22', '23', '21', '20', '24', '30', '18', '19', '25', '27', '26', '8', '9', '95', '91', '92']",TNFF_16,HEVC,SFR,720p,2200
