,video,mos,content,codec,fr,res,bitrate
255,TNFNFL_AVC_SFR_540p_1200K_0,46.65608460010045,TNFNFL_0,AVC,SFR,540p,1200
256,EPLDay_AVC_HFR_540p_1900K_8,51.352421062242044,EPLDay_8,AVC,HFR,540p,1900
257,Cricket1_AVC_HFR_720p_2200K_86,51.858348520103796,Cricket1_86,AVC,HFR,720p,2200
258,EPLNight_SRC_SRC_SRC_SRC_0,52.77880356206896,EPLNight_0,SRC,SRC,SRC,100000
259,USOpen_HEVC_SFR_540p_1100K_166,55.35178544217993,USOpen_166,HEVC,SFR,540p,1100
260,EPLDay_HEVC_SFR_720p_2200K_8,47.40031094311116,EPLDay_8,HEVC,SFR,720p,2200
261,TNFF_HEVC_HFR_396p_900K_144,50.12525156156557,TNFF_144,HEVC,HFR,396p,900
262,Cricket1_HEVC_HFR_720p_2200K_86,48.315614236281775,Cricket1_86,HEVC,HFR,720p,2200
263,TNFF_AVC_HFR_540p_1900K_16,50.85052686497682,TNFF_16,AVC,HFR,540p,1900
264,TNFF_AVC_SFR_540p_1200K_144,51.75755933915226,TNFF_144,AVC,SFR,540p,1200
265,TNFNFL_HEVC_HFR_396p_600K_0,44.48581499606917,TNFNFL_0,HEVC,HFR,396p,600
266,EPLDay_HEVC_HFR_540p_1100K_8,54.738660427038226,EPLDay_8,HEVC,HFR,540p,1100
267,Cricket1_AVC_SFR_396p_800K_86,44.864481753034084,Cricket1_86,AVC,SFR,396p,800
268,USOpen_AVC_HFR_396p_600K_0,45.07116086134398,USOpen_0,AVC,HFR,396p,600
269,EPLDay_HEVC_SFR_288p_300K_0,45.095717046865246,EPLDay_0,HEVC,SFR,288p,300
270,TNFF_HEVC_HFR_720p_2200K_144,49.14695669399548,TNFF_144,HEVC,HFR,720p,2200
271,USOpen_AVC_HFR_540p_1300K_0,49.52366685343713,USOpen_0,AVC,HFR,540p,1300
272,TNFF_AVC_SFR_396p_800K_16,52.03839918864593,TNFF_16,AVC,SFR,396p,800
273,USOpen_AVC_SFR_288p_200K_0,44.67213914876588,USOpen_0,AVC,SFR,288p,200
274,EPLDay_AVC_SFR_540p_1800K_8,45.33018982801064,EPLDay_8,AVC,SFR,540p,1800
275,TNFNFL_AVC_SFR_396p_400K_0,50.073176644365546,TNFNFL_0,AVC,SFR,396p,400
276,EPLNight_AVC_SFR_720p_2000K_0,54.9892221724138,EPLNight_0,AVC,SFR,720p,2000
277,TNFNFL_AVC_HFR_540p_1900K_0,49.29923635343713,TNFNFL_0,AVC,HFR,540p,1900
278,EPLNight_AVC_SFR_288p_200K_0,45.24329111172561,EPLNight_0,AVC,SFR,288p,200
279,TNFF_AVC_HFR_396p_600K_16,54.121667446499075,TNFF_16,AVC,HFR,396p,600
280,Cricket2_HEVC_HFR_540p_1100K_90,48.91464724137931,Cricket2_90,HEVC,HFR,540p,1100
281,USOpen_HEVC_SFR_396p_600K_0,48.807872028193714,USOpen_0,HEVC,SFR,396p,600
282,TNFF_HEVC_HFR_288p_300K_16,40.75250017241379,TNFF_16,HEVC,HFR,288p,300
283,Cricket2_AVC_HFR_720p_2200K_90,51.483766900453375,Cricket2_90,AVC,HFR,720p,2200
284,USOpen_AVC_SFR_720p_2000K_166,54.57253208047731,USOpen_166,AVC,SFR,720p,2000
285,TNFF_AVC_HFR_720p_2200K_16,53.680705425383564,TNFF_16,AVC,HFR,720p,2200
286,EPLDay_HEVC_HFR_396p_900K_0,50.41582916433775,EPLDay_0,HEVC,HFR,396p,900
287,TNFF_AVC_SFR_288p_200K_144,48.4359016121983,TNFF_144,AVC,SFR,288p,200
288,Cricket1_AVC_HFR_288p_300K_86,45.9252679201239,Cricket1_86,AVC,HFR,288p,300
289,TNFF_AVC_SFR_396p_800K_144,45.568072829466594,TNFF_144,AVC,SFR,396p,800
290,EPLDay_HEVC_SFR_540p_1900K_8,48.96858071252,EPLDay_8,HEVC,SFR,540p,1900
291,Cricket2_AVC_SFR_396p_400K_90,46.53246872413794,Cricket2_90,AVC,SFR,396p,400
292,TNFNFL_AVC_SFR_288p_200K_0,49.27783748677045,TNFNFL_0,AVC,SFR,288p,200
293,Cricket2_HEVC_SFR_540p_1900K_90,49.88943353555522,Cricket2_90,HEVC,SFR,540p,1900
294,USOpen_AVC_HFR_540p_1300K_166,48.050935165814586,USOpen_166,AVC,HFR,540p,1300
295,EPLDay_HEVC_SFR_396p_600K_8,45.81704947918667,EPLDay_8,HEVC,SFR,396p,600
296,USOpen_AVC_SFR_396p_400K_166,49.09644743146376,USOpen_166,AVC,SFR,396p,400
297,Cricket1_HEVC_HFR_396p_900K_86,42.49305165343714,Cricket1_86,HEVC,HFR,396p,900
298,TNFF_AVC_HFR_540p_1300K_144,50.90599691897599,TNFF_144,AVC,HFR,540p,1300
299,EPLDay_HEVC_SFR_540p_1900K_0,53.821530971126975,EPLDay_0,HEVC,SFR,540p,1900
300,EPLNight_HEVC_HFR_540p_1900K_0,47.42770972649551,EPLNight_0,HEVC,HFR,540p,1900
301,Cricket2_HEVC_SFR_396p_900K_90,53.50084326895779,Cricket2_90,HEVC,SFR,396p,900
302,EPLNight_HEVC_HFR_720p_2200K_0,52.79153017241379,EPLNight_0,HEVC,HFR,720p,2200
303,Cricket2_AVC_SFR_540p_1800K_90,51.6508413616783,Cricket2_90,AVC,SFR,540p,1800
304,TNFF_AVC_SFR_540p_1200K_16,52.77392156828384,TNFF_16,AVC,SFR,540p,1200
305,TNFNFL_HEVC_SFR_396p_900K_0,47.18141958953245,TNFNFL_0,HEVC,SFR,396p,900
306,EPLDay_HEVC_HFR_396p_600K_0,50.588662004159694,EPLDay_0,HEVC,HFR,396p,600
307,USOpen_HEVC_SFR_720p_2200K_0,51.76253212068966,USOpen_0,HEVC,SFR,720p,2200
308,TNFF_AVC_HFR_396p_600K_144,44.133853980786135,TNFF_144,AVC,HFR,396p,600
309,TNFNFL_HEVC_HFR_720p_2200K_0,48.26751662008785,TNFNFL_0,HEVC,HFR,720p,2200
310,TNFF_AVC_HFR_540p_1300K_16,50.88188236235673,TNFF_16,AVC,HFR,540p,1300
311,USOpen_AVC_HFR_540p_1900K_0,52.45616853483616,USOpen_0,AVC,HFR,540p,1900
312,EPLNight_HEVC_HFR_288p_300K_0,52.49767461411946,EPLNight_0,HEVC,HFR,288p,300
313,EPLDay_HEVC_HFR_720p_2200K_8,49.36198193056546,EPLDay_8,HEVC,HFR,720p,2200
314,USOpen_AVC_SFR_540p_1200K_166,49.15768616436135,USOpen_166,AVC,SFR,540p,1200
315,Cricket1_SRC_SRC_SRC_SRC_86,54.13332550751849,Cricket1_86,SRC,SRC,SRC,100000
316,TNFF_AVC_SFR_396p_400K_16,44.16509002610369,TNFF_16,AVC,SFR,396p,400
317,Cricket2_HEVC_SFR_288p_300K_90,47.618247979303305,Cricket2_90,HEVC,SFR,288p,300
318,USOpen_AVC_HFR_720p_2200K_0,48.78269691411947,USOpen_0,AVC,HFR,720p,2200
319,EPLNight_AVC_SFR_540p_1200K_0,51.26555460367576,EPLNight_0,AVC,SFR,540p,1200
320,USOpen_HEVC_HFR_288p_300K_0,46.399142235407176,USOpen_0,HEVC,HFR,288p,300
321,EPLNight_HEVC_SFR_720p_2200K_0,55.44865671559618,EPLNight_0,HEVC,SFR,720p,2200
322,EPLDay_HEVC_HFR_288p_300K_0,47.98100658147069,EPLDay_0,HEVC,HFR,288p,300
323,TNFF_HEVC_SFR_720p_2200K_144,50.54816228677045,TNFF_144,HEVC,SFR,720p,2200
324,USOpen_HEVC_HFR_540p_1100K_0,54.92006905851643,USOpen_0,HEVC,HFR,540p,1100
325,TNFNFL_AVC_HFR_396p_600K_0,47.33844651446607,TNFNFL_0,AVC,HFR,396p,600
326,TNFF_HEVC_HFR_288p_300K_144,46.78459581353478,TNFF_144,HEVC,HFR,288p,300
327,TNFF_AVC_HFR_288p_300K_16,48.59262435618869,TNFF_16,AVC,HFR,288p,300
328,TNFF_HEVC_HFR_540p_1100K_144,52.961409425118546,TNFF_144,HEVC,HFR,540p,1100
329,EPLNight_AVC_HFR_540p_1300K_0,48.205623659873886,EPLNight_0,AVC,HFR,540p,1300
330,TNFF_HEVC_SFR_396p_600K_144,45.89067519880015,TNFF_144,HEVC,SFR,396p,600
331,USOpen_HEVC_SFR_540p_1900K_166,55.66180570324445,USOpen_166,HEVC,SFR,540p,1900
332,TNFF_AVC_HFR_396p_900K_144,48.66385094210223,TNFF_144,AVC,HFR,396p,900
333,TNFF_AVC_SFR_288p_200K_16,42.70967924137931,TNFF_16,AVC,SFR,288p,200
334,USOpen_HEVC_SFR_396p_900K_166,47.94888888725404,USOpen_166,HEVC,SFR,396p,900
335,USOpen_AVC_SFR_396p_800K_0,48.74718182203527,USOpen_0,AVC,SFR,396p,800
336,EPLDay_HEVC_HFR_720p_2200K_0,54.81344589655173,EPLDay_0,HEVC,HFR,720p,2200
337,Cricket1_HEVC_HFR_540p_1100K_86,53.144760496252516,Cricket1_86,HEVC,HFR,540p,1100
338,USOpen_HEVC_SFR_396p_900K_0,48.12251141919305,USOpen_0,HEVC,SFR,396p,900
339,TNFF_AVC_SFR_540p_1800K_144,49.166951261565565,TNFF_144,AVC,SFR,540p,1800
340,USOpen_AVC_SFR_396p_400K_0,49.30453711608191,USOpen_0,AVC,SFR,396p,400
341,TNFF_AVC_SFR_396p_400K_144,47.944397331200875,TNFF_144,AVC,SFR,396p,400
342,USOpen_AVC_SFR_720p_2000K_0,49.79519768677047,USOpen_0,AVC,SFR,720p,2000
343,EPLDay_HEVC_SFR_720p_2200K_0,53.82763677099864,EPLDay_0,HEVC,SFR,720p,2200
344,USOpen_AVC_HFR_288p_300K_0,52.67377599455871,USOpen_0,AVC,HFR,288p,300
345,EPLDay_HEVC_SFR_288p_300K_8,43.76825214540625,EPLDay_8,HEVC,SFR,288p,300
346,Cricket2_AVC_SFR_540p_1200K_90,48.11437314644471,Cricket2_90,AVC,SFR,540p,1200
347,EPLDay_SRC_SRC_SRC_SRC_0,54.36409160253972,EPLDay_0,SRC,SRC,SRC,100000
348,Cricket1_HEVC_SFR_540p_1100K_86,50.10990401364661,Cricket1_86,HEVC,SFR,540p,1100
349,EPLNight_HEVC_HFR_396p_600K_0,49.80599493926648,EPLNight_0,HEVC,HFR,396p,600
350,Cricket2_HEVC_SFR_720p_2200K_90,56.118471690547146,Cricket2_90,HEVC,SFR,720p,2200
351,USOpen_SRC_SRC_SRC_SRC_166,54.144829445721555,USOpen_166,SRC,SRC,SRC,100000
352,Cricket2_AVC_SFR_396p_800K_90,53.05987194692296,Cricket2_90,AVC,SFR,396p,800
353,USOpen_HEVC_HFR_720p_2200K_166,52.06501745343713,USOpen_166,HEVC,HFR,720p,2200
354,Cricket1_AVC_SFR_288p_200K_86,49.96881862691697,Cricket1_86,AVC,SFR,288p,200
355,USOpen_SRC_SRC_SRC_SRC_0,53.25841932467991,USOpen_0,SRC,SRC,SRC,100000
356,Cricket2_HEVC_HFR_288p_300K_90,44.95496079232701,Cricket2_90,HEVC,HFR,288p,300
357,TNFF_HEVC_HFR_396p_900K_16,48.00366921681426,TNFF_16,HEVC,HFR,396p,900
358,EPLDay_HEVC_HFR_540p_1900K_0,49.818518442425486,EPLDay_0,HEVC,HFR,540p,1900
359,TNFF_AVC_HFR_720p_2200K_144,51.428118724137946,TNFF_144,AVC,HFR,720p,2200
360,Cricket2_AVC_SFR_720p_2000K_90,55.31578231034483,Cricket2_90,AVC,SFR,720p,2000
361,Cricket1_HEVC_SFR_720p_2200K_86,50.88684184047724,Cricket1_86,HEVC,SFR,720p,2200
362,USOpen_HEVC_SFR_540p_1100K_0,52.55193323900826,USOpen_0,HEVC,SFR,540p,1100
363,EPLDay_HEVC_SFR_396p_900K_8,47.4569654137931,EPLDay_8,HEVC,SFR,396p,900
364,EPLNight_HEVC_HFR_396p_900K_0,50.18778546257833,EPLNight_0,HEVC,HFR,396p,900
365,USOpen_HEVC_SFR_288p_300K_166,46.27617252811786,USOpen_166,HEVC,SFR,288p,300
366,EPLNight_HEVC_SFR_396p_900K_0,53.577451719612355,EPLNight_0,HEVC,SFR,396p,900
367,TNFF_HEVC_HFR_720p_2200K_16,54.54018563766531,TNFF_16,HEVC,HFR,720p,2200
368,Cricket1_AVC_SFR_396p_400K_86,48.173715945018,Cricket1_86,AVC,SFR,396p,400
369,Cricket2_HEVC_SFR_540p_1100K_90,54.384382361733714,Cricket2_90,HEVC,SFR,540p,1100
370,TNFF_HEVC_SFR_720p_2200K_16,48.83472400433197,TNFF_16,HEVC,SFR,720p,2200
371,EPLDay_HEVC_HFR_396p_600K_8,47.087041976287715,EPLDay_8,HEVC,HFR,396p,600
372,USOpen_AVC_SFR_540p_1200K_0,52.71518086986862,USOpen_0,AVC,SFR,540p,1200
373,EPLNight_AVC_HFR_720p_2200K_0,56.55180725460661,EPLNight_0,AVC,HFR,720p,2200
374,TNFNFL_AVC_SFR_540p_1800K_0,49.21483108677046,TNFNFL_0,AVC,SFR,540p,1800
375,USOpen_AVC_HFR_540p_1900K_166,52.106823175479846,USOpen_166,AVC,HFR,540p,1900
376,EPLDay_HEVC_SFR_396p_900K_0,42.799193820932274,EPLDay_0,HEVC,SFR,396p,900
377,TNFNFL_HEVC_HFR_396p_900K_0,50.66981245850346,TNFNFL_0,HEVC,HFR,396p,900
378,USOpen_AVC_HFR_720p_2200K_166,51.054391941750524,USOpen_166,AVC,HFR,720p,2200
379,Cricket1_HEVC_SFR_540p_1900K_86,52.6124411819531,Cricket1_86,HEVC,SFR,540p,1900
380,EPLDay_AVC_HFR_540p_1300K_0,53.06450988680568,EPLDay_0,AVC,HFR,540p,1300
381,USOpen_HEVC_SFR_720p_2200K_166,51.25965186206896,USOpen_166,HEVC,SFR,720p,2200
382,EPLDay_HEVC_SFR_540p_1100K_0,51.015733977612136,EPLDay_0,HEVC,SFR,540p,1100
383,USOpen_AVC_SFR_288p_200K_166,47.43360358620689,USOpen_166,AVC,SFR,288p,200
384,TNFF_AVC_HFR_396p_900K_16,50.50665365067875,TNFF_16,AVC,HFR,396p,900
385,Cricket2_AVC_HFR_288p_300K_90,48.74137276754159,Cricket2_90,AVC,HFR,288p,300
386,USOpen_HEVC_HFR_396p_900K_0,52.945591578963125,USOpen_0,HEVC,HFR,396p,900
387,USOpen_HEVC_HFR_396p_900K_166,47.285569611098985,USOpen_166,HEVC,HFR,396p,900
388,TNFF_HEVC_SFR_540p_1900K_144,48.00273632205415,TNFF_144,HEVC,SFR,540p,1900
389,TNFF_HEVC_SFR_396p_900K_144,51.76553603191481,TNFF_144,HEVC,SFR,396p,900
390,Cricket1_AVC_HFR_396p_900K_86,49.42514335343713,Cricket1_86,AVC,HFR,396p,900
391,USOpen_HEVC_HFR_396p_600K_0,50.069018412985216,USOpen_0,HEVC,HFR,396p,600
392,EPLDay_AVC_SFR_540p_1200K_8,52.39586862432944,EPLDay_8,AVC,SFR,540p,1200
393,TNFF_HEVC_SFR_288p_300K_144,43.681652586206894,TNFF_144,HEVC,SFR,288p,300
394,TNFNFL_HEVC_HFR_288p_300K_0,50.09391174320721,TNFNFL_0,HEVC,HFR,288p,300
395,EPLNight_HEVC_SFR_540p_1100K_0,52.72599497350361,EPLNight_0,HEVC,SFR,540p,1100
396,TNFF_HEVC_HFR_540p_1100K_16,49.45993591726463,TNFF_16,HEVC,HFR,540p,1100
397,EPLNight_HEVC_SFR_396p_600K_0,46.956549086770465,EPLNight_0,HEVC,SFR,396p,600
398,TNFF_HEVC_HFR_540p_1900K_144,55.47150354068579,TNFF_144,HEVC,HFR,540p,1900
399,USOpen_AVC_SFR_396p_800K_166,50.251582564337745,USOpen_166,AVC,SFR,396p,800
400,TNFF_SRC_SRC_SRC_SRC_144,51.87234781169489,TNFF_144,SRC,SRC,SRC,100000
401,USOpen_AVC_HFR_396p_900K_166,41.10423503448277,USOpen_166,AVC,HFR,396p,900
402,USOpen_HEVC_SFR_396p_600K_166,51.94933505343713,USOpen_166,HEVC,SFR,396p,600
403,Cricket1_AVC_HFR_540p_1300K_86,56.22062520785011,Cricket1_86,AVC,HFR,540p,1300
404,Cricket2_HEVC_HFR_396p_900K_90,52.609610417264655,Cricket2_90,HEVC,HFR,396p,900
405,TNFF_HEVC_SFR_540p_1900K_16,59.04921532816148,TNFF_16,HEVC,SFR,540p,1900
406,Cricket2_AVC_HFR_540p_1300K_90,49.69772912838809,Cricket2_90,AVC,HFR,540p,1300
407,Cricket2_AVC_HFR_396p_600K_90,46.00980841345111,Cricket2_90,AVC,HFR,396p,600
408,USOpen_HEVC_HFR_720p_2200K_0,51.897786482758626,USOpen_0,HEVC,HFR,720p,2200
409,USOpen_HEVC_HFR_540p_1100K_166,50.05316874428841,USOpen_166,HEVC,HFR,540p,1100
410,Cricket1_AVC_HFR_396p_600K_86,46.057034613173755,Cricket1_86,AVC,HFR,396p,600
411,USOpen_AVC_HFR_396p_600K_166,51.592241827456846,USOpen_166,AVC,HFR,396p,600
412,Cricket2_HEVC_SFR_396p_600K_90,51.530741082279505,Cricket2_90,HEVC,SFR,396p,600
413,EPLDay_HEVC_SFR_396p_600K_0,47.55037557224204,EPLDay_0,HEVC,SFR,396p,600
414,USOpen_HEVC_HFR_288p_300K_166,54.91409924109083,USOpen_166,HEVC,HFR,288p,300
415,TNFF_AVC_SFR_720p_2000K_144,49.52650599775343,TNFF_144,AVC,SFR,720p,2000
416,TNFNFL_HEVC_SFR_540p_1900K_0,53.276915562155466,TNFNFL_0,HEVC,SFR,540p,1900
417,Cricket2_HEVC_HFR_396p_600K_90,47.118027762246356,Cricket2_90,HEVC,HFR,396p,600
418,EPLNight_AVC_HFR_396p_600K_0,53.36038362989333,EPLNight_0,AVC,HFR,396p,600
419,Cricket1_AVC_SFR_720p_2000K_86,52.39835006896551,Cricket1_86,AVC,SFR,720p,2000
420,TNFF_HEVC_SFR_396p_900K_16,52.17487279320722,TNFF_16,HEVC,SFR,396p,900
421,EPLNight_AVC_SFR_540p_1800K_0,50.92317984484448,EPLNight_0,AVC,SFR,540p,1800
422,EPLDay_SRC_SRC_SRC_SRC_8,56.10267391852309,EPLDay_8,SRC,SRC,SRC,100000
423,TNFF_HEVC_HFR_396p_600K_16,48.19985274390937,TNFF_16,HEVC,HFR,396p,600
424,USOpen_AVC_HFR_288p_300K_166,40.413705528203906,USOpen_166,AVC,HFR,288p,300
425,Cricket2_SRC_SRC_SRC_SRC_90,45.83750430911883,Cricket2_90,SRC,SRC,SRC,100000
426,USOpen_HEVC_HFR_540p_1900K_166,51.78616197991042,USOpen_166,HEVC,HFR,540p,1900
427,TNFF_AVC_SFR_720p_2000K_16,46.91442213357401,TNFF_16,AVC,SFR,720p,2000
428,USOpen_HEVC_SFR_288p_300K_0,46.76399558620689,USOpen_0,HEVC,SFR,288p,300
429,TNFF_HEVC_HFR_540p_1900K_16,45.17945433248195,TNFF_16,HEVC,HFR,540p,1900
430,TNFNFL_AVC_HFR_540p_1300K_0,48.30029959235042,TNFNFL_0,AVC,HFR,540p,1300
431,USOpen_AVC_SFR_540p_1800K_166,45.13226685181503,USOpen_166,AVC,SFR,540p,1800
432,TNFNFL_HEVC_HFR_540p_1100K_0,48.89038759573418,TNFNFL_0,HEVC,HFR,540p,1100
433,TNFF_HEVC_SFR_288p_300K_16,47.014622674017474,TNFF_16,HEVC,SFR,288p,300
434,EPLDay_AVC_SFR_540p_1200K_0,44.63583027586206,EPLDay_0,AVC,SFR,540p,1200
435,Cricket1_HEVC_SFR_396p_600K_86,49.52259966357455,Cricket1_86,HEVC,SFR,396p,600
436,EPLNight_HEVC_HFR_540p_1100K_0,51.49817015343713,EPLNight_0,HEVC,HFR,540p,1100
437,TNFNFL_HEVC_SFR_288p_300K_0,50.68681226924248,TNFNFL_0,HEVC,SFR,288p,300
438,Cricket2_HEVC_HFR_720p_2200K_90,52.23800670798412,Cricket2_90,HEVC,HFR,720p,2200
439,TNFNFL_SRC_SRC_SRC_SRC_0,53.80669480417666,TNFNFL_0,SRC,SRC,SRC,100000
440,Cricket1_AVC_SFR_540p_1200K_86,52.01169453571428,Cricket1_86,AVC,SFR,540p,1200
441,TNFNFL_HEVC_SFR_540p_1100K_0,51.52279303448275,TNFNFL_0,HEVC,SFR,540p,1100
442,TNFNFL_HEVC_HFR_540p_1900K_0,52.82172004529352,TNFNFL_0,HEVC,HFR,540p,1900
443,EPLNight_AVC_HFR_288p_300K_0,45.1628774270649,EPLNight_0,AVC,HFR,288p,300
444,EPLDay_HEVC_HFR_540p_1100K_0,52.90479105611357,EPLDay_0,HEVC,HFR,540p,1100
445,Cricket1_HEVC_HFR_540p_1900K_86,50.080517836688074,Cricket1_86,HEVC,HFR,540p,1900
446,TNFNFL_AVC_HFR_396p_900K_0,43.13779003311929,TNFNFL_0,AVC,HFR,396p,900
447,TNFF_HEVC_SFR_396p_600K_16,48.070694096561326,TNFF_16,HEVC,SFR,396p,600
448,TNFF_AVC_HFR_540p_1900K_144,52.77608236979544,TNFF_144,AVC,HFR,540p,1900
449,TNFF_AVC_SFR_540p_1800K_16,53.16885657794902,TNFF_16,AVC,SFR,540p,1800
450,EPLDay_HEVC_HFR_540p_1900K_8,49.532591644502254,EPLDay_8,HEVC,HFR,540p,1900
451,USOpen_HEVC_HFR_540p_1900K_0,52.11924599625253,USOpen_0,HEVC,HFR,540p,1900
452,TNFF_HEVC_HFR_396p_600K_144,50.181817950111714,TNFF_144,HEVC,HFR,396p,600
453,EPLDay_HEVC_SFR_540p_1100K_8,51.58220641554248,EPLDay_8,HEVC,SFR,540p,1100
454,Cricket1_AVC_HFR_540p_1900K_86,51.06618372413793,Cricket1_86,AVC,HFR,540p,1900
455,EPLNight_AVC_HFR_396p_900K_0,51.412584834992934,EPLNight_0,AVC,HFR,396p,900
456,USOpen_HEVC_HFR_396p_600K_166,51.58586056885578,USOpen_166,HEVC,HFR,396p,600
457,EPLNight_AVC_SFR_396p_800K_0,45.38351501578272,EPLNight_0,AVC,SFR,396p,800
458,TNFF_HEVC_SFR_540p_1100K_144,51.99026686019396,TNFF_144,HEVC,SFR,540p,1100
459,EPLNight_AVC_HFR_540p_1900K_0,52.70576971823391,EPLNight_0,AVC,HFR,540p,1900
460,TNFNFL_HEVC_SFR_396p_600K_0,52.291128379521,TNFNFL_0,HEVC,SFR,396p,600
461,Cricket1_AVC_SFR_540p_1800K_86,49.90524361151115,Cricket1_86,AVC,SFR,540p,1800
462,EPLDay_AVC_SFR_540p_1800K_0,52.3931155822795,EPLDay_0,AVC,SFR,540p,1800
463,TNFNFL_AVC_HFR_288p_300K_0,41.349957348303604,TNFNFL_0,AVC,HFR,288p,300
464,TNFNFL_AVC_SFR_720p_2000K_0,51.01614549655173,TNFNFL_0,AVC,SFR,720p,2000
465,Cricket2_AVC_SFR_288p_200K_90,49.17400235172414,Cricket2_90,AVC,SFR,288p,200
466,TNFNFL_HEVC_SFR_720p_2200K_0,47.10503943398081,TNFNFL_0,HEVC,SFR,720p,2200
467,Cricket1_HEVC_SFR_288p_300K_86,49.850458344827594,Cricket1_86,HEVC,SFR,288p,300
468,USOpen_HEVC_SFR_540p_1900K_0,49.562200373729596,USOpen_0,HEVC,SFR,540p,1900
469,TNFF_SRC_SRC_SRC_SRC_16,52.97626379372085,TNFF_16,SRC,SRC,SRC,100000
470,Cricket2_AVC_HFR_396p_900K_90,49.66072594364309,Cricket2_90,AVC,HFR,396p,900
471,Cricket1_HEVC_HFR_288p_300K_86,45.3013871201038,Cricket1_86,HEVC,HFR,288p,300
472,TNFF_HEVC_SFR_540p_1100K_16,49.93306921521432,TNFF_16,HEVC,SFR,540p,1100
473,Cricket2_HEVC_HFR_540p_1900K_90,46.17279466480754,Cricket2_90,HEVC,HFR,540p,1900
474,EPLNight_HEVC_SFR_540p_1900K_0,58.1077208433129,EPLNight_0,HEVC,SFR,540p,1900
475,TNFNFL_AVC_HFR_720p_2200K_0,54.74098716224009,TNFNFL_0,AVC,HFR,720p,2200
476,Cricket2_AVC_HFR_540p_1900K_90,51.614576551724134,Cricket2_90,AVC,HFR,540p,1900
477,TNFNFL_AVC_SFR_396p_800K_0,51.64088389512346,TNFNFL_0,AVC,SFR,396p,800
478,TNFF_AVC_HFR_288p_300K_144,45.99614066828859,TNFF_144,AVC,HFR,288p,300
479,Cricket1_HEVC_HFR_396p_600K_86,51.793280700585015,Cricket1_86,HEVC,HFR,396p,600
480,EPLNight_AVC_SFR_396p_400K_0,49.69476857411005,EPLNight_0,AVC,SFR,396p,400
481,USOpen_AVC_HFR_396p_900K_0,52.39551406173373,USOpen_0,AVC,HFR,396p,900
482,EPLNight_HEVC_SFR_288p_300K_0,52.26994894827587,EPLNight_0,HEVC,SFR,288p,300
483,EPLDay_AVC_HFR_540p_1300K_8,50.35898771400137,EPLDay_8,AVC,HFR,540p,1300
484,USOpen_SRC_SRC_SRC_SRC_648,69.62236935872905,USOpen_648,SRC,SRC,SRC,100000
485,EPLDay_HEVC_SFR_396p_600K_74,39.978521893018495,EPLDay_74,HEVC,SFR,396p,600
486,USOpen_HEVC_HFR_396p_900K_648,49.75044709074639,USOpen_648,HEVC,HFR,396p,900
487,TNFF_AVC_HFR_540p_1300K_336,55.70265001057352,TNFF_336,AVC,HFR,540p,1300
488,EPLDay_HEVC_SFR_540p_1100K_74,56.361835680790236,EPLDay_74,HEVC,SFR,540p,1100
489,TNFF_HEVC_HFR_540p_1900K_336,63.94091960238828,TNFF_336,HEVC,HFR,540p,1900
490,TNFF_HEVC_HFR_288p_300K_114,24.220738930495738,TNFF_114,HEVC,HFR,288p,300
491,USOpen_HEVC_SFR_540p_1900K_648,54.99947094114586,USOpen_648,HEVC,SFR,540p,1900
492,EPLDay_HEVC_HFR_396p_600K_74,40.127923820567716,EPLDay_74,HEVC,HFR,396p,600
493,TNFF_HEVC_SFR_540p_1900K_114,63.83277047779083,TNFF_114,HEVC,SFR,540p,1900
494,EPLDay_AVC_HFR_396p_600K_74,34.81364017467441,EPLDay_74,AVC,HFR,396p,600
495,TNFF_HEVC_SFR_288p_300K_114,26.318659762031395,TNFF_114,HEVC,SFR,288p,300
496,USOpen_HEVC_SFR_288p_300K_648,31.455106156302172,USOpen_648,HEVC,SFR,288p,300
497,EPLDay_HEVC_SFR_720p_2200K_74,65.3079895137613,EPLDay_74,HEVC,SFR,720p,2200
498,USOpen_AVC_SFR_720p_2000K_648,64.34509518715458,USOpen_648,AVC,SFR,720p,2000
499,EPLDay_AVC_HFR_540p_1300K_74,53.93888894312934,EPLDay_74,AVC,HFR,540p,1300
500,TNFF_SRC_SRC_SRC_SRC_336,75.3592591183055,TNFF_336,SRC,SRC,SRC,100000
501,EPLDay_AVC_SFR_540p_1200K_74,49.29801799206546,EPLDay_74,AVC,SFR,540p,1200
502,USOpen_HEVC_HFR_540p_1100K_648,58.37213001712088,USOpen_648,HEVC,HFR,540p,1100
503,TNFF_HEVC_HFR_396p_900K_114,45.1188737244393,TNFF_114,HEVC,HFR,396p,900
504,USOpen_HEVC_HFR_720p_2200K_148,62.175295836671594,USOpen_148,HEVC,HFR,720p,2200
505,USOpen_AVC_HFR_396p_600K_648,45.672580854289805,USOpen_648,AVC,HFR,396p,600
506,TNFF_HEVC_HFR_288p_300K_336,30.150880007279472,TNFF_336,HEVC,HFR,288p,300
507,USOpen_HEVC_HFR_396p_600K_648,47.35595790476666,USOpen_648,HEVC,HFR,396p,600
508,TNFF_HEVC_HFR_720p_2200K_114,64.05911916376098,TNFF_114,HEVC,HFR,720p,2200
509,USOpen_HEVC_SFR_396p_600K_648,42.46507632876209,USOpen_648,HEVC,SFR,396p,600
510,USOpen_SRC_SRC_SRC_SRC_148,67.87453188169356,USOpen_148,SRC,SRC,SRC,100000
