,video,mos,content,codec,fr,res,bitrate
249,EPLDay_HEVC_SFR_540p_1100K_8,0.0001838377037036915,EPLDay_8,HEVC,SFR,540p,1100
250,TNFF_SRC_SRC_SRC_SRC_32,2.16391622,TNFF_32,SRC,SRC,SRC,100000
251,USOpen_HEVC_HFR_396p_600K_12,0.24018524555999998,USOpen_12,HEVC,HFR,396p,600
252,EPLDay_AVC_HFR_396p_600K_20,-1.1196347468,EPLDay_20,AVC,HFR,396p,600
253,USOpen_HEVC_SFR_720p_2200K_12,1.0024949375999999,USOpen_12,HEVC,SFR,720p,2200
254,EPLDay_HEVC_HFR_540p_1900K_20,0.6148239177599999,EPLDay_20,HEVC,HFR,540p,1900
255,Cricket1_AVC_SFR_396p_800K_198,-0.32770621087999996,Cricket1_198,AVC,SFR,396p,800
256,EPLDay_HEVC_HFR_396p_600K_20,-0.54666812024,EPLDay_20,HEVC,HFR,396p,600
257,TNFNFL_AVC_SFR_540p_1800K_3184,0.22806055821879997,TNFNFL_3184,AVC,SFR,540p,1800
258,USOpen_HEVC_SFR_396p_900K_12,0.09363619644000001,USOpen_12,HEVC,SFR,396p,900
259,TNFF_AVC_HFR_396p_600K_32,-0.448546682,TNFF_32,AVC,HFR,396p,600
260,Cricket1_HEVC_HFR_540p_1100K_198,-0.25261868752,Cricket1_198,HEVC,HFR,540p,1100
261,TNFNFL_AVC_SFR_540p_1200K_3184,0.19712869003999997,TNFNFL_3184,AVC,SFR,540p,1200
262,Cricket1_AVC_SFR_720p_2000K_198,0.31093776951999996,Cricket1_198,AVC,SFR,720p,2000
263,TNFF_AVC_SFR_540p_1800K_32,0.7548923134000001,TNFF_32,AVC,SFR,540p,1800
264,TNFNFL_AVC_HFR_396p_900K_3184,-0.33878559091999993,TNFNFL_3184,AVC,HFR,396p,900
265,TNFF_HEVC_HFR_396p_600K_32,0.154790881,TNFF_32,HEVC,HFR,396p,600
266,USOpen_AVC_HFR_720p_2200K_12,0.81758420088,USOpen_12,AVC,HFR,720p,2200
267,Cricket1_HEVC_SFR_540p_1900K_198,0.43949532556000004,Cricket1_198,HEVC,SFR,540p,1900
268,USOpen_AVC_SFR_720p_2000K_12,1.03344872656,USOpen_12,AVC,SFR,720p,2000
269,TNFNFL_HEVC_HFR_396p_600K_3184,-0.56143508668,TNFNFL_3184,HEVC,HFR,396p,600
270,USOpen_AVC_HFR_288p_300K_12,-0.730858314,USOpen_12,AVC,HFR,288p,300
271,TNFNFL_HEVC_SFR_720p_2200K_3184,0.807127113456,TNFNFL_3184,HEVC,SFR,720p,2200
272,Cricket1_HEVC_HFR_396p_600K_198,-0.66854587452,Cricket1_198,HEVC,HFR,396p,600
273,TNFNFL_HEVC_SFR_540p_1900K_3184,0.25121883788,TNFNFL_3184,HEVC,SFR,540p,1900
274,TNFF_AVC_HFR_540p_1300K_32,0.623344722,TNFF_32,AVC,HFR,540p,1300
275,Cricket1_AVC_HFR_396p_600K_198,-0.5598284224,Cricket1_198,AVC,HFR,396p,600
276,USOpen_AVC_SFR_396p_800K_12,0.133124104972,USOpen_12,AVC,SFR,396p,800
277,Cricket1_HEVC_HFR_720p_2200K_198,0.31198873491999995,Cricket1_198,HEVC,HFR,720p,2200
278,TNFNFL_AVC_SFR_396p_400K_3184,-1.0158090292,TNFNFL_3184,AVC,SFR,396p,400
279,TNFF_AVC_SFR_396p_800K_32,-0.039920591904,TNFF_32,AVC,SFR,396p,800
280,TNFNFL_AVC_HFR_288p_300K_3184,-1.3408237392000002,TNFNFL_3184,AVC,HFR,288p,300
281,EPLDay_AVC_HFR_540p_1900K_20,0.26709501556,EPLDay_20,AVC,HFR,540p,1900
282,USOpen_HEVC_HFR_540p_1100K_12,0.61892325512,USOpen_12,HEVC,HFR,540p,1100
283,EPLDay_AVC_HFR_540p_1300K_20,-0.03633946335999999,EPLDay_20,AVC,HFR,540p,1300
284,USOpen_HEVC_SFR_540p_1100K_12,0.71880243428,USOpen_12,HEVC,SFR,540p,1100
285,TNFF_HEVC_SFR_720p_2200K_32,1.8441734639999998,TNFF_32,HEVC,SFR,720p,2200
286,USOpen_AVC_SFR_540p_1200K_12,0.5385711918,USOpen_12,AVC,SFR,540p,1200
287,EPLDay_HEVC_SFR_396p_900K_20,-0.28721779836,EPLDay_20,HEVC,SFR,396p,900
288,TNFNFL_HEVC_SFR_396p_900K_3184,-0.19351611114800002,TNFNFL_3184,HEVC,SFR,396p,900
289,Cricket1_HEVC_SFR_396p_600K_198,-0.23782277752000003,Cricket1_198,HEVC,SFR,396p,600
290,TNFNFL_HEVC_HFR_540p_1100K_3184,0.10757074428,TNFNFL_3184,HEVC,HFR,540p,1100
291,TNFF_AVC_SFR_288p_200K_32,-1.6162950853846152,TNFF_32,AVC,SFR,288p,200
292,EPLDay_AVC_SFR_540p_1800K_20,0.18527198011999998,EPLDay_20,AVC,SFR,540p,1800
293,TNFF_AVC_SFR_540p_1200K_32,0.37482253304,TNFF_32,AVC,SFR,540p,1200
294,USOpen_AVC_HFR_540p_1900K_12,0.6146725207999999,USOpen_12,AVC,HFR,540p,1900
295,EPLDay_AVC_SFR_288p_200K_20,-1.765268308,EPLDay_20,AVC,SFR,288p,200
296,USOpen_HEVC_SFR_288p_300K_12,-0.6609645228000001,USOpen_12,HEVC,SFR,288p,300
297,Cricket1_HEVC_HFR_540p_1900K_198,0.13047349548,Cricket1_198,HEVC,HFR,540p,1900
298,TNFNFL_AVC_SFR_720p_2000K_3184,0.64589469776,TNFNFL_3184,AVC,SFR,720p,2000
299,EPLDay_AVC_HFR_720p_2200K_20,0.3583591715599999,EPLDay_20,AVC,HFR,720p,2200
300,USOpen_HEVC_HFR_396p_900K_12,0.1985504317388,USOpen_12,HEVC,HFR,396p,900
301,Cricket1_HEVC_HFR_396p_900K_198,-0.35944807822799996,Cricket1_198,HEVC,HFR,396p,900
302,USOpen_HEVC_HFR_720p_2200K_12,1.1490449472000002,USOpen_12,HEVC,HFR,720p,2200
303,Cricket1_AVC_HFR_396p_900K_198,-0.32828756851999996,Cricket1_198,AVC,HFR,396p,900
304,TNFNFL_AVC_HFR_540p_1300K_3184,-0.012185277120000003,TNFNFL_3184,AVC,HFR,540p,1300
305,Cricket1_HEVC_HFR_288p_300K_198,-1.0189325626399999,Cricket1_198,HEVC,HFR,288p,300
306,TNFF_HEVC_HFR_288p_300K_32,-0.9160322422,TNFF_32,HEVC,HFR,288p,300
307,EPLDay_HEVC_HFR_288p_300K_20,-1.5503549628000002,EPLDay_20,HEVC,HFR,288p,300
308,TNFF_AVC_HFR_396p_900K_32,-0.151256401,TNFF_32,AVC,HFR,396p,900
309,USOpen_AVC_HFR_396p_600K_12,0.07085212041599999,USOpen_12,AVC,HFR,396p,600
310,EPLDay_AVC_SFR_396p_800K_20,-0.64622497864,EPLDay_20,AVC,SFR,396p,800
311,TNFF_AVC_HFR_540p_1900K_32,0.8545482743599999,TNFF_32,AVC,HFR,540p,1900
312,Cricket1_HEVC_SFR_288p_300K_198,-0.7707025031999999,Cricket1_198,HEVC,SFR,288p,300
313,TNFF_HEVC_SFR_288p_300K_32,-0.5888241418800001,TNFF_32,HEVC,SFR,288p,300
314,EPLDay_HEVC_SFR_288p_300K_20,-1.4655236440000001,EPLDay_20,HEVC,SFR,288p,300
315,Cricket1_HEVC_SFR_396p_900K_198,-0.22628177412,Cricket1_198,HEVC,SFR,396p,900
316,TNFNFL_SRC_SRC_SRC_SRC_3184,0.9439904468959999,TNFNFL_3184,SRC,SRC,SRC,100000
317,EPLDay_AVC_SFR_396p_400K_20,-1.1488512608,EPLDay_20,AVC,SFR,396p,400
318,TNFNFL_HEVC_HFR_540p_1900K_3184,0.29725344816,TNFNFL_3184,HEVC,HFR,540p,1900
319,USOpen_HEVC_HFR_540p_1900K_12,0.8032574858920001,USOpen_12,HEVC,HFR,540p,1900
320,TNFNFL_HEVC_SFR_288p_300K_3184,-1.2046599370000002,TNFNFL_3184,HEVC,SFR,288p,300
321,EPLDay_SRC_SRC_SRC_SRC_20,2.040336936,EPLDay_20,SRC,SRC,SRC,100000
322,USOpen_HEVC_SFR_540p_1900K_12,0.75070907236,USOpen_12,HEVC,SFR,540p,1900
323,TNFF_HEVC_HFR_540p_1100K_32,0.84490184576,TNFF_32,HEVC,HFR,540p,1100
324,TNFNFL_AVC_HFR_396p_600K_3184,-0.85570911236,TNFNFL_3184,AVC,HFR,396p,600
325,TNFF_AVC_SFR_396p_400K_32,-0.5358152336,TNFF_32,AVC,SFR,396p,400
326,TNFNFL_AVC_SFR_288p_200K_3184,-1.844274996,TNFNFL_3184,AVC,SFR,288p,200
327,TNFF_HEVC_SFR_540p_1900K_32,1.3892849668,TNFF_32,HEVC,SFR,540p,1900
328,Cricket1_HEVC_SFR_540p_1100K_198,0.15382675059999998,Cricket1_198,HEVC,SFR,540p,1100
329,EPLDay_AVC_HFR_396p_900K_20,-0.42741210879999997,EPLDay_20,AVC,HFR,396p,900
330,Cricket1_AVC_SFR_540p_1200K_198,0.07869337864,Cricket1_198,AVC,SFR,540p,1200
331,TNFNFL_HEVC_HFR_720p_2200K_3184,0.54683401124,TNFNFL_3184,HEVC,HFR,720p,2200
332,USOpen_SRC_SRC_SRC_SRC_12,1.34458587088,USOpen_12,SRC,SRC,SRC,100000
333,TNFNFL_AVC_HFR_720p_2200K_3184,0.5803414150799999,TNFNFL_3184,AVC,HFR,720p,2200
334,Cricket1_AVC_SFR_288p_200K_198,-1.5660479848000002,Cricket1_198,AVC,SFR,288p,200
335,TNFNFL_HEVC_SFR_396p_600K_3184,-0.45321804128000004,TNFNFL_3184,HEVC,SFR,396p,600
336,USOpen_AVC_HFR_540p_1300K_12,0.6212382191599999,USOpen_12,AVC,HFR,540p,1300
337,TNFF_HEVC_HFR_396p_900K_32,0.13731968904000003,TNFF_32,HEVC,HFR,396p,900
338,Cricket1_AVC_HFR_540p_1300K_198,-0.026789388988,Cricket1_198,AVC,HFR,540p,1300
339,TNFF_HEVC_SFR_396p_900K_32,0.3020842678,TNFF_32,HEVC,SFR,396p,900
340,EPLDay_AVC_HFR_288p_300K_20,-1.963388028,EPLDay_20,AVC,HFR,288p,300
341,Cricket1_AVC_SFR_396p_400K_198,-0.9357494722399999,Cricket1_198,AVC,SFR,396p,400
342,USOpen_AVC_HFR_396p_900K_12,0.07680469951999998,USOpen_12,AVC,HFR,396p,900
343,TNFNFL_HEVC_HFR_288p_300K_3184,-1.6051730344000004,TNFNFL_3184,HEVC,HFR,288p,300
344,USOpen_AVC_SFR_540p_1800K_12,0.43524529568000003,USOpen_12,AVC,SFR,540p,1800
345,Cricket1_AVC_SFR_540p_1800K_198,0.17338319876000002,Cricket1_198,AVC,SFR,540p,1800
346,USOpen_HEVC_SFR_396p_600K_12,0.16658248756,USOpen_12,HEVC,SFR,396p,600
347,Cricket1_AVC_HFR_720p_2200K_198,0.46018471672000005,Cricket1_198,AVC,HFR,720p,2200
348,EPLDay_HEVC_HFR_396p_900K_20,-0.17000425344,EPLDay_20,HEVC,HFR,396p,900
349,Cricket1_SRC_SRC_SRC_SRC_198,0.9068574384000001,Cricket1_198,SRC,SRC,SRC,100000
350,USOpen_AVC_SFR_396p_400K_12,-0.15240681574399997,USOpen_12,AVC,SFR,396p,400
351,TNFF_AVC_HFR_720p_2200K_32,1.18740357888,TNFF_32,AVC,HFR,720p,2200
352,USOpen_HEVC_HFR_288p_300K_12,-0.5611348387999999,USOpen_12,HEVC,HFR,288p,300
353,EPLDay_HEVC_HFR_540p_1100K_20,0.10403359056000003,EPLDay_20,HEVC,HFR,540p,1100
354,TNFF_HEVC_HFR_540p_1900K_32,1.2295801524,TNFF_32,HEVC,HFR,540p,1900
355,EPLDay_HEVC_SFR_540p_1100K_20,0.0720640014,EPLDay_20,HEVC,SFR,540p,1100
356,TNFNFL_AVC_HFR_540p_1900K_3184,0.14708677632679998,TNFNFL_3184,AVC,HFR,540p,1900
357,TNFF_HEVC_HFR_720p_2200K_32,1.3993756586000001,TNFF_32,HEVC,HFR,720p,2200
358,TNFNFL_HEVC_SFR_540p_1100K_3184,0.2076995414,TNFNFL_3184,HEVC,SFR,540p,1100
359,EPLDay_AVC_SFR_720p_2000K_20,0.41794064364000005,EPLDay_20,AVC,SFR,720p,2000
360,USOpen_AVC_SFR_288p_200K_12,-0.8880765790399999,USOpen_12,AVC,SFR,288p,200
361,EPLDay_AVC_SFR_540p_1200K_20,-0.04834797187999999,EPLDay_20,AVC,SFR,540p,1200
362,TNFNFL_HEVC_HFR_396p_900K_3184,-0.36094026768,TNFNFL_3184,HEVC,HFR,396p,900
363,EPLDay_HEVC_HFR_720p_2200K_20,0.9324082549600001,EPLDay_20,HEVC,HFR,720p,2200
364,TNFF_AVC_SFR_720p_2000K_32,1.115121376,TNFF_32,AVC,SFR,720p,2000
365,EPLDay_HEVC_SFR_396p_600K_20,-0.650545237,EPLDay_20,HEVC,SFR,396p,600
366,TNFF_AVC_HFR_288p_300K_32,-0.9721954344800001,TNFF_32,AVC,HFR,288p,300
367,EPLDay_HEVC_SFR_720p_2200K_20,0.8048881872000001,EPLDay_20,HEVC,SFR,720p,2200
368,TNFF_HEVC_SFR_540p_1100K_32,1.0444039492000001,TNFF_32,HEVC,SFR,540p,1100
369,TNFNFL_AVC_SFR_396p_800K_3184,-0.43641522291999996,TNFNFL_3184,AVC,SFR,396p,800
370,Cricket1_HEVC_SFR_720p_2200K_198,0.66631515676,Cricket1_198,HEVC,SFR,720p,2200
371,TNFF_HEVC_SFR_396p_600K_32,0.071846209776,TNFF_32,HEVC,SFR,396p,600
372,Cricket1_AVC_HFR_540p_1900K_198,0.1664730864,Cricket1_198,AVC,HFR,540p,1900
373,EPLDay_HEVC_SFR_540p_1900K_20,0.53409486456,EPLDay_20,HEVC,SFR,540p,1900
374,Cricket1_AVC_HFR_288p_300K_198,-1.1716128516,Cricket1_198,AVC,HFR,288p,300
375,TNFF_SRC_SRC_SRC_SRC_304,1.8155382344,TNFF_304,SRC,SRC,SRC,100000
376,USOpen_HEVC_HFR_396p_600K_176,-0.3404049526,USOpen_176,HEVC,HFR,396p,600
377,EPLNight_AVC_HFR_396p_900K_20,-0.11826519672,EPLNight_20,AVC,HFR,396p,900
378,USOpen_HEVC_SFR_720p_2200K_176,1.0134926576,USOpen_176,HEVC,SFR,720p,2200
379,EPLNight_HEVC_HFR_396p_600K_20,-0.57479021576,EPLNight_20,HEVC,HFR,396p,600
380,EPLDay_HEVC_HFR_540p_1100K_48,0.2713755166,EPLDay_48,HEVC,HFR,540p,1100
381,EPLNight_HEVC_HFR_540p_1100K_20,0.3692164763599999,EPLNight_20,HEVC,HFR,540p,1100
382,Cricket2_HEVC_HFR_396p_600K_120,-0.60062164024,Cricket2_120,HEVC,HFR,396p,600
383,USOpen_HEVC_SFR_396p_900K_176,-0.36277986999999995,USOpen_176,HEVC,SFR,396p,900
384,TNFF_AVC_HFR_396p_600K_304,-0.8734305524,TNFF_304,AVC,HFR,396p,600
385,EPLDay_AVC_SFR_396p_400K_48,-0.9135427486800001,EPLDay_48,AVC,SFR,396p,400
386,Cricket2_AVC_HFR_720p_2200K_120,0.28797112652,Cricket2_120,AVC,HFR,720p,2200
387,EPLDay_HEVC_SFR_540p_1900K_48,0.514816488256,EPLDay_48,HEVC,SFR,540p,1900
388,TNFF_AVC_SFR_540p_1800K_304,0.7173858667999999,TNFF_304,AVC,SFR,540p,1800
389,Cricket2_AVC_SFR_288p_200K_120,-1.6045057159999998,Cricket2_120,AVC,SFR,288p,200
390,TNFF_HEVC_HFR_396p_600K_304,-1.0066811870799999,TNFF_304,HEVC,HFR,396p,600
391,USOpen_AVC_HFR_720p_2200K_176,1.2258038312,USOpen_176,AVC,HFR,720p,2200
392,EPLDay_HEVC_HFR_720p_2200K_48,0.9634450856000001,EPLDay_48,HEVC,HFR,720p,2200
393,USOpen_AVC_SFR_720p_2000K_176,0.9042645988,USOpen_176,AVC,SFR,720p,2000
394,Cricket2_AVC_SFR_540p_1800K_120,0.015516858080000015,Cricket2_120,AVC,SFR,540p,1800
395,USOpen_AVC_HFR_288p_300K_176,-1.3291272796000002,USOpen_176,AVC,HFR,288p,300
396,Cricket2_HEVC_SFR_540p_1900K_120,0.26565707976,Cricket2_120,HEVC,SFR,540p,1900
397,EPLDay_AVC_HFR_396p_600K_48,-0.5468920368,EPLDay_48,AVC,HFR,396p,600
398,Cricket2_HEVC_SFR_540p_1100K_120,0.2077427096,Cricket2_120,HEVC,SFR,540p,1100
399,TNFF_AVC_HFR_540p_1300K_304,0.40548808920000007,TNFF_304,AVC,HFR,540p,1300
400,EPLDay_HEVC_HFR_396p_900K_48,-0.31618995384000004,EPLDay_48,HEVC,HFR,396p,900
401,USOpen_AVC_SFR_396p_800K_176,-0.021421897519999997,USOpen_176,AVC,SFR,396p,800
402,EPLDay_AVC_SFR_396p_800K_48,-0.6138662068,EPLDay_48,AVC,SFR,396p,800
403,Cricket2_AVC_HFR_540p_1300K_120,-0.16973804403999998,Cricket2_120,AVC,HFR,540p,1300
404,TNFF_AVC_SFR_396p_800K_304,-0.2859487284,TNFF_304,AVC,SFR,396p,800
405,Cricket2_AVC_HFR_288p_300K_120,-1.4054188976,Cricket2_120,AVC,HFR,288p,300
406,EPLNight_AVC_HFR_540p_1900K_20,0.543656648,EPLNight_20,AVC,HFR,540p,1900
407,USOpen_HEVC_HFR_540p_1100K_176,0.48660018956,USOpen_176,HEVC,HFR,540p,1100
408,EPLNight_AVC_HFR_540p_1300K_20,0.37647204736000006,EPLNight_20,AVC,HFR,540p,1300
409,USOpen_HEVC_SFR_540p_1100K_176,0.3371670518,USOpen_176,HEVC,SFR,540p,1100
410,TNFF_HEVC_SFR_720p_2200K_304,1.2851608963999999,TNFF_304,HEVC,SFR,720p,2200
411,USOpen_AVC_SFR_540p_1200K_176,0.31604845313880003,USOpen_176,AVC,SFR,540p,1200
412,EPLNight_HEVC_SFR_396p_600K_20,-0.48030231468000006,EPLNight_20,HEVC,SFR,396p,600
413,Cricket2_HEVC_HFR_720p_2200K_120,0.5113478004,Cricket2_120,HEVC,HFR,720p,2200
414,EPLDay_AVC_HFR_720p_2200K_48,1.0369169249999999,EPLDay_48,AVC,HFR,720p,2200
415,Cricket2_HEVC_SFR_288p_300K_120,-1.2617739404000001,Cricket2_120,HEVC,SFR,288p,300
416,TNFF_AVC_SFR_288p_200K_304,-1.901340936,TNFF_304,AVC,SFR,288p,200
417,EPLNight_AVC_SFR_540p_1800K_20,0.61170314336,EPLNight_20,AVC,SFR,540p,1800
418,TNFF_AVC_SFR_540p_1200K_304,0.1614497664,TNFF_304,AVC,SFR,540p,1200
419,USOpen_AVC_HFR_540p_1900K_176,0.29910167464000004,USOpen_176,AVC,HFR,540p,1900
420,EPLNight_AVC_SFR_396p_400K_20,-0.7141624648000001,EPLNight_20,AVC,SFR,396p,400
421,USOpen_HEVC_SFR_288p_300K_176,-1.03936572696,USOpen_176,HEVC,SFR,288p,300
422,EPLDay_AVC_SFR_540p_1800K_48,0.36151500760000005,EPLDay_48,AVC,SFR,540p,1800
423,Cricket2_HEVC_HFR_540p_1100K_120,0.023679382720000003,Cricket2_120,HEVC,HFR,540p,1100
424,EPLNight_AVC_SFR_396p_800K_20,-0.44580560468,EPLNight_20,AVC,SFR,396p,800
425,USOpen_HEVC_HFR_396p_900K_176,-0.063620384784,USOpen_176,HEVC,HFR,396p,900
426,EPLDay_AVC_SFR_288p_200K_48,-1.5490430624,EPLDay_48,AVC,SFR,288p,200
427,USOpen_HEVC_HFR_720p_2200K_176,1.2657753652000001,USOpen_176,HEVC,HFR,720p,2200
428,EPLDay_HEVC_SFR_288p_300K_48,-1.1375591696,EPLDay_48,HEVC,SFR,288p,300
429,Cricket2_AVC_SFR_396p_400K_120,-0.68606421728,Cricket2_120,AVC,SFR,396p,400
430,EPLDay_AVC_HFR_288p_300K_48,-1.1167981604,EPLDay_48,AVC,HFR,288p,300
431,TNFF_HEVC_HFR_288p_300K_304,-1.7414145852000003,TNFF_304,HEVC,HFR,288p,300
432,EPLNight_HEVC_HFR_288p_300K_20,-1.4117675140000001,EPLNight_20,HEVC,HFR,288p,300
433,TNFF_AVC_HFR_396p_900K_304,-0.18014190063999996,TNFF_304,AVC,HFR,396p,900
434,USOpen_AVC_HFR_396p_600K_176,-0.372937267104,USOpen_176,AVC,HFR,396p,600
435,EPLNight_AVC_SFR_540p_1200K_20,0.1295746573388,EPLNight_20,AVC,SFR,540p,1200
436,TNFF_AVC_HFR_540p_1900K_304,0.54275291096,TNFF_304,AVC,HFR,540p,1900
437,EPLDay_AVC_HFR_540p_1900K_48,0.5946776988800001,EPLDay_48,AVC,HFR,540p,1900
438,TNFF_HEVC_SFR_288p_300K_304,-1.5461181311999999,TNFF_304,HEVC,SFR,288p,300
439,EPLNight_HEVC_SFR_288p_300K_20,-1.256236466,EPLNight_20,HEVC,SFR,288p,300
440,EPLDay_AVC_SFR_540p_1200K_48,0.27470462112000005,EPLDay_48,AVC,SFR,540p,1200
441,Cricket2_SRC_SRC_SRC_SRC_120,1.0579630603999999,Cricket2_120,SRC,SRC,SRC,100000
442,EPLNight_AVC_HFR_720p_2200K_20,1.1928993752,EPLNight_20,AVC,HFR,720p,2200
443,Cricket2_HEVC_HFR_540p_1900K_120,0.30857601948,Cricket2_120,HEVC,HFR,540p,1900
444,USOpen_HEVC_HFR_540p_1900K_176,0.7212704212000002,USOpen_176,HEVC,HFR,540p,1900
445,Cricket2_HEVC_HFR_396p_900K_120,-0.18431466632,Cricket2_120,HEVC,HFR,396p,900
446,EPLNight_SRC_SRC_SRC_SRC_20,2.250305532,EPLNight_20,SRC,SRC,SRC,100000
447,USOpen_HEVC_SFR_540p_1900K_176,0.7187815016000001,USOpen_176,HEVC,SFR,540p,1900
448,TNFF_HEVC_HFR_540p_1100K_304,0.2489494308,TNFF_304,HEVC,HFR,540p,1100
449,Cricket2_AVC_HFR_396p_600K_120,-0.8741169476,Cricket2_120,AVC,HFR,396p,600
450,TNFF_AVC_SFR_396p_400K_304,-0.84466584264,TNFF_304,AVC,SFR,396p,400
451,Cricket2_AVC_HFR_396p_900K_120,-0.37892996172,Cricket2_120,AVC,HFR,396p,900
452,TNFF_HEVC_SFR_540p_1900K_304,0.66180183352,TNFF_304,HEVC,SFR,540p,1900
453,EPLDay_AVC_SFR_720p_2000K_48,0.42346076904,EPLDay_48,AVC,SFR,720p,2000
454,EPLNight_AVC_SFR_288p_200K_20,-1.671216368,EPLNight_20,AVC,SFR,288p,200
455,EPLDay_HEVC_SFR_396p_900K_48,-0.29596045548000005,EPLDay_48,HEVC,SFR,396p,900
456,Cricket2_HEVC_SFR_720p_2200K_120,0.497300969056,Cricket2_120,HEVC,SFR,720p,2200
457,USOpen_SRC_SRC_SRC_SRC_176,1.7192711195833332,USOpen_176,SRC,SRC,SRC,100000
458,Cricket2_HEVC_HFR_288p_300K_120,-1.3272885688,Cricket2_120,HEVC,HFR,288p,300
459,EPLDay_HEVC_HFR_540p_1900K_48,0.54232951236,EPLDay_48,HEVC,HFR,540p,1900
460,Cricket2_HEVC_SFR_396p_600K_120,-0.41448123624000005,Cricket2_120,HEVC,SFR,396p,600
461,USOpen_AVC_HFR_540p_1300K_176,0.43919034519999994,USOpen_176,AVC,HFR,540p,1300
462,TNFF_HEVC_HFR_396p_900K_304,-0.39344693952,TNFF_304,HEVC,HFR,396p,900
463,EPLDay_HEVC_SFR_540p_1100K_48,0.26212620216000004,EPLDay_48,HEVC,SFR,540p,1100
464,TNFF_HEVC_SFR_396p_900K_304,-0.33173054532,TNFF_304,HEVC,SFR,396p,900
465,EPLNight_AVC_HFR_396p_600K_20,-0.48955169682399996,EPLNight_20,AVC,HFR,396p,600
466,EPLDay_HEVC_HFR_396p_600K_48,-0.48081257563999996,EPLDay_48,HEVC,HFR,396p,600
467,USOpen_AVC_HFR_396p_900K_176,-0.34836436492000006,USOpen_176,AVC,HFR,396p,900
468,Cricket2_AVC_SFR_540p_1200K_120,0.03408906048000002,Cricket2_120,AVC,SFR,540p,1200
469,USOpen_AVC_SFR_540p_1800K_176,0.47880959924000005,USOpen_176,AVC,SFR,540p,1800
470,EPLDay_HEVC_SFR_396p_600K_48,-0.286680161464,EPLDay_48,HEVC,SFR,396p,600
471,USOpen_HEVC_SFR_396p_600K_176,-0.11414182315999997,USOpen_176,HEVC,SFR,396p,600
472,EPLDay_AVC_HFR_540p_1300K_48,0.3415029906000001,EPLDay_48,AVC,HFR,540p,1300
473,EPLNight_HEVC_HFR_396p_900K_20,-0.25024967119999997,EPLNight_20,HEVC,HFR,396p,900
474,EPLDay_SRC_SRC_SRC_SRC_48,2.0327626980000004,EPLDay_48,SRC,SRC,SRC,100000
475,USOpen_AVC_SFR_396p_400K_176,-0.6220086349199999,USOpen_176,AVC,SFR,396p,400
476,TNFF_AVC_HFR_720p_2200K_304,0.9852284130000001,TNFF_304,AVC,HFR,720p,2200
477,USOpen_HEVC_HFR_288p_300K_176,-1.1308129324,USOpen_176,HEVC,HFR,288p,300
478,EPLNight_HEVC_HFR_540p_1900K_20,0.6564628293599999,EPLNight_20,HEVC,HFR,540p,1900
479,TNFF_HEVC_HFR_540p_1900K_304,0.8098606904000001,TNFF_304,HEVC,HFR,540p,1900
480,EPLNight_AVC_HFR_288p_300K_20,-1.2820165792,EPLNight_20,AVC,HFR,288p,300
481,Cricket2_AVC_HFR_540p_1900K_120,0.17896608703999997,Cricket2_120,AVC,HFR,540p,1900
482,TNFF_HEVC_HFR_720p_2200K_304,1.1900802108000001,TNFF_304,HEVC,HFR,720p,2200
483,Cricket2_HEVC_SFR_396p_900K_120,-0.10351876044,Cricket2_120,HEVC,SFR,396p,900
484,EPLNight_AVC_SFR_720p_2000K_20,0.9980311019999999,EPLNight_20,AVC,SFR,720p,2000
485,USOpen_AVC_SFR_288p_200K_176,-1.5245151516000004,USOpen_176,AVC,SFR,288p,200
486,EPLNight_HEVC_SFR_720p_2200K_20,1.1092937148,EPLNight_20,HEVC,SFR,720p,2200
487,Cricket2_AVC_SFR_720p_2000K_120,0.38455071012,Cricket2_120,AVC,SFR,720p,2000
488,EPLNight_HEVC_HFR_720p_2200K_20,1.2614600792,EPLNight_20,HEVC,HFR,720p,2200
489,TNFF_AVC_SFR_720p_2000K_304,0.9124985756799999,TNFF_304,AVC,SFR,720p,2000
490,EPLNight_HEVC_SFR_540p_1100K_20,0.36443520504,EPLNight_20,HEVC,SFR,540p,1100
491,TNFF_AVC_HFR_288p_300K_304,-1.7020778479999998,TNFF_304,AVC,HFR,288p,300
492,EPLNight_HEVC_SFR_540p_1900K_20,0.38325725132000005,EPLNight_20,HEVC,SFR,540p,1900
493,TNFF_HEVC_SFR_540p_1100K_304,0.37338423452,TNFF_304,HEVC,SFR,540p,1100
494,Cricket2_AVC_SFR_396p_800K_120,-0.42365084680000004,Cricket2_120,AVC,SFR,396p,800
495,EPLDay_HEVC_SFR_720p_2200K_48,0.8703501448000001,EPLDay_48,HEVC,SFR,720p,2200
496,TNFF_HEVC_SFR_396p_600K_304,-0.60413859052,TNFF_304,HEVC,SFR,396p,600
497,EPLDay_AVC_HFR_396p_900K_48,-0.11903877615999998,EPLDay_48,AVC,HFR,396p,900
498,EPLNight_HEVC_SFR_396p_900K_20,-0.21578331072919993,EPLNight_20,HEVC,SFR,396p,900
499,EPLDay_HEVC_HFR_288p_300K_48,-1.2591001527999999,EPLDay_48,HEVC,HFR,288p,300
500,USOpen_SRC_SRC_SRC_SRC_648,0.9995654366666668,USOpen_648,SRC,SRC,SRC,100000
501,EPLDay_HEVC_SFR_396p_600K_74,-0.5291893964444445,EPLDay_74,HEVC,SFR,396p,600
