,video,mos,content,codec,fr,res,bitrate,dmos
454,Cricket1_AVC_HFR_540p_1900K_86,51.06618372413793,Cricket1_86,AVC,HFR,540p,1900,-3.0671417833805634
455,EPLNight_AVC_HFR_396p_900K_0,51.412584834992934,EPLNight_0,AVC,HFR,396p,900,-1.3662187270760242
456,USOpen_HEVC_HFR_396p_600K_166,51.58586056885578,USOpen_166,HEVC,HFR,396p,600,-2.5589688768657766
457,EPLNight_AVC_SFR_396p_800K_0,45.38351501578272,EPLNight_0,AVC,SFR,396p,800,-7.395288546286238
458,TNFF_HEVC_SFR_540p_1100K_144,51.99026686019396,TNFF_144,HEVC,SFR,540p,1100,0.11791904849907553
459,EPLNight_AVC_HFR_540p_1900K_0,52.70576971823391,EPLNight_0,AVC,HFR,540p,1900,-0.07303384383504863
460,TNFNFL_HEVC_SFR_396p_600K_0,52.291128379521,TNFNFL_0,HEVC,SFR,396p,600,-1.5155664246556597
461,Cricket1_AVC_SFR_540p_1800K_86,49.90524361151115,Cricket1_86,AVC,SFR,540p,1800,-4.228081896007339
462,EPLDay_AVC_SFR_540p_1800K_0,52.3931155822795,EPLDay_0,AVC,SFR,540p,1800,-1.970976020260224
463,TNFNFL_AVC_HFR_288p_300K_0,41.349957348303604,TNFNFL_0,AVC,HFR,288p,300,-12.456737455873053
464,TNFNFL_AVC_SFR_720p_2000K_0,51.01614549655173,TNFNFL_0,AVC,SFR,720p,2000,-2.7905493076249286
465,Cricket2_AVC_SFR_288p_200K_90,49.17400235172414,Cricket2_90,AVC,SFR,288p,200,3.3364980426053137
466,TNFNFL_HEVC_SFR_720p_2200K_0,47.10503943398081,TNFNFL_0,HEVC,SFR,720p,2200,-6.7016553701958514
467,Cricket1_HEVC_SFR_288p_300K_86,49.850458344827594,Cricket1_86,HEVC,SFR,288p,300,-4.2828671626908985
468,USOpen_HEVC_SFR_540p_1900K_0,49.562200373729596,USOpen_0,HEVC,SFR,540p,1900,-3.6962189509503176
470,Cricket2_AVC_HFR_396p_900K_90,49.66072594364309,Cricket2_90,AVC,HFR,396p,900,3.823221634524259
471,Cricket1_HEVC_HFR_288p_300K_86,45.3013871201038,Cricket1_86,HEVC,HFR,288p,300,-8.831938387414695
472,TNFF_HEVC_SFR_540p_1100K_16,49.93306921521432,TNFF_16,HEVC,SFR,540p,1100,-3.0431945785065295
473,Cricket2_HEVC_HFR_540p_1900K_90,46.17279466480754,Cricket2_90,HEVC,HFR,540p,1900,0.3352903556887128
474,EPLNight_HEVC_SFR_540p_1900K_0,58.1077208433129,EPLNight_0,HEVC,SFR,540p,1900,5.328917281243939
475,TNFNFL_AVC_HFR_720p_2200K_0,54.74098716224009,TNFNFL_0,AVC,HFR,720p,2200,0.9342923580634306
476,Cricket2_AVC_HFR_540p_1900K_90,51.614576551724134,Cricket2_90,AVC,HFR,540p,1900,5.777072242605307
477,TNFNFL_AVC_SFR_396p_800K_0,51.64088389512346,TNFNFL_0,AVC,SFR,396p,800,-2.1658109090531994
478,TNFF_AVC_HFR_288p_300K_144,45.99614066828859,TNFF_144,AVC,HFR,288p,300,-5.8762071434062975
479,Cricket1_HEVC_HFR_396p_600K_86,51.793280700585015,Cricket1_86,HEVC,HFR,396p,600,-2.340044806933477
480,EPLNight_AVC_SFR_396p_400K_0,49.69476857411005,EPLNight_0,AVC,SFR,396p,400,-3.0840349879589084
481,USOpen_AVC_HFR_396p_900K_0,52.39551406173373,USOpen_0,AVC,HFR,396p,900,-0.8629052629461853
482,EPLNight_HEVC_SFR_288p_300K_0,52.26994894827587,EPLNight_0,HEVC,SFR,288p,300,-0.5088546137930905
483,EPLDay_AVC_HFR_540p_1300K_8,50.35898771400137,EPLDay_8,AVC,HFR,540p,1300,-5.743686204521715
485,EPLDay_HEVC_SFR_396p_600K_74,39.978521893018495,EPLDay_74,HEVC,SFR,396p,600,-40.52024165080482
486,USOpen_HEVC_HFR_396p_900K_648,49.75044709074639,USOpen_648,HEVC,HFR,396p,900,-19.871922267982654
487,TNFF_AVC_HFR_540p_1300K_336,55.70265001057352,TNFF_336,AVC,HFR,540p,1300,-19.65660910773198
488,EPLDay_HEVC_SFR_540p_1100K_74,56.361835680790236,EPLDay_74,HEVC,SFR,540p,1100,-24.13692786303308
489,TNFF_HEVC_HFR_540p_1900K_336,63.94091960238828,TNFF_336,HEVC,HFR,540p,1900,-11.418339515917225
490,TNFF_HEVC_HFR_288p_300K_114,24.220738930495738,TNFF_114,HEVC,HFR,288p,300,-51.173379209701366
491,USOpen_HEVC_SFR_540p_1900K_648,54.99947094114586,USOpen_648,HEVC,SFR,540p,1900,-14.622898417583187
492,EPLDay_HEVC_HFR_396p_600K_74,40.127923820567716,EPLDay_74,HEVC,HFR,396p,600,-40.3708397232556
493,TNFF_HEVC_SFR_540p_1900K_114,63.83277047779083,TNFF_114,HEVC,SFR,540p,1900,-11.561347662406277
494,EPLDay_AVC_HFR_396p_600K_74,34.81364017467441,EPLDay_74,AVC,HFR,396p,600,-45.685123369148904
495,TNFF_HEVC_SFR_288p_300K_114,26.318659762031395,TNFF_114,HEVC,SFR,288p,300,-49.07545837816571
496,USOpen_HEVC_SFR_288p_300K_648,31.455106156302172,USOpen_648,HEVC,SFR,288p,300,-38.167263202426874
497,EPLDay_HEVC_SFR_720p_2200K_74,65.3079895137613,EPLDay_74,HEVC,SFR,720p,2200,-15.190774030062016
498,USOpen_AVC_SFR_720p_2000K_648,64.34509518715458,USOpen_648,AVC,SFR,720p,2000,-5.2772741715744615
499,EPLDay_AVC_HFR_540p_1300K_74,53.93888894312934,EPLDay_74,AVC,HFR,540p,1300,-26.559874600693973
501,EPLDay_AVC_SFR_540p_1200K_74,49.29801799206546,EPLDay_74,AVC,SFR,540p,1200,-31.200745551757855
502,USOpen_HEVC_HFR_540p_1100K_648,58.37213001712088,USOpen_648,HEVC,HFR,540p,1100,-11.250239341608165
503,TNFF_HEVC_HFR_396p_900K_114,45.1188737244393,TNFF_114,HEVC,HFR,396p,900,-30.27524441575781
504,USOpen_HEVC_HFR_720p_2200K_148,62.175295836671594,USOpen_148,HEVC,HFR,720p,2200,-5.699236045021962
505,USOpen_AVC_HFR_396p_600K_648,45.672580854289805,USOpen_648,AVC,HFR,396p,600,-23.94978850443924
506,TNFF_HEVC_HFR_288p_300K_336,30.150880007279472,TNFF_336,HEVC,HFR,288p,300,-45.208379111026034
507,USOpen_HEVC_HFR_396p_600K_648,47.35595790476666,USOpen_648,HEVC,HFR,396p,600,-22.266411453962384
508,TNFF_HEVC_HFR_720p_2200K_114,64.05911916376098,TNFF_114,HEVC,HFR,720p,2200,-11.334998976436125
509,USOpen_HEVC_SFR_396p_600K_648,42.46507632876209,USOpen_648,HEVC,SFR,396p,600,-27.157293029966958
511,USOpen_AVC_SFR_396p_800K_648,43.17968448030812,USOpen_648,AVC,SFR,396p,800,-26.442684878420927
512,TNFF_AVC_SFR_396p_400K_336,31.71699587861322,TNFF_336,AVC,SFR,396p,400,-43.642263239692284
513,USOpen_AVC_HFR_540p_1900K_648,62.437995054001185,USOpen_648,AVC,HFR,540p,1900,-7.184374304727861
514,EPLDay_HEVC_SFR_288p_300K_74,32.55057919127573,EPLDay_74,HEVC,SFR,288p,300,-47.948184352547585
515,USOpen_HEVC_SFR_396p_600K_148,52.95980432157214,USOpen_148,HEVC,SFR,396p,600,-14.914727560121413
516,EPLDay_AVC_HFR_288p_300K_74,25.26329018282163,EPLDay_74,AVC,HFR,288p,300,-55.23547336100168
517,USOpen_HEVC_SFR_720p_2200K_148,68.2739192667214,USOpen_148,HEVC,SFR,720p,2200,0.39938738502785043
518,USOpen_AVC_HFR_720p_2200K_648,70.2552081758308,USOpen_648,AVC,HFR,720p,2200,0.6328388171017565
519,USOpen_HEVC_SFR_540p_1900K_148,62.43338974071375,USOpen_148,HEVC,SFR,540p,1900,-5.441142140979807
520,EPLDay_HEVC_HFR_540p_1900K_74,60.63139385993333,EPLDay_74,HEVC,HFR,540p,1900,-19.867369683889983
521,USOpen_HEVC_HFR_540p_1900K_148,64.37031906453824,USOpen_148,HEVC,HFR,540p,1900,-3.50421281715532
522,TNFF_AVC_SFR_540p_1200K_114,46.36397242753648,TNFF_114,AVC,SFR,540p,1200,-29.030145712660627
523,TNFF_AVC_SFR_540p_1200K_336,55.83661285773729,TNFF_336,AVC,SFR,540p,1200,-19.52264626056821
524,TNFF_AVC_HFR_396p_900K_114,40.091603910738705,TNFF_114,AVC,HFR,396p,900,-35.3025142294584
525,USOpen_HEVC_SFR_288p_300K_148,41.76636891105565,USOpen_148,HEVC,SFR,288p,300,-26.108162970637906
526,EPLDay_AVC_SFR_720p_2000K_74,59.93760467358758,EPLDay_74,AVC,SFR,720p,2000,-20.561158870235737
527,USOpen_AVC_SFR_540p_1200K_148,61.07900095970599,USOpen_148,AVC,SFR,540p,1200,-6.795530921987563
528,TNFF_HEVC_HFR_540p_1900K_114,60.33018952359906,TNFF_114,HEVC,HFR,540p,1900,-15.063928616598048
529,TNFF_AVC_HFR_396p_900K_336,48.5091021305731,TNFF_336,AVC,HFR,396p,900,-26.850156987732404
530,USOpen_AVC_SFR_396p_800K_148,51.33526465250412,USOpen_148,AVC,SFR,396p,800,-16.539267229189434
531,TNFF_AVC_SFR_720p_2000K_114,59.05158121579197,TNFF_114,AVC,SFR,720p,2000,-16.342536924405138
532,TNFF_AVC_HFR_540p_1900K_336,56.11368705430882,TNFF_336,AVC,HFR,540p,1900,-19.245572063996683
533,EPLDay_HEVC_SFR_396p_900K_74,47.66905826570999,EPLDay_74,HEVC,SFR,396p,900,-32.82970527811332
534,TNFF_HEVC_SFR_396p_900K_336,53.97127685583055,TNFF_336,HEVC,SFR,396p,900,-21.38798226247495
535,TNFF_HEVC_SFR_396p_600K_114,39.06555788253581,TNFF_114,HEVC,SFR,396p,600,-36.328560257661294
536,TNFF_AVC_SFR_540p_1800K_336,57.51186531728485,TNFF_336,AVC,SFR,540p,1800,-17.84739380102065
537,USOpen_AVC_SFR_720p_2000K_148,66.93180864464449,USOpen_148,AVC,SFR,720p,2000,-0.9427232370490657
538,TNFF_AVC_SFR_288p_200K_336,25.598832437958094,TNFF_336,AVC,SFR,288p,200,-49.76042668034741
539,USOpen_HEVC_SFR_540p_1100K_148,57.44021306636687,USOpen_148,HEVC,SFR,540p,1100,-10.434318815326684
540,EPLDay_HEVC_HFR_288p_300K_74,29.29980506151146,EPLDay_74,HEVC,HFR,288p,300,-51.19895848231185
541,USOpen_HEVC_HFR_396p_900K_148,52.460368571553985,USOpen_148,HEVC,HFR,396p,900,-15.414163310139571
542,TNFF_HEVC_SFR_540p_1900K_336,66.69719448202267,TNFF_336,HEVC,SFR,540p,1900,-8.662064636282835
543,TNFF_AVC_HFR_288p_300K_114,21.0820461842223,TNFF_114,AVC,HFR,288p,300,-54.31207195597481
544,USOpen_AVC_HFR_288p_300K_648,33.11525899501185,USOpen_648,AVC,HFR,288p,300,-36.507110363717196
546,TNFF_HEVC_HFR_396p_600K_336,47.59564696454508,TNFF_336,HEVC,HFR,396p,600,-27.76361215376042
547,USOpen_HEVC_SFR_540p_1100K_648,56.266361190351546,USOpen_648,HEVC,SFR,540p,1100,-13.3560081683775
548,USOpen_AVC_HFR_540p_1300K_148,56.377699136553574,USOpen_148,AVC,HFR,540p,1300,-11.496832745139983
549,TNFF_AVC_HFR_540p_1300K_114,48.2615175739228,TNFF_114,AVC,HFR,540p,1300,-27.132600566274306
550,EPLDay_AVC_SFR_288p_200K_74,22.300394306672747,EPLDay_74,AVC,SFR,288p,200,-58.19836923715057
551,TNFF_AVC_HFR_288p_300K_336,26.91064832824264,TNFF_336,AVC,HFR,288p,300,-48.44861079006286
553,TNFF_HEVC_SFR_396p_600K_336,51.15825480325476,TNFF_336,HEVC,SFR,396p,600,-24.20100431505074
554,USOpen_AVC_HFR_540p_1900K_148,58.000042898437066,USOpen_148,AVC,HFR,540p,1900,-9.87448898325649
555,USOpen_AVC_SFR_540p_1800K_648,55.578928524140515,USOpen_648,AVC,SFR,540p,1800,-14.04344083458853
556,USOpen_HEVC_HFR_540p_1100K_148,58.80579137774738,USOpen_148,HEVC,HFR,540p,1100,-9.068740503946174
557,TNFF_HEVC_HFR_396p_900K_336,53.65420398185804,TNFF_336,HEVC,HFR,396p,900,-21.705055136447463
558,TNFF_HEVC_SFR_720p_2200K_114,65.35165599882339,TNFF_114,HEVC,SFR,720p,2200,-10.042462141373719
559,USOpen_HEVC_SFR_720p_2200K_648,65.90084041615799,USOpen_648,HEVC,SFR,720p,2200,-3.721528942571055
560,EPLDay_HEVC_HFR_540p_1100K_74,51.794786075089654,EPLDay_74,HEVC,HFR,540p,1100,-28.70397746873366
561,USOpen_AVC_HFR_396p_600K_148,50.030349567219105,USOpen_148,AVC,HFR,396p,600,-17.844182314474452
562,EPLDay_HEVC_SFR_540p_1900K_74,59.54894946873379,EPLDay_74,HEVC,SFR,540p,1900,-20.949814075089527
563,USOpen_AVC_HFR_396p_900K_148,47.772062981796346,USOpen_148,AVC,HFR,396p,900,-20.10246889989721
564,USOpen_AVC_HFR_396p_900K_648,45.990854500991844,USOpen_648,AVC,HFR,396p,900,-23.6315148577372
565,TNFF_AVC_SFR_540p_1800K_114,57.578035852126916,TNFF_114,AVC,SFR,540p,1800,-17.81608228807019
566,USOpen_AVC_SFR_540p_1200K_648,54.94430515974969,USOpen_648,AVC,SFR,540p,1200,-14.678064198979357
567,EPLDay_HEVC_HFR_720p_2200K_74,64.48845515599453,EPLDay_74,HEVC,HFR,720p,2200,-16.010308387828786
568,USOpen_HEVC_HFR_540p_1900K_648,64.87679842324518,USOpen_648,HEVC,HFR,540p,1900,-4.745570935483869
569,EPLDay_AVC_HFR_540p_1900K_74,56.16091962848334,EPLDay_74,AVC,HFR,540p,1900,-24.337843915339974
570,USOpen_AVC_HFR_540p_1300K_648,62.18429282547923,USOpen_648,AVC,HFR,540p,1300,-7.438076533249813
571,USOpen_AVC_SFR_396p_400K_148,44.22660405033457,USOpen_148,AVC,SFR,396p,400,-23.647927831358984
572,USOpen_HEVC_SFR_396p_900K_648,44.57619387662973,USOpen_648,HEVC,SFR,396p,900,-25.046175482099315
573,TNFF_AVC_HFR_540p_1900K_114,53.64842405427764,TNFF_114,AVC,HFR,540p,1900,-21.745694085919467
574,USOpen_HEVC_HFR_720p_2200K_648,70.5620135701302,USOpen_648,HEVC,HFR,720p,2200,0.9396442114011592
575,TNFF_HEVC_HFR_540p_1100K_114,52.81704050534094,TNFF_114,HEVC,HFR,540p,1100,-22.577077634856167
576,TNFF_AVC_SFR_396p_800K_336,45.77727193812274,TNFF_336,AVC,SFR,396p,800,-29.581987180182765
577,USOpen_AVC_SFR_288p_200K_148,34.26172407743021,USOpen_148,AVC,SFR,288p,200,-33.61280780426335
578,TNFF_AVC_HFR_720p_2200K_336,63.78963052868604,TNFF_336,AVC,HFR,720p,2200,-11.569628589619462
579,TNFF_AVC_SFR_288p_200K_114,19.247796070035584,TNFF_114,AVC,SFR,288p,200,-56.146322070161524
580,EPLDay_AVC_SFR_396p_800K_74,43.35869635164186,EPLDay_74,AVC,SFR,396p,800,-37.140067192181455
581,TNFF_HEVC_HFR_720p_2200K_336,67.49970384025055,TNFF_336,HEVC,HFR,720p,2200,-7.859555278054955
582,USOpen_AVC_SFR_396p_400K_648,43.79503365740975,USOpen_648,AVC,SFR,396p,400,-25.827335701319292
583,TNFF_AVC_HFR_396p_600K_336,42.23000906349493,TNFF_336,AVC,HFR,396p,600,-33.12925005481057
584,TNFF_AVC_SFR_396p_400K_114,28.255750528319837,TNFF_114,AVC,SFR,396p,400,-47.13836761187727
585,USOpen_HEVC_HFR_396p_600K_148,45.3117248207012,USOpen_148,HEVC,HFR,396p,600,-22.562807060992355
586,TNFF_HEVC_SFR_288p_300K_336,33.75467561063057,TNFF_336,HEVC,SFR,288p,300,-41.60458350767493
587,USOpen_AVC_SFR_288p_200K_648,30.082532174674416,USOpen_648,AVC,SFR,288p,200,-39.53983718405463
588,TNFF_HEVC_HFR_396p_600K_114,36.903049377946815,TNFF_114,HEVC,HFR,396p,600,-38.49106876225029
589,TNFF_AVC_SFR_720p_2000K_336,60.93304093446268,TNFF_336,AVC,SFR,720p,2000,-14.42621818384282
590,EPLDay_AVC_HFR_720p_2200K_74,59.93456522249415,EPLDay_74,AVC,HFR,720p,2200,-20.564198321329165
591,USOpen_AVC_SFR_540p_1800K_148,61.08971199172185,USOpen_148,AVC,SFR,540p,1800,-6.784819889971708
592,TNFF_HEVC_HFR_540p_1100K_336,56.00037400190685,TNFF_336,HEVC,HFR,540p,1100,-19.358885116398653
593,USOpen_AVC_HFR_288p_300K_148,38.358752422990676,USOpen_148,AVC,HFR,288p,300,-29.51577945870288
594,TNFF_AVC_HFR_396p_600K_114,32.72419155641023,TNFF_114,AVC,HFR,396p,600,-42.669926583786875
595,EPLDay_AVC_SFR_540p_1800K_74,56.89867974921495,EPLDay_74,AVC,SFR,540p,1800,-23.600083794608366
596,USOpen_AVC_HFR_720p_2200K_148,61.94680024325422,USOpen_148,AVC,HFR,720p,2200,-5.927731638439333
597,TNFF_HEVC_SFR_540p_1100K_336,61.53613066345691,TNFF_336,HEVC,SFR,540p,1100,-13.823128454848593
598,USOpen_HEVC_HFR_288p_300K_648,28.43276030944529,USOpen_648,HEVC,HFR,288p,300,-41.18960904928376
599,TNFF_HEVC_SFR_396p_900K_114,49.09266894779131,TNFF_114,HEVC,SFR,396p,900,-26.301449192405798
600,EPLDay_AVC_HFR_396p_900K_74,41.168515234183936,EPLDay_74,AVC,HFR,396p,900,-39.33024830963938
601,TNFF_AVC_HFR_720p_2200K_114,59.92434358335741,TNFF_114,AVC,HFR,720p,2200,-15.469774556839695
602,EPLDay_AVC_SFR_396p_400K_74,32.40527104564216,EPLDay_74,AVC,SFR,396p,400,-48.093492498181156
603,TNFF_AVC_SFR_396p_800K_114,41.284258420080185,TNFF_114,AVC,SFR,396p,800,-34.10985972011692
604,EPLDay_HEVC_HFR_396p_900K_74,46.55422712263846,EPLDay_74,HEVC,HFR,396p,900,-33.94453642118486
605,TNFF_HEVC_SFR_540p_1100K_114,55.85607661853139,TNFF_114,HEVC,SFR,540p,1100,-19.53804152166572
606,USOpen_HEVC_SFR_396p_900K_148,55.020488874961615,USOpen_148,HEVC,SFR,396p,900,-12.854043006731942
607,TNFF_HEVC_SFR_720p_2200K_336,70.90485778821457,TNFF_336,HEVC,SFR,720p,2200,-4.454401330090931
608,USOpen_HEVC_HFR_288p_300K_148,40.16400658567794,USOpen_148,HEVC,HFR,288p,300,-27.710525296015618
610,USOpen_AVC_SFR_396p_800K_604,50.340898066666675,USOpen_604,AVC,SFR,396p,800,-18.490026066666665
611,TNFNFL_HEVC_HFR_540p_1100K_4211,44.42984866666668,TNFNFL_4211,HEVC,HFR,540p,1100,-18.362347866666653
612,Cricket2_HEVC_SFR_288p_300K_210,36.841504017209616,Cricket2_210,HEVC,SFR,288p,300,-38.53466165599701
613,USOpen_AVC_SFR_540p_1800K_604,57.55742493333332,USOpen_604,AVC,SFR,540p,1800,-11.273499200000018
614,Cricket2_HEVC_HFR_288p_300K_210,35.44358742174915,Cricket2_210,HEVC,HFR,288p,300,-39.93257825145748
615,EPLNight_HEVC_SFR_288p_300K_58,19.793899994927855,EPLNight_58,HEVC,SFR,288p,300,-67.4919827917631
616,TNFNFL_HEVC_HFR_720p_2200K_4211,49.7724457,TNFNFL_4211,HEVC,HFR,720p,2200,-13.019750833333333
617,USOpen_AVC_HFR_396p_900K_604,50.47555539999999,USOpen_604,AVC,HFR,396p,900,-18.35536873333335
618,EPLNight_HEVC_HFR_540p_1900K_58,56.129297544481844,EPLNight_58,HEVC,HFR,540p,1900,-31.15658524220912
619,USOpen_AVC_HFR_540p_1900K_604,63.1604144,USOpen_604,AVC,HFR,540p,1900,-5.67050973333334
620,EPLNight_HEVC_HFR_288p_300K_58,20.011746478512546,EPLNight_58,HEVC,HFR,288p,300,-67.27413630817841
621,TNFNFL_HEVC_SFR_396p_600K_4211,35.23240026666667,TNFNFL_4211,HEVC,SFR,396p,600,-27.55979626666666
622,USOpen_HEVC_SFR_540p_1100K_604,58.870895266666665,USOpen_604,HEVC,SFR,540p,1100,-9.960028866666676
623,TNFNFL_AVC_HFR_720p_2200K_4211,55.422468099999996,TNFNFL_4211,AVC,HFR,720p,2200,-7.369728433333336
624,USOpen_HEVC_HFR_288p_300K_604,40.23440166666666,USOpen_604,HEVC,HFR,288p,300,-28.596522466666677
626,USOpen_HEVC_HFR_540p_1100K_604,62.508656333333334,USOpen_604,HEVC,HFR,540p,1100,-6.322267800000006
627,TNFNFL_HEVC_SFR_396p_900K_4211,40.5782544,TNFNFL_4211,HEVC,SFR,396p,900,-22.213942133333333
628,EPLNight_HEVC_SFR_540p_1100K_58,50.44847022804879,EPLNight_58,HEVC,SFR,540p,1100,-36.83741255864217
629,Cricket1_HEVC_SFR_288p_300K_210,34.928723755993005,Cricket1_210,HEVC,SFR,288p,300,-39.496274668392786
630,TNFNFL_AVC_HFR_396p_600K_4211,32.266599,TNFNFL_4211,AVC,HFR,396p,600,-30.525597533333332
631,Cricket2_AVC_SFR_396p_400K_210,43.7546397702837,Cricket2_210,AVC,SFR,396p,400,-31.621525902922926
632,TNFNFL_HEVC_HFR_396p_900K_4211,35.7510229,TNFNFL_4211,HEVC,HFR,396p,900,-27.04117363333333
633,EPLNight_HEVC_HFR_720p_2200K_58,63.613412306067026,EPLNight_58,HEVC,HFR,720p,2200,-23.672470480623936
634,TNFNFL_HEVC_SFR_540p_1100K_4211,40.74798383333334,TNFNFL_4211,HEVC,SFR,540p,1100,-22.04421269999999
635,Cricket1_AVC_HFR_288p_300K_210,32.2187543175085,Cricket1_210,AVC,HFR,288p,300,-42.20624410687729
636,TNFNFL_AVC_SFR_396p_800K_4211,37.83412573333333,TNFNFL_4211,AVC,SFR,396p,800,-24.9580708
637,Cricket2_HEVC_HFR_396p_900K_210,48.731152469297385,Cricket2_210,HEVC,HFR,396p,900,-26.645013203909244
638,TNFNFL_AVC_SFR_540p_1200K_4211,46.3660641,TNFNFL_4211,AVC,SFR,540p,1200,-16.42613243333333
639,USOpen_AVC_SFR_288p_200K_604,32.583599500000005,USOpen_604,AVC,SFR,288p,200,-36.247324633333335
640,Cricket1_HEVC_HFR_540p_1900K_210,59.54121966332064,Cricket1_210,HEVC,HFR,540p,1900,-14.883778761065152
641,USOpen_AVC_SFR_720p_2000K_604,66.73696423333332,USOpen_604,AVC,SFR,720p,2000,-2.0939599000000158
642,Cricket1_HEVC_SFR_396p_600K_210,46.117111830677715,Cricket1_210,HEVC,SFR,396p,600,-28.307886593708076
643,TNFNFL_HEVC_HFR_396p_600K_4211,31.376687533333328,TNFNFL_4211,HEVC,HFR,396p,600,-31.415509000000004
645,USOpen_AVC_HFR_288p_300K_604,40.491436266666675,USOpen_604,AVC,HFR,288p,300,-28.339487866666666
646,Cricket1_HEVC_SFR_540p_1900K_210,62.40354250155544,Cricket1_210,HEVC,SFR,540p,1900,-12.021455922830349
647,EPLNight_HEVC_SFR_720p_2200K_58,68.13611866284576,EPLNight_58,HEVC,SFR,720p,2200,-19.149764123845202
648,Cricket2_HEVC_SFR_396p_900K_210,51.446889426113295,Cricket2_210,HEVC,SFR,396p,900,-23.929276247093334
649,EPLNight_AVC_SFR_288p_200K_58,18.74412643482102,EPLNight_58,AVC,SFR,288p,200,-68.54175635186994
650,Cricket1_HEVC_HFR_720p_2200K_210,66.36491036038971,Cricket1_210,HEVC,HFR,720p,2200,-8.060088063996076
651,USOpen_HEVC_SFR_396p_900K_604,49.98463786666668,USOpen_604,HEVC,SFR,396p,900,-18.84628626666666
652,Cricket1_AVC_SFR_720p_2000K_210,57.495646255841585,Cricket1_210,AVC,SFR,720p,2000,-16.929352168544206
653,EPLNight_AVC_HFR_288p_300K_58,21.510566824393813,EPLNight_58,AVC,HFR,288p,300,-65.77531596229716
654,Cricket2_HEVC_HFR_396p_600K_210,46.903136940817724,Cricket2_210,HEVC,HFR,396p,600,-28.473028732388904
655,Cricket1_AVC_SFR_540p_1800K_210,55.78833545569413,Cricket1_210,AVC,SFR,540p,1800,-18.63666296869166
656,EPLNight_AVC_SFR_720p_2000K_58,63.47726663106258,EPLNight_58,AVC,SFR,720p,2000,-23.808616155628386
657,Cricket2_HEVC_SFR_396p_600K_210,50.083796693338435,Cricket2_210,HEVC,SFR,396p,600,-25.292368979868193
658,USOpen_AVC_SFR_396p_400K_604,47.62911929999999,USOpen_604,AVC,SFR,396p,400,-21.201804833333348
659,Cricket2_AVC_HFR_396p_900K_210,52.40762939433009,Cricket2_210,AVC,HFR,396p,900,-22.96853627887654
660,EPLNight_HEVC_HFR_396p_600K_58,31.697152295656434,EPLNight_58,HEVC,HFR,396p,600,-55.588730491034525
661,Cricket2_HEVC_HFR_540p_1900K_210,61.93690111588327,Cricket2_210,HEVC,HFR,540p,1900,-13.439264557323355
662,Cricket1_HEVC_HFR_288p_300K_210,36.13484263421467,Cricket1_210,HEVC,HFR,288p,300,-38.29015579017112
663,Cricket2_AVC_SFR_720p_2000K_210,63.568436054306694,Cricket2_210,AVC,SFR,720p,2000,-11.807729618899934
664,Cricket1_HEVC_SFR_720p_2200K_210,66.28081040210404,Cricket1_210,HEVC,SFR,720p,2200,-8.144188022281753
666,Cricket1_HEVC_HFR_540p_1100K_210,53.688794111048864,Cricket1_210,HEVC,HFR,540p,1100,-20.736204313336927
667,Cricket2_AVC_HFR_540p_1300K_210,53.76443649477641,Cricket2_210,AVC,HFR,540p,1300,-21.611729178430217
668,EPLNight_AVC_HFR_396p_600K_58,33.82612666090114,EPLNight_58,AVC,HFR,396p,600,-53.45975612578982
669,TNFNFL_AVC_HFR_288p_300K_4211,19.539746966666662,TNFNFL_4211,AVC,HFR,288p,300,-43.25244956666667
671,Cricket2_AVC_SFR_396p_800K_210,51.498439024226094,Cricket2_210,AVC,SFR,396p,800,-23.877726648980534
672,TNFNFL_HEVC_SFR_720p_2200K_4211,52.720466533333344,TNFNFL_4211,HEVC,SFR,720p,2200,-10.071729999999988
673,Cricket1_AVC_SFR_396p_800K_210,47.140859416914736,Cricket1_210,AVC,SFR,396p,800,-27.284139007471055
674,EPLNight_AVC_HFR_540p_1900K_58,57.2006589973022,EPLNight_58,AVC,HFR,540p,1900,-30.085223789388763
675,USOpen_HEVC_HFR_396p_600K_604,50.483641100000014,USOpen_604,HEVC,HFR,396p,600,-18.347283033333326
676,Cricket2_AVC_HFR_720p_2200K_210,60.993255594919844,Cricket2_210,AVC,HFR,720p,2200,-14.382910078286784
677,USOpen_HEVC_SFR_540p_1900K_604,57.65196286666666,USOpen_604,HEVC,SFR,540p,1900,-11.178961266666683
678,Cricket2_AVC_HFR_396p_600K_210,48.10170150518241,Cricket2_210,AVC,HFR,396p,600,-27.274464168024217
679,Cricket1_HEVC_HFR_396p_600K_210,43.570055243016064,Cricket1_210,HEVC,HFR,396p,600,-30.854943181369727
680,TNFNFL_HEVC_HFR_288p_300K_4211,19.93789879566667,TNFNFL_4211,HEVC,HFR,288p,300,-42.85429773766666
681,Cricket1_HEVC_SFR_396p_900K_210,50.47284689742107,Cricket1_210,HEVC,SFR,396p,900,-23.95215152696472
682,Cricket2_AVC_HFR_540p_1900K_210,61.63835102057886,Cricket2_210,AVC,HFR,540p,1900,-13.737814652627769
683,EPLNight_HEVC_SFR_540p_1900K_58,57.424394004081236,EPLNight_58,HEVC,SFR,540p,1900,-29.861488782609726
684,TNFNFL_AVC_SFR_720p_2000K_4211,51.52381849999999,TNFNFL_4211,AVC,SFR,720p,2000,-11.268378033333342
