,video,mos_list,content,codec,fr,res,bitrate
99,Cricket1_HEVC_SFR_720p_2200K_86,"[52, 58, 44, 51, 30, 29, 60, 82, 92, 56, 85, 73, 60, 66, 56, 57, 62, 88, 72, 84, 66, 80, 95, 85, 28, 49, 30, 93, 41, 74, 55]",Cricket1_86,HEVC,SFR,720p,2200
100,USOpen_AVC_SFR_540p_1200K_166,"[31, 25, 57, 55, 55, 61, 70, 36, 46, 77, 72, 74, 70, 61, 46, 76, 25, 42, 44, 60, 74, 85, 52, 67, 46, 55, 44, 48, 34, 76, 61]",USOpen_166,AVC,SFR,540p,1200
101,Cricket2_HEVC_HFR_288p_300K_90,"[13, 1, 11, 1, 23, 1, 37, 8, 10, 55, 22, 39, 2, 26, 29, 6, 22, 18, 4, 27, 20, 39, 28, 16, 57, 27, 31, 4, 26, 26, 17, 28]",Cricket2_90,HEVC,HFR,288p,300
102,EPLDay_AVC_SFR_540p_1800K_8,"[49, 58, 52, 43, 4, 52, 40, 63, 72, 51, 50, 73, 72, 53, 51, 58, 50, 43, 85, 71, 93, 32, 55, 58, 43, 36, 63, 65, 71, 43]",EPLDay_8,AVC,SFR,540p,1800
103,TNFF_HEVC_SFR_540p_1900K_144,"[37, 47, 76, 55, 25, 51, 38, 81, 60, 52, 60, 71, 66, 73, 66, 75, 59, 46, 35, 59, 69, 66, 51, 69, 60, 72, 58, 59, 81, 68, 74, 81]",TNFF_144,HEVC,SFR,540p,1900
104,Cricket1_AVC_SFR_396p_400K_86,"[36, 3, 32, 53, 28, 14, 31, 28, 38, 50, 3, 48, 67, 31, 47, 30, 10, 34, 26, 27, 12, 34, 47, 6, 32, 48, 39, 20, 47, 36]",Cricket1_86,AVC,SFR,396p,400
105,USOpen_HEVC_SFR_396p_900K_0,"[38, 28, 29, 29, 17, 39, 16, 40, 66, 44, 30, 43, 78, 46, 72, 26, 31, 42, 61, 70, 39, 46, 52, 73, 36, 44, 50, 48, 48, 49, 38]",USOpen_0,HEVC,SFR,396p,900
106,EPLNight_AVC_SFR_396p_400K_0,"[25, 1, 25, 48, 37, 25, 29, 41, 25, 47, 43, 49, 1, 39, 35, 2, 25, 27, 37, 35, 27, 32, 25, 55, 42, 19, 8, 49, 35, 37, 26]",EPLNight_0,AVC,SFR,396p,400
107,Cricket1_HEVC_SFR_396p_900K_86,"[43, 33, 61, 51, 45, 29, 26, 50, 58, 52, 49, 28, 23, 42, 25, 45, 46, 51, 51, 58, 36, 56, 13, 39, 18, 27, 46, 47, 45]",Cricket1_86,HEVC,SFR,396p,900
108,EPLNight_AVC_SFR_540p_1800K_0,"[37, 54, 69, 45, 38, 48, 25, 81, 75, 85, 58, 39, 44, 37, 61, 36, 67, 54, 59, 34, 69, 42, 43, 65, 49, 43, 57, 75, 69, 76]",EPLNight_0,AVC,SFR,540p,1800
109,USOpen_HEVC_SFR_540p_1100K_0,"[42, 65, 44, 35, 44, 52, 44, 37, 42, 77, 77, 50, 75, 80, 42, 71, 44, 46, 59, 72, 36, 73, 42, 61, 80, 54, 60, 73, 33, 70, 37]",USOpen_0,HEVC,SFR,540p,1100
110,TNFF_AVC_HFR_396p_600K_144,"[11, 7, 35, 23, 2, 33, 28, 4, 43, 15, 27, 1, 16, 27, 23, 14, 17, 1, 5, 1, 26, 1, 36, 22, 37, 20, 14, 1, 17, 24]",TNFF_144,AVC,HFR,396p,600
111,EPLNight_AVC_HFR_396p_900K_0,"[27, 10, 36, 32, 46, 3, 8, 30, 37, 41, 60, 50, 15, 46, 46, 42, 30, 25, 74, 46, 36, 31, 61, 52, 27, 38, 39, 60, 46, 28, 75]",EPLNight_0,AVC,HFR,396p,900
112,TNFNFL_HEVC_HFR_720p_2200K_0,"[41, 18, 62, 80, 26, 66, 27, 46, 67, 87, 79, 73, 52, 69, 35, 37, 48, 49, 72, 80, 70, 85, 73, 59, 46, 63, 72, 62, 76, 46]",TNFNFL_0,HEVC,HFR,720p,2200
113,TNFF_AVC_SFR_720p_2000K_144,"[44, 63, 72, 47, 27, 45, 26, 63, 71, 46, 51, 63, 66, 56, 94, 41, 22, 40, 61, 95, 65, 35, 73, 65, 62, 47, 60, 70, 78, 70, 89]",TNFF_144,AVC,SFR,720p,2000
114,EPLNight_HEVC_HFR_540p_1900K_0,"[48, 50, 54, 73, 74, 26, 43, 38, 56, 74, 92, 66, 35, 51, 55, 51, 30, 53, 50, 62, 84, 65, 39, 74, 71, 48, 55, 47, 72, 71, 79, 81]",EPLNight_0,HEVC,HFR,540p,1900
115,EPLDay_HEVC_SFR_540p_1900K_8,"[73, 59, 81, 69, 61, 62, 42, 84, 80, 83, 62, 68, 90, 85, 72, 75, 63, 71, 72, 99, 86, 71, 72, 62, 55, 89, 100, 69, 76, 64]",EPLDay_8,HEVC,SFR,540p,1900
116,EPLNight_HEVC_HFR_396p_900K_0,"[33, 56, 59, 46, 33, 24, 12, 49, 59, 60, 50, 33, 62, 33, 27, 16, 33, 22, 49, 27, 42, 39, 46, 52, 41, 38, 39, 50, 46, 62]",EPLNight_0,HEVC,HFR,396p,900
117,TNFF_HEVC_SFR_720p_2200K_16,"[44, 43, 78, 74, 51, 25, 45, 49, 90, 81, 40, 86, 60, 98, 78, 29, 76, 73, 44, 77, 59, 100, 70, 70, 44, 71, 81, 70, 89, 87]",TNFF_16,HEVC,SFR,720p,2200
118,EPLDay_HEVC_HFR_540p_1900K_0,"[49, 43, 51, 50, 30, 32, 35, 66, 70, 55, 49, 60, 48, 81, 41, 60, 37, 49, 58, 72, 58, 47, 42, 69, 61, 57, 37, 43, 60, 23, 79, 82]",EPLDay_0,HEVC,HFR,540p,1900
119,Cricket1_HEVC_HFR_540p_1900K_86,"[39, 53, 69, 70, 37, 37, 38, 88, 71, 73, 67, 58, 62, 47, 73, 43, 53, 69, 62, 87, 41, 49, 91, 69, 50, 41, 31, 57, 41, 53, 70]",Cricket1_86,HEVC,HFR,540p,1900
120,USOpen_HEVC_HFR_396p_900K_166,"[33, 35, 50, 46, 33, 62, 20, 32, 77, 43, 56, 35, 47, 66, 31, 21, 41, 52, 53, 54, 39, 24, 54, 48, 45, 31, 34, 43, 55, 38]",USOpen_166,HEVC,HFR,396p,900
121,TNFF_AVC_HFR_540p_1300K_16,"[38, 29, 62, 38, 26, 46, 7, 77, 65, 55, 67, 58, 33, 38, 33, 39, 17, 30, 62, 27, 81, 51, 59, 29, 41, 69, 54, 43, 48, 63]",TNFF_16,AVC,HFR,540p,1300
122,Cricket2_HEVC_SFR_288p_300K_90,"[25, 32, 17, 27, 12, 21, 20, 20, 31, 19, 40, 15, 9, 8, 23, 26, 26, 22, 25, 9, 47, 36, 32, 21, 26, 14, 17, 27, 33, 6]",Cricket2_90,HEVC,SFR,288p,300
123,TNFNFL_AVC_SFR_396p_800K_0,"[29, 18, 44, 34, 1, 48, 24, 39, 42, 25, 39, 17, 43, 53, 22, 35, 9, 60, 40, 28, 30, 35, 37, 33, 31, 12, 70, 25, 26, 57]",TNFNFL_0,AVC,SFR,396p,800
124,USOpen_HEVC_HFR_396p_600K_0,"[33, 24, 31, 64, 44, 39, 51, 6, 32, 45, 68, 42, 59, 66, 65, 35, 32, 45, 31, 59, 43, 39, 39, 48, 63, 49, 44, 14, 48, 51, 37, 65]",USOpen_0,HEVC,HFR,396p,600
125,USOpen_HEVC_HFR_540p_1100K_166,"[44, 13, 66, 76, 56, 47, 51, 50, 71, 63, 63, 84, 67, 73, 20, 75, 61, 49, 48, 72, 93, 35, 49, 44, 67, 47, 47, 56, 39, 74, 54]",USOpen_166,HEVC,HFR,540p,1100
126,EPLNight_HEVC_HFR_396p_600K_0,"[33, 33, 43, 49, 15, 29, 29, 39, 68, 49, 35, 46, 57, 30, 44, 14, 20, 31, 49, 49, 37, 32, 52, 44, 41, 38, 46, 48, 32, 45, 51]",EPLNight_0,HEVC,HFR,396p,600
127,EPLDay_HEVC_HFR_396p_600K_0,"[27, 35, 13, 40, 28, 29, 10, 45, 51, 17, 61, 16, 35, 27, 38, 30, 21, 31, 37, 22, 65, 34, 26, 57, 34, 36, 38, 48, 23, 25, 41]",EPLDay_0,HEVC,HFR,396p,600
128,Cricket1_HEVC_SFR_396p_600K_86,"[30, 21, 43, 49, 38, 20, 27, 31, 17, 57, 42, 39, 45, 50, 83, 67, 13, 18, 37, 62, 66, 65, 50, 57, 30, 43, 11, 47, 29, 39, 40]",Cricket1_86,HEVC,SFR,396p,600
129,TNFNFL_HEVC_SFR_396p_900K_0,"[27, 15, 24, 60, 39, 1, 41, 25, 59, 82, 36, 50, 50, 26, 49, 31, 25, 27, 73, 55, 58, 39, 22, 51, 47, 38, 44, 24, 44, 51, 37]",TNFNFL_0,HEVC,SFR,396p,900
130,Cricket1_HEVC_SFR_540p_1900K_86,"[47, 50, 60, 53, 28, 48, 17, 39, 84, 76, 69, 87, 86, 15, 66, 34, 64, 57, 49, 80, 88, 44, 89, 63, 38, 43, 17, 60, 53, 62, 40]",Cricket1_86,HEVC,SFR,540p,1900
131,Cricket2_HEVC_SFR_540p_1900K_90,"[39, 48, 37, 29, 49, 25, 31, 39, 63, 57, 45, 77, 42, 76, 44, 28, 24, 73, 56, 90, 63, 87, 59, 45, 40, 52, 49, 16, 64, 55, 69, 37]",Cricket2_90,HEVC,SFR,540p,1900
132,TNFF_HEVC_SFR_540p_1100K_16,"[42, 20, 65, 49, 29, 36, 33, 37, 90, 46, 49, 80, 47, 54, 29, 36, 36, 47, 65, 44, 46, 56, 80, 72, 61, 42, 49, 81, 46, 57, 82]",TNFF_16,HEVC,SFR,540p,1100
133,Cricket2_AVC_SFR_720p_2000K_90,"[40, 48, 41, 53, 22, 49, 51, 76, 75, 31, 96, 76, 64, 67, 47, 74, 79, 63, 81, 99, 57, 68, 53, 49, 23, 59, 62, 71, 38]",Cricket2_90,AVC,SFR,720p,2000
134,Cricket1_AVC_HFR_396p_600K_86,"[24, 27, 26, 34, 20, 41, 37, 34, 49, 33, 63, 26, 20, 34, 32, 23, 22, 28, 29, 37, 26, 64, 38, 35, 25, 24, 48, 34, 26, 28]",Cricket1_86,AVC,HFR,396p,600
135,TNFNFL_AVC_HFR_288p_300K_0,"[15, 1, 1, 21, 27, 4, 35, 1, 1, 14, 1, 24, 3, 37, 1, 1, 2, 1, 32, 3, 6, 1, 1, 30, 6, 8, 4, 61, 8, 7, 36]",TNFNFL_0,AVC,HFR,288p,300
136,TNFF_AVC_SFR_540p_1200K_16,"[26, 24, 41, 68, 56, 33, 30, 28, 39, 50, 30, 51, 53, 53, 25, 53, 39, 17, 26, 62, 51, 85, 48, 62, 41, 43, 41, 72, 49, 58, 61]",TNFF_16,AVC,SFR,540p,1200
137,USOpen_HEVC_HFR_540p_1100K_0,"[44, 48, 47, 47, 62, 39, 44, 50, 74, 71, 49, 66, 56, 64, 43, 46, 38, 52, 45, 57, 58, 73, 66, 62, 62, 69, 72, 70, 61, 79]",USOpen_0,HEVC,HFR,540p,1100
138,TNFNFL_HEVC_HFR_288p_300K_0,"[9, 1, 11, 51, 16, 2, 9, 1, 11, 20, 1, 24, 12, 20, 12, 1, 1, 2, 25, 3, 19, 10, 66, 4, 17, 13, 1, 26, 8, 7]",TNFNFL_0,HEVC,HFR,288p,300
139,TNFNFL_AVC_HFR_540p_1300K_0,"[37, 16, 21, 51, 40, 8, 48, 10, 81, 54, 24, 30, 24, 59, 23, 28, 18, 17, 66, 39, 22, 44, 65, 35, 32, 23, 49, 49, 49, 43]",TNFNFL_0,AVC,HFR,540p,1300
140,EPLDay_HEVC_HFR_396p_900K_8,"[32, 31, 50, 46, 19, 39, 3, 37, 51, 49, 36, 23, 20, 21, 31, 22, 29, 24, 12, 23, 39, 54, 63, 38, 47, 41, 25, 40, 48, 46]",EPLDay_8,HEVC,HFR,396p,900
141,USOpen_HEVC_SFR_540p_1900K_166,"[51, 74, 50, 68, 52, 55, 42, 33, 79, 75, 70, 88, 64, 72, 66, 62, 25, 60, 49, 50, 47, 57, 73, 68, 89, 66, 64, 39, 65, 70, 51]",USOpen_166,HEVC,SFR,540p,1900
142,EPLDay_HEVC_HFR_720p_2200K_0,"[65, 52, 74, 61, 22, 42, 45, 79, 96, 66, 72, 80, 46, 84, 55, 63, 88, 61, 81, 81, 59, 48, 50, 49, 50, 48, 82, 82, 93]",EPLDay_0,HEVC,HFR,720p,2200
143,TNFF_AVC_SFR_540p_1800K_16,"[40, 30, 63, 53, 39, 35, 34, 44, 78, 42, 35, 61, 50, 59, 39, 25, 31, 73, 62, 57, 50, 72, 68, 50, 46, 49, 61, 58, 74, 71]",TNFF_16,AVC,SFR,540p,1800
144,TNFNFL_HEVC_HFR_540p_1100K_0,"[31, 1, 32, 63, 48, 10, 49, 36, 41, 63, 49, 50, 46, 61, 43, 51, 22, 24, 23, 62, 70, 28, 42, 25, 62, 47, 43, 22, 60, 43, 50, 56]",TNFNFL_0,HEVC,HFR,540p,1100
145,TNFF_AVC_HFR_720p_2200K_16,"[53, 66, 21, 59, 65, 42, 49, 7, 94, 79, 72, 61, 61, 83, 58, 71, 74, 32, 51, 73, 35, 64, 81, 94, 53, 73, 49, 72, 58, 60, 88, 75]",TNFF_16,AVC,HFR,720p,2200
146,EPLDay_AVC_SFR_540p_1200K_8,"[40, 13, 33, 39, 43, 34, 41, 26, 36, 68, 34, 14, 72, 35, 57, 18, 35, 44, 52, 53, 52, 38, 50, 51, 47, 34, 21, 73, 41, 39, 51]",EPLDay_8,AVC,SFR,540p,1200
147,USOpen_HEVC_HFR_288p_300K_166,"[19, 1, 10, 20, 37, 4, 20, 1, 47, 55, 14, 25, 12, 13, 13, 34, 6, 16, 12, 25, 24, 45, 27, 40, 22, 19, 10, 15, 32, 26, 16]",USOpen_166,HEVC,HFR,288p,300
148,TNFF_HEVC_SFR_540p_1100K_144,"[33, 44, 62, 39, 28, 35, 27, 34, 54, 64, 50, 65, 39, 61, 55, 34, 34, 32, 49, 58, 73, 56, 50, 62, 48, 34, 29, 74, 47, 78, 41]",TNFF_144,HEVC,SFR,540p,1100
149,EPLNight_AVC_SFR_288p_200K_0,"[12, 1, 17, 49, 12, 12, 27, 1, 1, 8, 6, 25, 1, 4, 10, 27, 20, 11, 28, 1, 2, 11, 49, 30, 9, 8, 26, 16, 1, 22, 2, 28]",EPLNight_0,AVC,SFR,288p,200
150,TNFF_HEVC_HFR_720p_2200K_144,"[45, 27, 46, 68, 48, 39, 39, 33, 70, 80, 69, 74, 80, 69, 64, 79, 46, 52, 45, 67, 52, 56, 74, 71, 79, 74, 48, 49, 72, 49, 86, 54]",TNFF_144,HEVC,HFR,720p,2200
151,EPLDay_HEVC_SFR_540p_1900K_0,"[39, 60, 45, 41, 61, 46, 26, 29, 34, 74, 79, 62, 44, 56, 66, 63, 61, 33, 39, 45, 49, 51, 23, 70, 72, 49, 60, 42, 48, 46, 39, 86, 59]",EPLDay_0,HEVC,SFR,540p,1900
152,Cricket1_AVC_SFR_540p_1200K_86,"[39, 43, 56, 53, 22, 47, 35, 28, 65, 41, 75, 49, 44, 29, 28, 49, 37, 82, 98, 49, 72, 49, 40, 29, 48, 28, 40, 54]",Cricket1_86,AVC,SFR,540p,1200
153,TNFF_HEVC_SFR_288p_300K_144,"[4, 18, 28, 19, 2, 30, 1, 7, 45, 6, 17, 5, 9, 25, 17, 1, 6, 14, 2, 63, 28, 17, 5, 28, 20, 1, 29, 6, 28]",TNFF_144,HEVC,SFR,288p,300
154,USOpen_AVC_HFR_396p_600K_166,"[25, 21, 51, 46, 27, 38, 32, 29, 41, 20, 60, 50, 8, 46, 22, 15, 31, 25, 25, 43, 55, 25, 43, 35, 36, 27, 26, 46, 42, 16]",USOpen_166,AVC,HFR,396p,600
155,TNFNFL_AVC_SFR_288p_200K_0,"[8, 1, 1, 38, 6, 2, 1, 1, 18, 40, 1, 14, 1, 5, 15, 1, 1, 1, 1, 1, 1, 11, 21, 17, 5, 3, 1, 1, 1, 1]",TNFNFL_0,AVC,SFR,288p,200
156,USOpen_AVC_HFR_288p_300K_0,"[16, 25, 19, 37, 3, 38, 5, 31, 42, 29, 36, 26, 43, 62, 41, 11, 16, 9, 72, 28, 29, 36, 46, 27, 33, 58, 14, 53, 21, 38]",USOpen_0,AVC,HFR,288p,300
157,EPLNight_HEVC_HFR_720p_2200K_0,"[77, 65, 76, 73, 39, 32, 45, 91, 97, 100, 99, 77, 86, 57, 67, 56, 75, 49, 95, 91, 51, 55, 74, 58, 31, 62, 72, 78, 76]",EPLNight_0,HEVC,HFR,720p,2200
158,TNFF_HEVC_SFR_396p_900K_16,"[46, 23, 30, 54, 44, 11, 41, 22, 34, 54, 34, 22, 46, 17, 70, 37, 15, 47, 28, 50, 51, 49, 65, 39, 36, 38, 60, 44, 49, 64]",TNFF_16,HEVC,SFR,396p,900
159,EPLDay_HEVC_SFR_720p_2200K_8,"[67, 70, 64, 64, 55, 52, 32, 84, 82, 74, 73, 69, 82, 68, 62, 43, 71, 89, 85, 96, 68, 74, 76, 74, 52, 42, 100, 76, 71, 58]",EPLDay_8,HEVC,SFR,720p,2200
160,USOpen_HEVC_HFR_540p_1900K_0,"[49, 35, 61, 54, 35, 41, 5, 47, 51, 60, 58, 66, 57, 71, 60, 40, 51, 73, 82, 39, 49, 72, 89, 50, 49, 76, 73, 76, 82, 61]",USOpen_0,HEVC,HFR,540p,1900
161,TNFNFL_AVC_SFR_396p_400K_0,"[37, 1, 20, 31, 24, 9, 8, 1, 14, 33, 1, 20, 1, 15, 3, 14, 8, 7, 3, 12, 34, 9, 33, 36, 18, 14, 20, 14, 9, 18, 26]",TNFNFL_0,AVC,SFR,396p,400
162,Cricket1_AVC_SFR_396p_800K_86,"[42, 24, 30, 64, 46, 33, 8, 23, 15, 60, 37, 60, 49, 50, 67, 52, 25, 22, 42, 48, 22, 76, 27, 46, 9, 41, 18, 48, 47, 49, 33]",Cricket1_86,AVC,SFR,396p,800
163,TNFNFL_AVC_HFR_396p_900K_0,"[25, 1, 9, 42, 33, 1, 36, 1, 35, 29, 11, 38, 26, 60, 33, 13, 35, 6, 1, 25, 16, 24, 1, 44, 25, 32, 4, 49, 51, 29, 38]",TNFNFL_0,AVC,HFR,396p,900
164,TNFF_AVC_HFR_288p_300K_16,"[5, 37, 1, 27, 4, 28, 1, 1, 28, 8, 40, 9, 15, 39, 26, 13, 2, 4, 36, 2, 64, 1, 13, 40, 30, 26, 21, 23, 17, 12, 43]",TNFF_16,AVC,HFR,288p,300
165,Cricket2_HEVC_SFR_396p_600K_90,"[29, 21, 21, 25, 44, 9, 44, 10, 34, 33, 18, 60, 26, 31, 55, 29, 35, 34, 49, 35, 87, 46, 33, 26, 39, 7, 62, 26, 36, 25]",Cricket2_90,HEVC,SFR,396p,600
166,TNFF_HEVC_SFR_288p_300K_16,"[9, 1, 5, 13, 43, 5, 23, 1, 18, 35, 9, 38, 27, 27, 4, 23, 22, 7, 19, 37, 17, 3, 26, 28, 37, 9, 38, 4, 1, 20, 28, 19]",TNFF_16,HEVC,SFR,288p,300
167,USOpen_AVC_HFR_720p_2200K_0,"[75, 72, 70, 66, 60, 40, 44, 69, 94, 90, 62, 94, 71, 82, 64, 62, 85, 76, 99, 85, 43, 92, 95, 61, 43, 80, 71, 70, 99, 84]",USOpen_0,AVC,HFR,720p,2200
168,EPLDay_HEVC_HFR_720p_2200K_8,"[69, 62, 65, 63, 47, 41, 49, 32, 79, 72, 87, 57, 73, 62, 76, 69, 66, 90, 84, 77, 79, 72, 59, 62, 40, 60, 36, 82, 67, 75, 74]",EPLDay_8,HEVC,HFR,720p,2200
169,USOpen_HEVC_HFR_720p_2200K_0,"[71, 71, 66, 70, 22, 45, 47, 59, 65, 96, 73, 77, 62, 66, 77, 63, 72, 39, 80, 67, 42, 81, 64, 45, 77, 60, 69, 79, 83]",USOpen_0,HEVC,HFR,720p,2200
170,EPLDay_HEVC_HFR_288p_300K_8,"[8, 14, 39, 18, 3, 13, 1, 8, 44, 5, 25, 8, 14, 15, 1, 14, 12, 5, 27, 11, 16, 24, 34, 7, 31, 19, 1, 24, 4, 11]",EPLDay_8,HEVC,HFR,288p,300
171,TNFNFL_HEVC_SFR_396p_600K_0,"[14, 35, 65, 39, 6, 38, 31, 36, 48, 26, 36, 34, 35, 42, 48, 12, 27, 25, 50, 63, 42, 42, 34, 29, 27, 29, 48, 31, 27, 32]",TNFNFL_0,HEVC,SFR,396p,600
172,TNFF_HEVC_HFR_396p_600K_144,"[16, 1, 13, 43, 34, 28, 48, 22, 5, 76, 25, 40, 1, 38, 40, 50, 35, 23, 26, 14, 22, 43, 24, 39, 20, 40, 20, 26, 41, 24, 33]",TNFF_144,HEVC,HFR,396p,600
173,Cricket1_AVC_HFR_540p_1900K_86,"[33, 58, 57, 46, 28, 28, 34, 83, 76, 67, 66, 82, 18, 74, 41, 39, 82, 60, 72, 91, 51, 71, 47, 51, 37, 25, 43, 53, 60]",Cricket1_86,AVC,HFR,540p,1900
174,EPLNight_SRC_SRC_SRC_SRC_0,"[86, 74, 92, 87, 32, 75, 50, 99, 76, 100, 100, 100, 33, 65, 75, 100, 99, 100, 99, 100, 83, 96, 100, 93, 34, 100, 88, 100, 100]",EPLNight_0,SRC,SRC,SRC,100000
175,TNFF_AVC_HFR_540p_1900K_144,"[27, 1, 53, 44, 57, 28, 45, 25, 25, 65, 54, 65, 32, 66, 37, 36, 23, 50, 85, 62, 63, 33, 38, 61, 51, 39, 43, 49, 48, 73, 41]",TNFF_144,AVC,HFR,540p,1900
176,Cricket1_AVC_HFR_288p_300K_86,"[22, 33, 15, 29, 10, 16, 25, 27, 49, 12, 24, 8, 11, 17, 51, 10, 5, 26, 24, 22, 40, 26, 30, 2, 27, 8, 27, 21, 26, 39]",Cricket1_86,AVC,HFR,288p,300
177,USOpen_HEVC_SFR_540p_1900K_0,"[51, 50, 25, 72, 48, 47, 26, 44, 75, 72, 73, 65, 66, 71, 51, 75, 19, 51, 53, 62, 71, 63, 61, 48, 71, 48, 19, 48, 55, 75, 58]",USOpen_0,HEVC,SFR,540p,1900
178,USOpen_SRC_SRC_SRC_SRC_166,"[43, 67, 86, 74, 61, 68, 61, 90, 96, 98, 99, 99, 95, 85, 70, 87, 89, 90, 73, 100, 45, 69, 100, 82, 88, 75, 99, 100, 38, 94, 86]",USOpen_166,SRC,SRC,SRC,100000
179,TNFF_AVC_SFR_288p_200K_16,"[2, 7, 1, 25, 1, 29, 1, 21, 5, 1, 26, 1, 1, 2, 6, 1, 3, 1, 3, 1, 1, 22, 4, 13, 43, 1, 3, 3, 8]",TNFF_16,AVC,SFR,288p,200
180,EPLNight_AVC_HFR_288p_300K_0,"[10, 1, 8, 18, 37, 11, 14, 1, 15, 19, 23, 22, 1, 36, 14, 2, 6, 10, 12, 1, 16, 4, 26, 26, 33, 24, 24, 24, 1, 32, 9, 29]",EPLNight_0,AVC,HFR,288p,300
181,TNFNFL_AVC_SFR_720p_2000K_0,"[18, 44, 62, 45, 46, 49, 23, 64, 59, 76, 74, 53, 36, 67, 36, 27, 27, 49, 65, 58, 44, 38, 61, 38, 20, 58, 58, 49, 41]",TNFNFL_0,AVC,SFR,720p,2000
182,Cricket2_HEVC_HFR_540p_1100K_90,"[32, 32, 51, 44, 20, 23, 26, 76, 80, 43, 66, 34, 25, 54, 29, 69, 53, 51, 40, 74, 50, 38, 50, 48, 18, 72, 58, 72, 38]",Cricket2_90,HEVC,HFR,540p,1100
183,TNFF_AVC_HFR_396p_900K_144,"[32, 1, 17, 33, 44, 20, 28, 1, 32, 59, 26, 25, 1, 12, 13, 41, 8, 18, 11, 35, 12, 22, 36, 58, 23, 42, 40, 25, 19, 49, 37]",TNFF_144,AVC,HFR,396p,900
184,Cricket2_AVC_HFR_288p_300K_90,"[21, 27, 35, 26, 5, 34, 1, 21, 37, 24, 25, 3, 18, 38, 17, 11, 22, 38, 26, 26, 27, 25, 23, 26, 27, 7, 36, 29, 27, 27]",Cricket2_90,AVC,HFR,288p,300
185,EPLNight_HEVC_SFR_396p_600K_0,"[27, 11, 28, 49, 42, 21, 53, 30, 32, 51, 56, 51, 40, 18, 30, 28, 36, 30, 49, 72, 40, 26, 80, 43, 31, 21, 30, 43, 49, 43]",EPLNight_0,HEVC,SFR,396p,600
186,TNFNFL_AVC_SFR_540p_1200K_0,"[29, 9, 35, 36, 57, 42, 5, 48, 11, 62, 38, 17, 26, 39, 40, 64, 47, 39, 27, 40, 82, 62, 50, 63, 39, 38, 39, 58, 31, 49, 59]",TNFNFL_0,AVC,SFR,540p,1200
187,Cricket2_AVC_HFR_540p_1300K_90,"[27, 29, 43, 24, 58, 22, 32, 24, 52, 51, 31, 59, 62, 58, 47, 51, 28, 50, 48, 72, 51, 89, 48, 69, 43, 48, 49, 24, 73, 70, 57, 26]",Cricket2_90,AVC,HFR,540p,1300
188,USOpen_AVC_HFR_540p_1900K_166,"[46, 43, 57, 67, 67, 57, 36, 33, 81, 79, 49, 64, 54, 73, 66, 76, 58, 34, 53, 50, 75, 52, 64, 69, 56, 65, 29, 48, 39, 73, 39]",USOpen_166,AVC,HFR,540p,1900
189,TNFF_HEVC_HFR_540p_1100K_144,"[32, 22, 68, 45, 26, 50, 36, 28, 89, 59, 50, 50, 18, 55, 29, 23, 22, 38, 62, 47, 42, 46, 49, 38, 35, 38, 71, 52, 74, 32]",TNFF_144,HEVC,HFR,540p,1100
190,EPLNight_HEVC_SFR_288p_300K_0,"[22, 8, 29, 12, 6, 1, 1, 4, 13, 5, 41, 9, 25, 13, 26, 4, 20, 48, 9, 44, 29, 42, 12, 9, 22, 1, 29, 1, 28]",EPLNight_0,HEVC,SFR,288p,300
191,USOpen_AVC_HFR_288p_300K_166,"[21, 5, 50, 16, 8, 4, 1, 20, 30, 9, 12, 5, 5, 41, 32, 10, 6, 14, 1, 2, 33, 26, 16, 35, 21, 22, 2, 13, 19, 26, 17]",USOpen_166,AVC,HFR,288p,300
192,Cricket2_AVC_SFR_540p_1800K_90,"[27, 36, 53, 50, 29, 30, 31, 46, 78, 32, 80, 73, 52, 54, 54, 40, 19, 64, 75, 52, 94, 41, 67, 26, 44, 14, 37, 60, 53, 31]",Cricket2_90,AVC,SFR,540p,1800
193,EPLDay_HEVC_HFR_396p_900K_0,"[30, 20, 41, 40, 10, 25, 25, 26, 62, 27, 50, 33, 43, 43, 23, 31, 40, 19, 19, 58, 38, 27, 55, 47, 32, 35, 26, 35, 25, 26]",EPLDay_0,HEVC,HFR,396p,900
194,TNFNFL_HEVC_HFR_396p_900K_0,"[20, 1, 25, 38, 27, 1, 35, 23, 24, 55, 17, 39, 14, 26, 49, 17, 15, 14, 27, 33, 66, 34, 47, 35, 38, 18, 48, 55, 14, 33]",TNFNFL_0,HEVC,HFR,396p,900
195,Cricket2_HEVC_HFR_396p_600K_90,"[27, 1, 37, 49, 44, 26, 47, 46, 51, 56, 32, 66, 32, 25, 9, 30, 38, 39, 38, 24, 85, 41, 25, 31, 36, 5, 26, 14, 49, 44]",Cricket2_90,HEVC,HFR,396p,600
196,EPLDay_HEVC_SFR_396p_900K_0,"[32, 8, 35, 54, 33, 27, 26, 17, 25, 41, 39, 48, 55, 44, 20, 36, 33, 35, 43, 25, 12, 31, 28, 76, 44, 24, 7, 59, 33, 45, 40]",EPLDay_0,HEVC,SFR,396p,900
197,Cricket2_AVC_SFR_396p_800K_90,"[26, 42, 68, 34, 5, 29, 14, 11, 70, 39, 50, 21, 33, 47, 23, 20, 44, 51, 70, 49, 39, 40, 36, 34, 34, 39, 40, 23, 34, 49, 35]",Cricket2_90,AVC,SFR,396p,800
