,video,mos,mos_std,content,codec,fr,res,bitrate
225,Cricket2_HEVC_HFR_720p_2200K_120,55.0,20.092642576681786,Cricket2_120,HEVC,HFR,720p,2200
226,EPLDay_HEVC_SFR_540p_1900K_48,54.0,17.578395831246947,EPLDay_48,HEVC,SFR,540p,1900
227,TNFF_AVC_HFR_540p_1300K_304,51.357142857142854,16.464711801118096,TNFF_304,AVC,HFR,540p,1300
228,USOpen_AVC_SFR_720p_2000K_176,64.42857142857143,14.568627181693671,USOpen_176,AVC,SFR,720p,2000
229,EPLNight_HEVC_SFR_720p_2200K_20,67.64285714285714,16.39297385579367,EPLNight_20,HEVC,SFR,720p,2200
230,EPLDay_HEVC_SFR_396p_600K_48,35.82142857142857,15.132872382023587,EPLDay_48,HEVC,SFR,396p,600
231,Cricket2_AVC_HFR_540p_1300K_120,39.42857142857143,16.345441853549115,Cricket2_120,AVC,HFR,540p,1300
232,USOpen_HEVC_HFR_288p_300K_176,20.5,13.132565846561963,USOpen_176,HEVC,HFR,288p,300
233,TNFF_HEVC_SFR_396p_600K_304,32.17857142857143,17.285529810113616,TNFF_304,HEVC,SFR,396p,600
234,Cricket2_AVC_HFR_396p_900K_120,35.464285714285715,12.692748612768582,Cricket2_120,AVC,HFR,396p,900
235,EPLDay_HEVC_HFR_720p_2200K_48,66.21428571428571,15.855051342118843,EPLDay_48,HEVC,HFR,720p,2200
236,Cricket2_SRC_SRC_SRC_SRC_120,66.21428571428571,17.09502254805086,Cricket2_120,SRC,SRC,SRC,100000
237,EPLDay_HEVC_SFR_288p_300K_48,22.25,15.660744828118125,EPLDay_48,HEVC,SFR,288p,300
238,EPLNight_HEVC_HFR_540p_1900K_20,56.642857142857146,18.71633031361018,EPLNight_20,HEVC,HFR,540p,1900
239,TNFF_HEVC_HFR_396p_600K_304,22.821428571428573,15.670840918790567,TNFF_304,HEVC,HFR,396p,600
240,EPLNight_HEVC_HFR_396p_900K_20,38.0,14.596966416739766,EPLNight_20,HEVC,HFR,396p,900
241,TNFF_AVC_HFR_288p_300K_304,9.678571428571429,11.445690303804845,TNFF_304,AVC,HFR,288p,300
242,Cricket2_HEVC_SFR_540p_1900K_120,50.07142857142857,15.345843018849882,Cricket2_120,HEVC,SFR,540p,1900
243,TNFF_AVC_SFR_396p_400K_304,26.5,14.044571905188139,TNFF_304,AVC,SFR,396p,400
244,EPLNight_HEVC_SFR_396p_900K_20,38.857142857142854,12.51488909178151,EPLNight_20,HEVC,SFR,396p,900
245,USOpen_AVC_SFR_540p_1200K_176,50.857142857142854,16.66200615110893,USOpen_176,AVC,SFR,540p,1200
246,TNFF_HEVC_SFR_396p_900K_304,37.42857142857143,12.274912194706532,TNFF_304,HEVC,SFR,396p,900
247,EPLDay_HEVC_HFR_396p_600K_48,33.392857142857146,14.115187579630787,EPLDay_48,HEVC,HFR,396p,600
248,Cricket2_AVC_HFR_288p_300K_120,13.75,12.388430662747977,Cricket2_120,AVC,HFR,288p,300
249,USOpen_AVC_HFR_540p_1300K_176,54.25,15.594470173750693,USOpen_176,AVC,HFR,540p,1300
250,EPLDay_AVC_HFR_540p_1900K_0,53.10344827586207,16.34191738969031,EPLDay_0,AVC,HFR,540p,1900
251,Cricket1_HEVC_SFR_396p_900K_86,41.13793103448276,12.631990418230938,Cricket1_86,HEVC,SFR,396p,900
252,EPLDay_HEVC_HFR_288p_300K_8,15.2,11.220219843360171,EPLDay_8,HEVC,HFR,288p,300
253,USOpen_AVC_SFR_540p_1800K_0,53.67741935483871,14.02161257297898,USOpen_0,AVC,SFR,540p,1800
254,EPLDay_HEVC_HFR_396p_900K_8,34.63333333333333,13.49687206561415,EPLDay_8,HEVC,HFR,396p,900
255,TNFNFL_AVC_SFR_540p_1200K_0,41.32258064516129,17.25592389497887,TNFNFL_0,AVC,SFR,540p,1200
256,EPLDay_AVC_HFR_540p_1900K_8,56.6,15.27656156775252,EPLDay_8,AVC,HFR,540p,1900
257,Cricket1_AVC_HFR_720p_2200K_86,56.4,22.00242410887188,Cricket1_86,AVC,HFR,720p,2200
258,EPLNight_SRC_SRC_SRC_SRC_0,84.0,21.336386275804646,EPLNight_0,SRC,SRC,SRC,100000
259,USOpen_HEVC_SFR_540p_1100K_166,58.096774193548384,15.204742126802408,USOpen_166,HEVC,SFR,540p,1100
260,EPLDay_HEVC_SFR_720p_2200K_8,69.1,15.14452596374897,EPLDay_8,HEVC,SFR,720p,2200
261,TNFF_HEVC_HFR_396p_900K_144,32.733333333333334,13.808049182350931,TNFF_144,HEVC,HFR,396p,900
262,Cricket1_HEVC_HFR_720p_2200K_86,62.806451612903224,20.853435324384897,Cricket1_86,HEVC,HFR,720p,2200
263,TNFF_AVC_HFR_540p_1900K_16,54.46875,17.75877313998633,TNFF_16,AVC,HFR,540p,1900
264,TNFF_AVC_SFR_540p_1200K_144,40.4375,14.302398181773572,TNFF_144,AVC,SFR,540p,1200
265,TNFNFL_HEVC_HFR_396p_600K_0,25.833333333333332,14.940065446829728,TNFNFL_0,HEVC,HFR,396p,600
266,EPLDay_HEVC_HFR_540p_1100K_8,52.1,12.946943011125574,EPLDay_8,HEVC,HFR,540p,1100
267,Cricket1_AVC_SFR_396p_800K_86,39.12903225806452,16.971972979162175,Cricket1_86,AVC,SFR,396p,800
268,USOpen_AVC_HFR_396p_600K_0,45.36666666666667,13.202230451286969,USOpen_0,AVC,HFR,396p,600
269,EPLDay_HEVC_SFR_288p_300K_0,19.451612903225808,16.566267143685764,EPLDay_0,HEVC,SFR,288p,300
270,TNFF_HEVC_HFR_720p_2200K_144,59.5,15.497983739828868,TNFF_144,HEVC,HFR,720p,2200
271,USOpen_AVC_HFR_540p_1300K_0,55.93333333333333,17.374182634651397,USOpen_0,AVC,HFR,540p,1300
272,TNFF_AVC_SFR_396p_800K_16,37.3,11.556095072875323,TNFF_16,AVC,SFR,396p,800
273,USOpen_AVC_SFR_288p_200K_0,27.0625,14.450210854862984,USOpen_0,AVC,SFR,288p,200
274,EPLDay_AVC_SFR_540p_1800K_8,54.96666666666667,16.777928623310114,EPLDay_8,AVC,SFR,540p,1800
275,TNFNFL_AVC_SFR_396p_400K_0,15.903225806451612,11.093022621652556,TNFNFL_0,AVC,SFR,396p,400
276,EPLNight_AVC_SFR_720p_2000K_0,67.17241379310344,14.969092215622489,EPLNight_0,AVC,SFR,720p,2000
277,TNFNFL_AVC_HFR_540p_1900K_0,41.6,18.203662635121905,TNFNFL_0,AVC,HFR,540p,1900
278,EPLNight_AVC_SFR_288p_200K_0,14.90625,12.986433726681856,EPLNight_0,AVC,SFR,288p,200
279,TNFF_AVC_HFR_396p_600K_16,33.70967741935484,13.66227097824657,TNFF_16,AVC,HFR,396p,600
280,Cricket2_HEVC_HFR_540p_1100K_90,47.10344827586207,17.86992238484622,Cricket2_90,HEVC,HFR,540p,1100
281,USOpen_HEVC_SFR_396p_600K_0,41.09375,13.572397022541745,USOpen_0,HEVC,SFR,396p,600
282,TNFF_HEVC_HFR_288p_300K_16,15.827586206896552,11.039330831535288,TNFF_16,HEVC,HFR,288p,300
283,Cricket2_AVC_HFR_720p_2200K_90,53.096774193548384,16.17316542661805,Cricket2_90,AVC,HFR,720p,2200
284,USOpen_AVC_SFR_720p_2000K_166,71.3225806451613,14.26339121051307,USOpen_166,AVC,SFR,720p,2000
285,TNFF_AVC_HFR_720p_2200K_16,61.65625,19.42873093996363,TNFF_16,AVC,HFR,720p,2200
286,EPLDay_HEVC_HFR_396p_900K_0,33.7,12.15222887649285,EPLDay_0,HEVC,HFR,396p,900
287,TNFF_AVC_SFR_288p_200K_144,10.733333333333333,12.033102490860598,TNFF_144,AVC,SFR,288p,200
288,Cricket1_AVC_HFR_288p_300K_86,22.733333333333334,11.890986315506192,Cricket1_86,AVC,HFR,288p,300
289,TNFF_AVC_SFR_396p_800K_144,29.0,15.386140950002158,TNFF_144,AVC,SFR,396p,800
290,EPLDay_HEVC_SFR_540p_1900K_8,73.16666666666667,12.70979499790964,EPLDay_8,HEVC,SFR,540p,1900
291,Cricket2_AVC_SFR_396p_400K_90,29.275862068965516,11.872589560728812,Cricket2_90,AVC,SFR,396p,400
292,TNFNFL_AVC_SFR_288p_200K_0,7.3,10.360662784461876,TNFNFL_0,AVC,SFR,288p,200
293,Cricket2_HEVC_SFR_540p_1900K_90,50.25,18.17450136867584,Cricket2_90,HEVC,SFR,540p,1900
294,USOpen_AVC_HFR_540p_1300K_166,53.645161290322584,18.43479946800611,USOpen_166,AVC,HFR,540p,1300
295,EPLDay_HEVC_SFR_396p_600K_8,33.9,10.577806956075536,EPLDay_8,HEVC,SFR,396p,600
296,USOpen_AVC_SFR_396p_400K_166,32.34375,12.685152184246746,USOpen_166,AVC,SFR,396p,400
297,Cricket1_HEVC_HFR_396p_900K_86,32.93333333333333,13.596404753545041,Cricket1_86,HEVC,HFR,396p,900
298,TNFF_AVC_HFR_540p_1300K_144,39.40625,17.311230774774508,TNFF_144,AVC,HFR,540p,1300
299,EPLDay_HEVC_SFR_540p_1900K_0,51.42424242424242,15.157816871332985,EPLDay_0,HEVC,SFR,540p,1900
300,EPLNight_HEVC_HFR_540p_1900K_0,58.34375,16.189520868064626,EPLNight_0,HEVC,HFR,540p,1900
301,Cricket2_HEVC_SFR_396p_900K_90,37.32258064516129,13.73337610155355,Cricket2_90,HEVC,SFR,396p,900
302,EPLNight_HEVC_HFR_720p_2200K_0,69.10344827586206,19.192931219567498,EPLNight_0,HEVC,HFR,720p,2200
303,Cricket2_AVC_SFR_540p_1800K_90,48.06666666666667,19.28027201283449,Cricket2_90,AVC,SFR,540p,1800
304,TNFF_AVC_SFR_540p_1200K_16,45.645161290322584,15.695794355745631,TNFF_16,AVC,SFR,540p,1200
305,TNFNFL_HEVC_SFR_396p_900K_0,40.32258064516129,16.88936885845782,TNFNFL_0,HEVC,SFR,396p,900
306,EPLDay_HEVC_HFR_396p_600K_0,33.54838709677419,13.129230401928753,EPLDay_0,HEVC,HFR,396p,600
307,USOpen_HEVC_SFR_720p_2200K_0,63.51724137931034,15.650538582018616,USOpen_0,HEVC,SFR,720p,2200
308,TNFF_AVC_HFR_396p_600K_144,17.7,12.29674753745884,TNFF_144,AVC,HFR,396p,600
309,TNFNFL_HEVC_HFR_720p_2200K_0,58.86666666666667,18.333454545053844,TNFNFL_0,HEVC,HFR,720p,2200
310,TNFF_AVC_HFR_540p_1300K_16,46.166666666666664,17.676883838002166,TNFF_16,AVC,HFR,540p,1300
311,USOpen_AVC_HFR_540p_1900K_0,57.833333333333336,15.733368644028172,USOpen_0,AVC,HFR,540p,1900
312,EPLNight_HEVC_HFR_288p_300K_0,17.666666666666668,12.663157408622682,EPLNight_0,HEVC,HFR,288p,300
313,EPLDay_HEVC_HFR_720p_2200K_8,65.35483870967742,14.65638336565615,EPLDay_8,HEVC,HFR,720p,2200
314,USOpen_AVC_SFR_540p_1200K_166,55.645161290322584,15.948603714991993,USOpen_166,AVC,SFR,540p,1200
315,Cricket1_SRC_SRC_SRC_SRC_86,65.0,24.92181322042095,Cricket1_86,SRC,SRC,SRC,100000
316,TNFF_AVC_SFR_396p_400K_16,24.903225806451612,15.211105532789412,TNFF_16,AVC,SFR,396p,400
317,Cricket2_HEVC_SFR_288p_300K_90,22.866666666666667,9.510462075466622,Cricket2_90,HEVC,SFR,288p,300
318,USOpen_AVC_HFR_720p_2200K_0,73.26666666666667,16.70914586552992,USOpen_0,AVC,HFR,720p,2200
319,EPLNight_AVC_SFR_540p_1200K_0,50.36666666666667,15.345973051223858,EPLNight_0,AVC,SFR,540p,1200
320,USOpen_HEVC_HFR_288p_300K_0,26.066666666666666,13.406300343080819,USOpen_0,HEVC,HFR,288p,300
321,EPLNight_HEVC_SFR_720p_2200K_0,70.09677419354838,14.317494011015443,EPLNight_0,HEVC,SFR,720p,2200
322,EPLDay_HEVC_HFR_288p_300K_0,16.35483870967742,13.568341679871104,EPLDay_0,HEVC,HFR,288p,300
323,TNFF_HEVC_SFR_720p_2200K_144,64.4,17.839282496782204,TNFF_144,HEVC,SFR,720p,2200
324,USOpen_HEVC_HFR_540p_1100K_0,57.13333333333333,11.502849888421371,USOpen_0,HEVC,HFR,540p,1100
325,TNFNFL_AVC_HFR_396p_600K_0,21.774193548387096,14.740135416324074,TNFNFL_0,AVC,HFR,396p,600
326,TNFF_HEVC_HFR_288p_300K_144,12.3125,11.946331811480878,TNFF_144,HEVC,HFR,288p,300
327,TNFF_AVC_HFR_288p_300K_16,19.870967741935484,15.882109909974423,TNFF_16,AVC,HFR,288p,300
328,TNFF_HEVC_HFR_540p_1100K_144,44.2,16.87680854506167,TNFF_144,HEVC,HFR,540p,1100
329,EPLNight_AVC_HFR_540p_1300K_0,54.9,18.07825581557395,EPLNight_0,AVC,HFR,540p,1300
330,TNFF_HEVC_SFR_396p_600K_144,32.1,12.386417292071721,TNFF_144,HEVC,SFR,396p,600
331,USOpen_HEVC_SFR_540p_1900K_166,60.45161290322581,14.63940486556397,USOpen_166,HEVC,SFR,540p,1900
332,TNFF_AVC_HFR_396p_900K_144,26.451612903225808,15.351449883563944,TNFF_144,AVC,HFR,396p,900
333,TNFF_AVC_SFR_288p_200K_16,8.137931034482758,10.842840122692866,TNFF_16,AVC,SFR,288p,200
334,USOpen_HEVC_SFR_396p_900K_166,40.03225806451613,14.885550194015805,USOpen_166,HEVC,SFR,396p,900
335,USOpen_AVC_SFR_396p_800K_0,42.32258064516129,12.977367635989411,USOpen_0,AVC,SFR,396p,800
336,EPLDay_HEVC_HFR_720p_2200K_0,64.62068965517241,17.652612961031064,EPLDay_0,HEVC,HFR,720p,2200
337,Cricket1_HEVC_HFR_540p_1100K_86,52.333333333333336,18.170183145900197,Cricket1_86,HEVC,HFR,540p,1100
338,USOpen_HEVC_SFR_396p_900K_0,44.12903225806452,15.564106630080245,USOpen_0,HEVC,SFR,396p,900
339,TNFF_AVC_SFR_540p_1800K_144,48.63333333333333,16.797784245416285,TNFF_144,AVC,SFR,540p,1800
340,USOpen_AVC_SFR_396p_400K_0,39.516129032258064,13.983564010471849,USOpen_0,AVC,SFR,396p,400
341,TNFF_AVC_SFR_396p_400K_144,21.451612903225808,15.747685359211895,TNFF_144,AVC,SFR,396p,400
342,USOpen_AVC_SFR_720p_2000K_0,64.4,18.11371487759114,USOpen_0,AVC,SFR,720p,2000
343,EPLDay_HEVC_SFR_720p_2200K_0,70.7,16.7633528865797,EPLDay_0,HEVC,SFR,720p,2200
344,USOpen_AVC_HFR_288p_300K_0,31.466666666666665,16.378305433984583,USOpen_0,AVC,HFR,288p,300
345,EPLDay_HEVC_SFR_288p_300K_8,16.7,12.050311199301037,EPLDay_8,HEVC,SFR,288p,300
346,Cricket2_AVC_SFR_540p_1200K_90,45.96774193548387,15.109244918192267,Cricket2_90,AVC,SFR,540p,1200
347,EPLDay_SRC_SRC_SRC_SRC_0,92.3225806451613,9.713266939119562,EPLDay_0,SRC,SRC,SRC,100000
348,Cricket1_HEVC_SFR_540p_1100K_86,50.4,17.360107526548713,Cricket1_86,HEVC,SFR,540p,1100
349,EPLNight_HEVC_HFR_396p_600K_0,39.61290322580645,11.707944419880965,EPLNight_0,HEVC,HFR,396p,600
350,Cricket2_HEVC_SFR_720p_2200K_90,57.5,17.711225254058512,Cricket2_90,HEVC,SFR,720p,2200
351,USOpen_SRC_SRC_SRC_SRC_166,80.87096774193549,17.48684655074442,USOpen_166,SRC,SRC,SRC,100000
352,Cricket2_AVC_SFR_396p_800K_90,37.064516129032256,15.454272786078098,Cricket2_90,AVC,SFR,396p,800
353,USOpen_HEVC_HFR_720p_2200K_166,73.6,17.511139311878026,USOpen_166,HEVC,HFR,720p,2200
354,Cricket1_AVC_SFR_288p_200K_86,16.8125,12.699501712665738,Cricket1_86,AVC,SFR,288p,200
355,USOpen_SRC_SRC_SRC_SRC_0,70.29032258064517,20.125723466678956,USOpen_0,SRC,SRC,SRC,100000
356,Cricket2_HEVC_HFR_288p_300K_90,21.0625,14.404724702332912,Cricket2_90,HEVC,HFR,288p,300
357,TNFF_HEVC_HFR_396p_900K_16,36.38709677419355,16.283134792418018,TNFF_16,HEVC,HFR,396p,900
358,EPLDay_HEVC_HFR_540p_1900K_0,52.9375,14.73715012307332,EPLDay_0,HEVC,HFR,540p,1900
359,TNFF_AVC_HFR_720p_2200K_144,55.37931034482759,16.896059106119367,TNFF_144,AVC,HFR,720p,2200
360,Cricket2_AVC_SFR_720p_2000K_90,59.03448275862069,18.965454545350916,Cricket2_90,AVC,SFR,720p,2000
361,Cricket1_HEVC_SFR_720p_2200K_86,63.0,19.57285809976531,Cricket1_86,HEVC,SFR,720p,2200
362,USOpen_HEVC_SFR_540p_1100K_0,55.38709677419355,15.426574096197555,USOpen_0,HEVC,SFR,540p,1100
363,EPLDay_HEVC_SFR_396p_900K_8,34.48275862068966,12.631708022370754,EPLDay_8,HEVC,SFR,396p,900
364,EPLNight_HEVC_HFR_396p_900K_0,41.266666666666666,13.47326570987483,EPLNight_0,HEVC,HFR,396p,900
365,USOpen_HEVC_SFR_288p_300K_166,27.774193548387096,12.928362612237743,USOpen_166,HEVC,SFR,288p,300
366,EPLNight_HEVC_SFR_396p_900K_0,38.59375,12.05419889239845,EPLNight_0,HEVC,SFR,396p,900
367,TNFF_HEVC_HFR_720p_2200K_16,62.06666666666667,20.22363853404119,TNFF_16,HEVC,HFR,720p,2200
368,Cricket1_AVC_SFR_396p_400K_86,31.9,15.395562131125104,Cricket1_86,AVC,SFR,396p,400
369,Cricket2_HEVC_SFR_540p_1100K_90,52.266666666666666,17.593433118322555,Cricket2_90,HEVC,SFR,540p,1100
370,TNFF_HEVC_SFR_720p_2200K_16,66.06666666666666,20.014883351035436,TNFF_16,HEVC,SFR,720p,2200
371,EPLDay_HEVC_HFR_396p_600K_8,28.166666666666668,10.53908071048999,EPLDay_8,HEVC,HFR,396p,600
372,USOpen_AVC_SFR_540p_1200K_0,54.516129032258064,15.045888877443662,USOpen_0,AVC,SFR,540p,1200
373,EPLNight_AVC_HFR_720p_2200K_0,70.45161290322581,20.745522190268684,EPLNight_0,AVC,HFR,720p,2200
374,TNFNFL_AVC_SFR_540p_1800K_0,46.2,15.24773207179787,TNFNFL_0,AVC,SFR,540p,1800
375,USOpen_AVC_HFR_540p_1900K_166,56.516129032258064,14.343416985574267,USOpen_166,AVC,HFR,540p,1900
376,EPLDay_HEVC_SFR_396p_900K_0,34.67741935483871,14.735051685656899,EPLDay_0,HEVC,SFR,396p,900
377,TNFNFL_HEVC_HFR_396p_900K_0,29.6,15.501827849214,TNFNFL_0,HEVC,HFR,396p,900
378,USOpen_AVC_HFR_720p_2200K_166,67.40625,15.46136187201826,USOpen_166,AVC,HFR,720p,2200
379,Cricket1_HEVC_SFR_540p_1900K_86,55.03225806451613,20.92765398588092,Cricket1_86,HEVC,SFR,540p,1900
380,EPLDay_AVC_HFR_540p_1300K_0,49.483870967741936,13.382393266218783,EPLDay_0,AVC,HFR,540p,1300
381,USOpen_HEVC_SFR_720p_2200K_166,69.55172413793103,20.203424439839743,USOpen_166,HEVC,SFR,720p,2200
382,EPLDay_HEVC_SFR_540p_1100K_0,50.6,12.009995836801941,EPLDay_0,HEVC,SFR,540p,1100
383,USOpen_AVC_SFR_288p_200K_166,12.413793103448276,11.312237015817049,USOpen_166,AVC,SFR,288p,200
384,TNFF_AVC_HFR_396p_900K_16,37.32258064516129,13.977832904106034,TNFF_16,AVC,HFR,396p,900
385,Cricket2_AVC_HFR_288p_300K_90,23.633333333333333,9.843723324478848,Cricket2_90,AVC,HFR,288p,300
386,USOpen_HEVC_HFR_396p_900K_0,43.86666666666667,14.15799734739659,USOpen_0,HEVC,HFR,396p,900
387,USOpen_HEVC_HFR_396p_900K_166,43.266666666666666,13.063775190281799,USOpen_166,HEVC,HFR,396p,900
388,TNFF_HEVC_SFR_540p_1900K_144,60.625,13.965918337152054,TNFF_144,HEVC,SFR,540p,1900
389,TNFF_HEVC_SFR_396p_900K_144,37.03225806451613,16.485543757051534,TNFF_144,HEVC,SFR,396p,900
390,Cricket1_AVC_HFR_396p_900K_86,35.733333333333334,14.95979797843392,Cricket1_86,AVC,HFR,396p,900
391,USOpen_HEVC_HFR_396p_600K_0,44.09375,14.8015188726529,USOpen_0,HEVC,HFR,396p,600
392,EPLDay_AVC_SFR_540p_1200K_8,41.41935483870968,14.672278433238533,EPLDay_8,AVC,SFR,540p,1200
393,TNFF_HEVC_SFR_288p_300K_144,16.586206896551722,14.361147877902619,TNFF_144,HEVC,SFR,288p,300
394,TNFNFL_HEVC_HFR_288p_300K_0,13.433333333333334,14.42147318719169,TNFNFL_0,HEVC,HFR,288p,300
395,EPLNight_HEVC_SFR_540p_1100K_0,52.58064516129032,16.796263396955165,EPLNight_0,HEVC,SFR,540p,1100
396,TNFF_HEVC_HFR_540p_1100K_16,41.1,18.046883387443938,TNFF_16,HEVC,HFR,540p,1100
397,EPLNight_HEVC_SFR_396p_600K_0,38.666666666666664,15.025164077491983,EPLNight_0,HEVC,SFR,396p,600
398,TNFF_HEVC_HFR_540p_1900K_144,55.56666666666667,15.6432804175538,TNFF_144,HEVC,HFR,540p,1900
399,USOpen_AVC_SFR_396p_800K_166,38.56666666666667,16.140391018256718,USOpen_166,AVC,SFR,396p,800
400,TNFF_SRC_SRC_SRC_SRC_144,69.74193548387096,17.67806685887361,TNFF_144,SRC,SRC,SRC,100000
401,USOpen_AVC_HFR_396p_900K_166,41.62068965517241,15.198488566195966,USOpen_166,AVC,HFR,396p,900
402,USOpen_HEVC_SFR_396p_600K_166,40.6,13.047605144240071,USOpen_166,HEVC,SFR,396p,600
403,Cricket1_AVC_HFR_540p_1300K_86,45.0,16.418358626854268,Cricket1_86,AVC,HFR,540p,1300
404,Cricket2_HEVC_HFR_396p_900K_90,36.2,11.796609682446903,Cricket2_90,HEVC,HFR,396p,900
405,TNFF_HEVC_SFR_540p_1900K_16,62.875,20.01366720518756,TNFF_16,HEVC,SFR,540p,1900
406,Cricket2_AVC_HFR_540p_1300K_90,47.34375,16.88677251393824,Cricket2_90,AVC,HFR,540p,1300
407,Cricket2_AVC_HFR_396p_600K_90,29.322580645161292,15.008357019908765,Cricket2_90,AVC,HFR,396p,600
408,USOpen_HEVC_HFR_720p_2200K_0,65.10344827586206,15.401175117696223,USOpen_0,HEVC,HFR,720p,2200
409,USOpen_HEVC_HFR_540p_1100K_166,56.58064516129032,17.12906263286293,USOpen_166,HEVC,HFR,540p,1100
410,Cricket1_AVC_HFR_396p_600K_86,32.9,10.885311203635842,Cricket1_86,AVC,HFR,396p,600
411,USOpen_AVC_HFR_396p_600K_166,33.53333333333333,12.619385440222075,USOpen_166,AVC,HFR,396p,600
412,Cricket2_HEVC_SFR_396p_600K_90,34.3,16.579404894828603,Cricket2_90,HEVC,SFR,396p,600
413,EPLDay_HEVC_SFR_396p_600K_0,33.233333333333334,14.141389213542242,EPLDay_0,HEVC,SFR,396p,600
414,USOpen_HEVC_HFR_288p_300K_166,21.29032258064516,13.206043456194953,USOpen_166,HEVC,HFR,288p,300
415,TNFF_AVC_SFR_720p_2000K_144,58.29032258064516,18.311275476420562,TNFF_144,AVC,SFR,720p,2000
416,TNFNFL_HEVC_SFR_540p_1900K_0,53.483870967741936,16.488257733312057,TNFNFL_0,HEVC,SFR,540p,1900
417,Cricket2_HEVC_HFR_396p_600K_90,35.766666666666666,17.139979255789342,Cricket2_90,HEVC,HFR,396p,600
418,EPLNight_AVC_HFR_396p_600K_0,33.2,10.783938674405254,EPLNight_0,AVC,HFR,396p,600
419,Cricket1_AVC_SFR_720p_2000K_86,53.86206896551724,19.6744611947974,Cricket1_86,AVC,SFR,720p,2000
420,TNFF_HEVC_SFR_396p_900K_16,40.666666666666664,14.93839200033108,TNFF_16,HEVC,SFR,396p,900
421,EPLNight_AVC_SFR_540p_1800K_0,54.46666666666667,15.668936005854244,EPLNight_0,AVC,SFR,540p,1800
422,EPLDay_SRC_SRC_SRC_SRC_8,92.3225806451613,10.049513218107418,EPLDay_8,SRC,SRC,SRC,100000
423,TNFF_HEVC_HFR_396p_600K_16,29.322580645161292,11.371688377988425,TNFF_16,HEVC,HFR,396p,600
424,USOpen_AVC_HFR_288p_300K_166,16.838709677419356,12.443671209646183,USOpen_166,AVC,HFR,288p,300
425,Cricket2_SRC_SRC_SRC_SRC_90,65.16129032258064,19.60266073808571,Cricket2_90,SRC,SRC,SRC,100000
426,USOpen_HEVC_HFR_540p_1900K_166,64.21875,15.271980828874165,USOpen_166,HEVC,HFR,540p,1900
427,TNFF_AVC_SFR_720p_2000K_16,57.0,17.629875212263983,TNFF_16,AVC,SFR,720p,2000
428,USOpen_HEVC_SFR_288p_300K_0,26.310344827586206,12.830737469803712,USOpen_0,HEVC,SFR,288p,300
429,TNFF_HEVC_HFR_540p_1900K_16,56.903225806451616,20.17880529522399,TNFF_16,HEVC,HFR,540p,1900
430,TNFNFL_AVC_HFR_540p_1300K_0,36.833333333333336,17.627787407638227,TNFNFL_0,AVC,HFR,540p,1300
431,USOpen_AVC_SFR_540p_1800K_166,60.45161290322581,17.049905325018422,USOpen_166,AVC,SFR,540p,1800
432,TNFNFL_HEVC_HFR_540p_1100K_0,42.28125,16.454927785848835,TNFNFL_0,HEVC,HFR,540p,1100
433,TNFF_HEVC_SFR_288p_300K_16,18.625,12.665775736211344,TNFF_16,HEVC,SFR,288p,300
434,EPLDay_AVC_SFR_540p_1200K_0,42.13793103448276,15.718919279186741,EPLDay_0,AVC,SFR,540p,1200
435,Cricket1_HEVC_SFR_396p_600K_86,40.83870967741935,17.25164185583982,Cricket1_86,HEVC,SFR,396p,600
436,EPLNight_HEVC_HFR_540p_1100K_0,51.7,15.124263067446737,EPLNight_0,HEVC,HFR,540p,1100
437,TNFNFL_HEVC_SFR_288p_300K_0,16.0,11.714341912869578,TNFNFL_0,HEVC,SFR,288p,300
438,Cricket2_HEVC_HFR_720p_2200K_90,57.59375,23.169024816282192,Cricket2_90,HEVC,HFR,720p,2200
439,TNFNFL_SRC_SRC_SRC_SRC_0,71.90322580645162,17.3248932198165,TNFNFL_0,SRC,SRC,SRC,100000
440,Cricket1_AVC_SFR_540p_1200K_86,47.464285714285715,17.4836293691661,Cricket1_86,AVC,SFR,540p,1200
441,TNFNFL_HEVC_SFR_540p_1100K_0,47.241379310344826,14.632639878765584,TNFNFL_0,HEVC,SFR,540p,1100
442,TNFNFL_HEVC_HFR_540p_1900K_0,52.233333333333334,16.269979170921584,TNFNFL_0,HEVC,HFR,540p,1900
443,EPLNight_AVC_HFR_288p_300K_0,15.90625,10.961179723802543,EPLNight_0,AVC,HFR,288p,300
444,EPLDay_HEVC_HFR_540p_1100K_0,44.9,15.060655142899106,EPLDay_0,HEVC,HFR,540p,1100
445,Cricket1_HEVC_HFR_540p_1900K_86,57.70967741935484,16.080831202211105,Cricket1_86,HEVC,HFR,540p,1900
446,TNFNFL_AVC_HFR_396p_900K_0,24.93548387096774,16.417802068665246,TNFNFL_0,AVC,HFR,396p,900
447,TNFF_HEVC_SFR_396p_600K_16,36.96666666666667,12.128433076407227,TNFF_16,HEVC,SFR,396p,600
448,TNFF_AVC_HFR_540p_1900K_144,45.774193548387096,17.271475042858597,TNFF_144,AVC,HFR,540p,1900
449,TNFF_AVC_SFR_540p_1800K_16,51.63333333333333,14.568192139803147,TNFF_16,AVC,SFR,540p,1800
450,EPLDay_HEVC_HFR_540p_1900K_8,55.83870967741935,14.615715744436343,EPLDay_8,HEVC,HFR,540p,1900
451,USOpen_HEVC_HFR_540p_1900K_0,57.06666666666667,17.343458581135298,USOpen_0,HEVC,HFR,540p,1900
452,TNFF_HEVC_HFR_396p_600K_144,29.35483870967742,15.386521934214045,TNFF_144,HEVC,HFR,396p,600
